,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
3386,2016020071_71,2016020071,71,15.0,3.0,Goal,Snap Shot,-59.0,16.0,1,REGULAR,889,311,2016-10-22 23:35:06,0,2,"Alex Ovechkin (3) Snap Shot, assists: Evgeny Kuznetsov (2), Dmitry Orlov (2)",59.0,-16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,34.0,Evgeny Kuznetsov,"(30.0ft, 35.0ft)",Alex Ovechkin
3568,2014020531_382,2014020531,382,15.0,2.0,Goal,Wrist Shot,60.0,10.0,3,REGULAR,1039,161,2014-12-30 02:27:58,3,3,"Alex Ovechkin (17) Wrist Shot, assists: Nicklas Backstrom (26)",-60.0,-10.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,149.33519344079613,Nicklas Backstrom,"(145.0ft, 150.0ft)",Alex Ovechkin
3644,2016020741_295,2016020741,295,15.0,2.0,Goal,Slap Shot,-31.0,-13.0,3,REGULAR,1153,47,2017-02-01 02:26:06,2,3,"Alex Ovechkin (24) Slap Shot, assists: Nicklas Backstrom (35), Evgeny Kuznetsov (29)",31.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,59.43904440685432,Nicklas Backstrom,"(55.0ft, 60.0ft)",Alex Ovechkin
3959,2016020096_227,2016020096,227,15.0,22.0,Goal,Wrist Shot,-81.0,-2.0,3,REGULAR,9,1191,2016-10-27 03:28:50,1,2,"Alex Ovechkin (4) Wrist Shot, assists: Matt Niskanen (4), Andre Burakovsky (1)",81.0,2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,8.246211251235321,Matt Niskanen,"(5.0ft, 10.0ft)",Alex Ovechkin
4089,2013020708_245,2013020708,245,15.0,5.0,Goal,Wrist Shot,-65.0,-12.0,3,REGULAR,515,685,2014-01-16 03:09:43,3,2,"Alex Ovechkin (34) Wrist Shot, assists: Marcus Johansson (25), Mike Green (20)",65.0,12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,26.832815729997478,Marcus Johansson,"(25.0ft, 30.0ft)",Alex Ovechkin
4247,2012030131_155,2012030131,155,15.0,3.0,Goal,Wrist Shot,79.0,3.0,2,REGULAR,419,781,2013-05-03 00:46:14,1,1,"Alex Ovechkin (1) Wrist Shot, assists: Mike Green (1), Nicklas Backstrom (1)",79.0,3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20122013,10.44030650891055,Mike Green,"(10.0ft, 15.0ft)",Alex Ovechkin
4258,2015030223_299,2015030223,299,15.0,5.0,Goal,Wrist Shot,-52.0,-25.0,3,REGULAR,482,718,2016-05-03 02:16:31,1,3,"Alex Ovechkin (4) Wrist Shot, assists: Matt Niskanen (3), Nicklas Backstrom (6)",52.0,25.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,44.654227123532216,Matt Niskanen,"(40.0ft, 45.0ft)",Alex Ovechkin
4400,2014021000_84,2014021000,84,15.0,3.0,Goal,Slap Shot,-38.0,-16.0,1,REGULAR,703,497,2015-03-12 00:31:42,1,1,"Alex Ovechkin (45) Slap Shot, assists: Evgeny Kuznetsov (20), Joel Ward (13)",38.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,53.45091205957107,Evgeny Kuznetsov,"(50.0ft, 55.0ft)",Alex Ovechkin
4419,2017020788_111,2017020788,111,15.0,5.0,Goal,Wrist Shot,-80.0,3.0,1,REGULAR,1090,110,2018-02-03 00:40:50,1,2,"Alex Ovechkin (31) Wrist Shot, assists: Christian Djoos (8)",80.0,-3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,9.486832980505138,Christian Djoos,"(5.0ft, 10.0ft)",Alex Ovechkin
4420,2017020788_244,2017020788,244,15.0,5.0,Goal,Snap Shot,-79.0,-19.0,3,REGULAR,110,1090,2018-02-03 02:03:37,4,4,"Alex Ovechkin (32) Snap Shot, assists: Evgeny Kuznetsov (34), Dmitry Orlov (11)",79.0,19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,21.470910553583888,Evgeny Kuznetsov,"(20.0ft, 25.0ft)",Alex Ovechkin
4778,2014020668_247,2014020668,247,15.0,25.0,Goal,Wrist Shot,78.0,0.0,3,REGULAR,21,1179,2015-01-18 03:05:57,3,3,"Alex Ovechkin (25) Wrist Shot, assists: Nicklas Backstrom (32)",78.0,0.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,11.0,Nicklas Backstrom,"(10.0ft, 15.0ft)",Alex Ovechkin
5344,2017021123_191,2017021123,191,15.0,25.0,Goal,Slap Shot,48.0,22.0,2,REGULAR,821,379,2018-03-21 00:33:19,2,3,"Alex Ovechkin (44) Slap Shot, assists: John Carlson (46), T.J. Oshie (25)",48.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,46.52956049652737,John Carlson,"(45.0ft, 50.0ft)",Alex Ovechkin
5361,2015020281_251,2015020281,251,15.0,25.0,Goal,Wrist Shot,-69.0,-1.0,3,REGULAR,421,779,2015-11-20 02:08:45,2,2,"Alex Ovechkin (9) Wrist Shot, assists: Nicklas Backstrom (8), T.J. Oshie (5)",69.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,20.024984394500787,Nicklas Backstrom,"(20.0ft, 25.0ft)",Alex Ovechkin
5476,2015020831_236,2015020831,236,15.0,25.0,Goal,Slap Shot,69.0,22.0,3,REGULAR,243,957,2016-02-14 03:03:43,1,4,"Alex Ovechkin (35) Slap Shot, assists: John Carlson (24), Nicklas Backstrom (36)",69.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,29.732137494637012,John Carlson,"(25.0ft, 30.0ft)",Alex Ovechkin
5607,2014020414_8,2014020414,8,15.0,14.0,Goal,Wrist Shot,-70.0,-3.0,1,REGULAR,40,1160,2014-12-10 00:39:40,1,0,"Alex Ovechkin (13) Wrist Shot, assists: Tom Wilson (5), John Carlson (16)",70.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,19.235384061671343,Tom Wilson,"(15.0ft, 20.0ft)",Alex Ovechkin
5608,2014020414_293,2014020414,293,15.0,14.0,Goal,Wrist Shot,-20.0,-13.0,3,REGULAR,1199,1,2014-12-10 03:06:12,5,3,"Alex Ovechkin (14) Wrist Shot, assists: Nicklas Backstrom (22)",20.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,70.21395872616783,Nicklas Backstrom,"(70.0ft, 75.0ft)",Alex Ovechkin
5620,2015020334_44,2015020334,44,15.0,14.0,Goal,Wrist Shot,-61.0,-16.0,1,REGULAR,429,771,2015-11-27 22:19:58,0,1,"Alex Ovechkin (12) Wrist Shot, assists: Jason Chimera (6), Evgeny Kuznetsov (17)",61.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,32.2490309931942,Jason Chimera,"(30.0ft, 35.0ft)",Alex Ovechkin
5845,2014030222_304,2014030222,304,15.0,3.0,Goal,Snap Shot,71.0,-16.0,3,REGULAR,629,571,2015-05-02 18:52:43,2,3,"Alex Ovechkin (4) Snap Shot, assists: Joel Ward (4), Brooks Orpik (2)",71.0,-16.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,24.08318915758459,Joel Ward,"(20.0ft, 25.0ft)",Alex Ovechkin
6040,2015020497_179,2015020497,179,15.0,3.0,Goal,Snap Shot,-74.0,-21.0,2,REGULAR,663,537,2015-12-21 01:31:51,4,3,"Alex Ovechkin (17) Snap Shot, assists: Marcus Johansson (11), Nicklas Backstrom (20)",74.0,21.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,25.80697580112788,Marcus Johansson,"(25.0ft, 30.0ft)",Alex Ovechkin
6115,2015020673_98,2015020673,98,15.0,3.0,Goal,Wrist Shot,-56.0,-15.0,1,REGULAR,1081,119,2016-01-17 22:41:09,1,1,"Alex Ovechkin (27) Wrist Shot, assists: Evgeny Kuznetsov (27), Dmitry Orlov (13)",56.0,15.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,36.24913792078372,Evgeny Kuznetsov,"(35.0ft, 40.0ft)",Alex Ovechkin
6384,2017020479_349,2017020479,349,15.0,6.0,Goal,Wrist Shot,47.0,34.0,3,REGULAR,1111,89,2017-12-15 02:39:05,5,2,"Alex Ovechkin (22) Wrist Shot, assists: Matt Niskanen (8)",-47.0,-34.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,140.18559127100045,Matt Niskanen,"(140.0ft, 145.0ft)",Alex Ovechkin
6467,2014020906_315,2014020906,315,15.0,5.0,Goal,Slap Shot,-36.0,-7.0,3,REGULAR,986,214,2015-02-26 03:40:53,4,3,"Alex Ovechkin (39) Slap Shot, assists: John Carlson (33), Troy Brouwer (14)",36.0,7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,53.46026561849464,John Carlson,"(50.0ft, 55.0ft)",Alex Ovechkin
7117,2015030225_31,2015030225,31,15.0,5.0,Goal,Slap Shot,-49.0,-10.0,1,REGULAR,244,956,2016-05-07 23:32:03,0,1,"Alex Ovechkin (5) Slap Shot, assists: Nicklas Backstrom (7), T.J. Oshie (4)",49.0,10.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,41.23105625617661,Nicklas Backstrom,"(40.0ft, 45.0ft)",Alex Ovechkin
7391,2017020921_252,2017020921,252,15.0,14.0,Goal,Snap Shot,-67.0,-20.0,3,REGULAR,662,538,2018-02-21 02:16:30,3,2,"Alex Ovechkin (36) Snap Shot, assists: Matt Niskanen (15)",67.0,20.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,29.732137494637012,Matt Niskanen,"(25.0ft, 30.0ft)",Alex Ovechkin
7869,2013020002_49,2013020002,49,15.0,16.0,Goal,Wrist Shot,77.0,11.0,1,REGULAR,642,558,2013-10-02 00:51:58,1,1,"Alex Ovechkin (1) Wrist Shot, assists: Mikhail Grabovski (1), Nicklas Backstrom (1)",77.0,11.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,16.278820596099706,Mikhail Grabovski,"(15.0ft, 20.0ft)",Alex Ovechkin
8933,2014020556_85,2014020556,85,15.0,16.0,Goal,Wrist Shot,76.0,3.0,1,REGULAR,718,482,2015-01-01 18:57:01,0,2,"Alex Ovechkin (18) Wrist Shot, assists: Mike Green (15), Jack Hillen (3)",-76.0,-3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,165.0272704737008,Mike Green,"(165.0ft, 170.0ft)",Alex Ovechkin
9888,2013020290_223,2013020290,223,15.0,17.0,Goal,Wrist Shot,78.0,16.0,3,REGULAR,199,1001,2013-11-16 02:28:45,2,3,"Alex Ovechkin (15) Wrist Shot, assists: Marcus Johansson (15), Nicklas Backstrom (16)",78.0,16.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,19.4164878389476,Marcus Johansson,"(15.0ft, 20.0ft)",Alex Ovechkin
10313,2013020835_373,2013020835,373,15.0,17.0,Goal,Slap Shot,-57.0,-20.0,4,OVERTIME,157,143,2014-02-02 20:17:15,5,6,"Alex Ovechkin (39) Slap Shot, assists: John Carlson (13), Nicklas Backstrom (42)",-57.0,-20.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,147.36349615830918,John Carlson,"(145.0ft, 150.0ft)",Alex Ovechkin
11664,2017020427_99,2017020427,99,15.0,16.0,Goal,Wrist Shot,-76.0,5.0,1,REGULAR,922,278,2017-12-07 01:41:55,0,3,"Alex Ovechkin (21) Wrist Shot, assists: Tom Wilson (9), Dmitry Orlov (7)",76.0,-5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,13.92838827718412,Tom Wilson,"(10.0ft, 15.0ft)",Alex Ovechkin
11871,2016020697_240,2016020697,240,15.0,25.0,Goal,Slap Shot,57.0,29.0,3,REGULAR,198,1002,2017-01-22 03:14:50,2,3,"Alex Ovechkin (22) Slap Shot, assists: Matt Niskanen (19), Nicklas Backstrom (32)",57.0,29.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,43.18564576337837,Matt Niskanen,"(40.0ft, 45.0ft)",Alex Ovechkin
13698,2017020022_5,2017020022,5,15.0,8.0,Goal,Slap Shot,-51.0,-16.0,1,REGULAR,20,1180,2017-10-07 23:17:37,0,1,"Alex Ovechkin (4) Slap Shot, assists: Jakub Vrana (3), Evgeny Kuznetsov (4)",51.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,41.23105625617661,Jakub Vrana,"(40.0ft, 45.0ft)",Alex Ovechkin
13699,2017020022_21,2017020022,21,15.0,8.0,Goal,Wrist Shot,-77.0,-20.0,1,REGULAR,171,1029,2017-10-07 23:22:10,0,3,"Alex Ovechkin (5) Wrist Shot, assists: Evgeny Kuznetsov (5), Nicklas Backstrom (2)",77.0,20.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,23.323807579381203,Evgeny Kuznetsov,"(20.0ft, 25.0ft)",Alex Ovechkin
13700,2017020022_85,2017020022,85,15.0,8.0,Goal,Tip-In,-74.0,-6.0,1,REGULAR,1090,110,2017-10-07 23:48:52,0,4,"Alex Ovechkin (6) Tip-In, assists: Evgeny Kuznetsov (6), Aaron Ness (1)",74.0,6.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,16.155494421403514,Evgeny Kuznetsov,"(15.0ft, 20.0ft)",Alex Ovechkin
13701,2017020022_203,2017020022,203,15.0,8.0,Goal,Backhand,85.0,6.0,2,REGULAR,1006,194,2017-10-08 00:50:17,1,5,"Alex Ovechkin (7) Backhand, assists: Evgeny Kuznetsov (7), John Carlson (1)",85.0,6.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,7.211102550927978,Evgeny Kuznetsov,"(5.0ft, 10.0ft)",Alex Ovechkin
14166,2012020695_254,2012020695,254,15.0,9.0,Goal,Backhand,-81.0,-1.0,3,REGULAR,511,689,2013-04-26 01:14:16,1,1,"Alex Ovechkin (32) Backhand, assists: Marcus Johansson (16), Mike Green (13)",81.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20122013,8.06225774829855,Marcus Johansson,"(5.0ft, 10.0ft)",Alex Ovechkin
14284,2017020502_328,2017020502,328,15.0,24.0,Goal,Slap Shot,67.0,-27.0,4,OVERTIME,118,182,2017-12-17 03:31:19,2,3,"Alex Ovechkin (23) Slap Shot, assists: John Carlson (22)",67.0,-27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,34.828149534535996,John Carlson,"(30.0ft, 35.0ft)",Alex Ovechkin
15288,2014020761_176,2014020761,176,15.0,9.0,Goal,Wrist Shot,84.0,-1.0,2,REGULAR,857,343,2015-02-06 02:00:43,2,1,"Alex Ovechkin (32) Wrist Shot, assists: Jay Beagle (7), Marcus Johansson (18)",84.0,-1.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,5.0990195135927845,Jay Beagle,"(5.0ft, 10.0ft)",Alex Ovechkin
15680,2014021154_196,2014021154,196,15.0,8.0,Goal,Wrist Shot,-63.0,-14.0,2,REGULAR,848,352,2015-04-03 01:03:39,2,1,"Alex Ovechkin (51) Wrist Shot, assists: John Carlson (38), Braden Holtby (2)",63.0,14.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,29.5296461204668,John Carlson,"(25.0ft, 30.0ft)",Alex Ovechkin
15681,2014021154_294,2014021154,294,15.0,8.0,Goal,Wrist Shot,78.0,17.0,3,REGULAR,666,534,2015-04-03 01:58:37,3,3,"Alex Ovechkin (52) Wrist Shot, assists: John Carlson (39), Nicklas Backstrom (56)",78.0,17.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,20.248456731316587,John Carlson,"(20.0ft, 25.0ft)",Alex Ovechkin
16430,2015021092_77,2015021092,77,15.0,9.0,Goal,Snap Shot,-77.0,-8.0,1,REGULAR,742,458,2016-03-23 00:02:59,2,0,"Alex Ovechkin (43) Snap Shot, assists: Marcus Johansson (24), Nicklas Backstrom (46)",77.0,8.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,14.422205101855956,Marcus Johansson,"(10.0ft, 15.0ft)",Alex Ovechkin
16723,2014030142_215,2014030142,215,15.0,2.0,Goal,Wrist Shot,76.0,10.0,2,REGULAR,969,231,2015-04-18 00:33:03,3,2,"Alex Ovechkin (1) Wrist Shot, assists: Matt Niskanen (1), Nicklas Backstrom (2)",76.0,10.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,16.401219466856727,Matt Niskanen,"(15.0ft, 20.0ft)",Alex Ovechkin
16782,2013020397_316,2013020397,316,15.0,2.0,Goal,Snap Shot,78.0,1.0,4,OVERTIME,127,173,2013-12-01 02:26:38,3,2,"Alex Ovechkin (21) Snap Shot, assists: Mikhail Grabovski (14), Nate Schmidt (4)",78.0,1.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,11.045361017187261,Mikhail Grabovski,"(10.0ft, 15.0ft)",Alex Ovechkin
16863,2016020518_214,2016020518,214,15.0,2.0,Goal,Backhand,-79.0,2.0,3,REGULAR,77,1123,2016-12-28 02:00:49,2,2,"Alex Ovechkin (16) Backhand, assists: Justin Williams (5), Evgeny Kuznetsov (15)",79.0,-2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,10.198039027185569,Justin Williams,"(10.0ft, 15.0ft)",Alex Ovechkin
16985,2013020135_218,2013020135,218,15.0,52.0,Goal,Backhand,-82.0,-3.0,2,REGULAR,950,250,2013-10-23 01:42:47,2,2,"Alex Ovechkin (8) Backhand, assists: Marcus Johansson (7)",82.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,7.615773105863909,Marcus Johansson,"(5.0ft, 10.0ft)",Alex Ovechkin
16986,2013020135_231,2013020135,231,15.0,52.0,Goal,Wrist Shot,-61.0,-24.0,2,REGULAR,1082,118,2013-10-23 01:47:27,3,2,"Alex Ovechkin (9) Wrist Shot, assists: Marcus Johansson (8)",61.0,24.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20132014,36.87817782917155,Marcus Johansson,"(35.0ft, 40.0ft)",Alex Ovechkin
18301,2014020739_58,2014020739,58,15.0,19.0,Goal,Slap Shot,-61.0,-14.0,1,REGULAR,590,610,2015-02-01 18:27:43,1,1,"Alex Ovechkin (30) Slap Shot, assists: Mike Green (25), Nicklas Backstrom (36)",61.0,14.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,31.304951684997057,Mike Green,"(30.0ft, 35.0ft)",Alex Ovechkin
18302,2014020739_185,2014020739,185,15.0,19.0,Goal,Snap Shot,62.0,8.0,2,REGULAR,870,330,2015-02-01 19:29:50,2,2,"Alex Ovechkin (31) Snap Shot, assists: Nicklas Backstrom (37)",62.0,8.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20142015,28.160255680657446,Nicklas Backstrom,"(25.0ft, 30.0ft)",Alex Ovechkin
18603,2017020644_247,2017020644,247,15.0,19.0,Goal,Slap Shot,-61.0,-25.0,3,REGULAR,480,720,2018-01-07 22:10:56,2,2,"Alex Ovechkin (27) Slap Shot, assists: John Carlson (29), Nicklas Backstrom (26)",61.0,25.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20172018,37.53664875824692,John Carlson,"(35.0ft, 40.0ft)",Alex Ovechkin
18854,2015020801_287,2015020801,287,15.0,18.0,Goal,Wrist Shot,-75.0,1.0,3,REGULAR,1140,60,2016-02-10 03:43:48,5,3,"Alex Ovechkin (31) Wrist Shot, assists: Nicklas Backstrom (32), Marcus Johansson (19)",75.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,14.035668847618199,Nicklas Backstrom,"(10.0ft, 15.0ft)",Alex Ovechkin
18866,2015020298_32,2015020298,32,15.0,21.0,Goal,Snap Shot,-66.0,14.0,1,REGULAR,435,765,2015-11-22 00:18:01,0,2,"Alex Ovechkin (10) Snap Shot, assists: Nicklas Backstrom (9), Taylor Chorney (2)",66.0,-14.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,26.92582403567252,Nicklas Backstrom,"(25.0ft, 30.0ft)",Alex Ovechkin
18876,2016020056_220,2016020056,220,15.0,13.0,Goal,Tip-In,66.0,3.0,3,REGULAR,453,747,2016-10-21 01:40:39,3,2,"Alex Ovechkin (2) Tip-In, assists: Matt Niskanen (3), Karl Alzner (2)",66.0,3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,23.194827009486403,Matt Niskanen,"(20.0ft, 25.0ft)",Alex Ovechkin
19000,2015020552_231,2015020552,231,15.0,7.0,Goal,Backhand,-86.0,-7.0,3,REGULAR,84,1116,2015-12-31 02:04:13,2,2,"Alex Ovechkin (19) Backhand, assists: Evgeny Kuznetsov (21), T.J. Oshie (11)",86.0,7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,7.615773105863909,Evgeny Kuznetsov,"(5.0ft, 10.0ft)",Alex Ovechkin
19001,2015020552_325,2015020552,325,15.0,7.0,Goal,Wrist Shot,-79.0,1.0,3,REGULAR,1127,73,2015-12-31 02:42:45,2,5,"Alex Ovechkin (20) Wrist Shot, assists: none",79.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,10.04987562112089,None,"(10.0ft, 15.0ft)",Alex Ovechkin
19007,2015021041_287,2015021041,287,15.0,12.0,Goal,Wrist Shot,71.0,-9.0,4,OVERTIME,98,202,2016-03-16 01:27:18,1,2,"Alex Ovechkin (42) Wrist Shot, assists: Evgeny Kuznetsov (50)",71.0,-9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,20.12461179749811,Evgeny Kuznetsov,"(20.0ft, 25.0ft)",Alex Ovechkin
19022,2015020858_120,2015020858,120,15.0,2.0,Goal,Wrist Shot,-77.0,12.0,2,REGULAR,85,1115,2016-02-19 01:05:57,1,1,"Alex Ovechkin (36) Wrist Shot, assists: Evgeny Kuznetsov (42), Justin Williams (22)",-77.0,12.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,166.43316977093238,Evgeny Kuznetsov,"(165.0ft, 170.0ft)",Alex Ovechkin
19023,2015020858_130,2015020858,130,15.0,2.0,Goal,Snap Shot,-59.0,-15.0,2,REGULAR,172,1028,2016-02-19 01:09:43,2,1,"Alex Ovechkin (37) Snap Shot, assists: Nicklas Backstrom (37), T.J. Oshie (18)",-59.0,-15.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20152016,148.75819305167698,Nicklas Backstrom,"(145.0ft, 150.0ft)",Alex Ovechkin
19043,2016020423_67,2016020423,67,15.0,23.0,Goal,Wrist Shot,-70.0,-23.0,1,REGULAR,826,374,2016-12-11 22:31:41,0,1,"Alex Ovechkin (13) Wrist Shot, assists: John Carlson (11), Nicklas Backstrom (17)",70.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,29.832867780352597,John Carlson,"(25.0ft, 30.0ft)",Alex Ovechkin
19062,2016020566_334,2016020566,334,15.0,10.0,Goal,Snap Shot,79.0,13.0,4,OVERTIME,22,278,2017-01-04 02:45:21,5,6,"Alex Ovechkin (18) Snap Shot, assists: John Carlson (16), Evgeny Kuznetsov (19)",79.0,13.0,left,8471214,Alex,Ovechkin,LW,1985-09-17,20162017,16.401219466856727,John Carlson,"(15.0ft, 20.0ft)",Alex Ovechkin
