,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
8965,2017021174_354,2017021174,354,28.0,16.0,Goal,Wrist Shot,78.0,4.0,5,SHOOTOUT,0,300,2018-03-27 03:12:49,3,3,Logan Couture - Wrist Shot,78.0,4.0,,8474053,Logan,Couture,C,1989-03-28,20172018,11.704699910719626,ogan Couture,"(10.0ft, 15.0ft)",Logan Couture
10802,2017020774_350,2017020774,350,28.0,17.0,Goal,Wrist Shot,73.0,3.0,5,SHOOTOUT,0,300,2018-02-01 03:49:28,1,1,Logan Couture - Wrist Shot,73.0,3.0,,8474053,Logan,Couture,C,1989-03-28,20172018,16.278820596099706,ogan Couture,"(15.0ft, 20.0ft)",Logan Couture
11050,2012020601_247,2012020601,247,28.0,17.0,Goal,Deflected,83.0,-8.0,3,REGULAR,240,960,2013-04-12 01:39:38,2,2,"Logan Couture (16) Deflected, assists: Joe Thornton (29), Dan Boyle (12)",83.0,-8.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,10.0,Joe Thornton,"(10.0ft, 15.0ft)",Logan Couture
11051,2012020601_347,2012020601,347,28.0,17.0,Goal,Backhand,80.0,-1.0,5,SHOOTOUT,0,300,2013-04-12 02:21:11,2,2,Logan Couture - Backhand,80.0,-1.0,,8474053,Logan,Couture,C,1989-03-28,20122013,9.055385138137417,ogan Couture,"(5.0ft, 10.0ft)",Logan Couture
11791,2016021062_104,2016021062,104,28.0,24.0,Goal,Snap Shot,69.0,-2.0,1,REGULAR,1153,47,2017-03-19 03:13:37,1,1,"Logan Couture (25) Snap Shot, assists: Joe Thornton (42), Patrick Marleau (18)",69.0,-2.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,20.09975124224178,Joe Thornton,"(20.0ft, 25.0ft)",Logan Couture
11965,2012020087_292,2012020087,292,28.0,24.0,Goal,Wrist Shot,50.0,-25.0,3,REGULAR,1035,165,2013-01-30 05:51:23,2,2,"Logan Couture (4) Wrist Shot, assists: Scott Gomez (1), Ryane Clowe (4)",50.0,-25.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,46.32493928760188,Scott Gomez,"(45.0ft, 50.0ft)",Logan Couture
11967,2012020283_9,2012020283,9,28.0,21.0,Goal,Slap Shot,65.0,-1.0,1,REGULAR,25,1175,2013-02-27 03:39:12,0,1,"Logan Couture (7) Slap Shot, assists: Joe Thornton (15), Martin Havlat (3)",65.0,-1.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,24.020824298928627,Joe Thornton,"(20.0ft, 25.0ft)",Logan Couture
11975,2012020100_125,2012020100,125,28.0,22.0,Goal,Wrist Shot,-49.0,-4.0,2,REGULAR,452,748,2013-02-01 04:39:53,0,1,"Logan Couture (5) Wrist Shot, assists: none",49.0,4.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,40.19950248448356,None,"(40.0ft, 45.0ft)",Logan Couture
12342,2016020623_41,2016020623,41,28.0,20.0,Goal,Tip-In,61.0,1.0,1,REGULAR,580,620,2017-01-12 03:00:45,1,0,"Logan Couture (14) Tip-In, assists: Brent Burns (27), Joe Pavelski (24)",61.0,1.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,28.0178514522438,Brent Burns,"(25.0ft, 30.0ft)",Logan Couture
13058,2016020394_159,2016020394,159,28.0,9.0,Goal,Wrist Shot,-55.0,1.0,2,REGULAR,499,701,2016-12-08 04:46:02,2,1,"Logan Couture (10) Wrist Shot, assists: Joe Pavelski (16), Joe Thornton (14)",55.0,-1.0,right,8474053,Logan,Couture,C,1989-03-28,20162017,34.0147027033899,Joe Pavelski,"(30.0ft, 35.0ft)",Logan Couture
13924,2017030182_91,2017030182,91,28.0,24.0,Goal,Backhand,-78.0,1.0,1,REGULAR,881,319,2018-04-15 03:13:37,2,1,"Logan Couture (1) Backhand, assists: Kevin Labanc (1), Joe Pavelski (3)",78.0,-1.0,right,8474053,Logan,Couture,C,1989-03-28,20172018,11.045361017187261,Kevin Labanc,"(10.0ft, 15.0ft)",Logan Couture
14106,2013021193_186,2013021193,186,28.0,24.0,Goal,Wrist Shot,82.0,-27.0,2,REGULAR,443,757,2014-04-10 03:56:27,2,2,"Logan Couture (22) Wrist Shot, assists: none",82.0,-27.0,left,8474053,Logan,Couture,C,1989-03-28,20132014,27.892651361962706,None,"(25.0ft, 30.0ft)",Logan Couture
14601,2016020783_244,2016020783,244,28.0,53.0,Goal,Wrist Shot,58.0,0.0,3,REGULAR,138,1062,2017-02-05 05:39:24,1,2,"Logan Couture (18) Wrist Shot, assists: Patrick Marleau (11), Mikkel Boedker (12)",58.0,0.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,31.0,Patrick Marleau,"(30.0ft, 35.0ft)",Logan Couture
14602,2016020783_364,2016020783,364,28.0,53.0,Goal,Backhand,80.0,-5.0,5,SHOOTOUT,0,300,2017-02-05 06:25:30,2,2,Logan Couture - Backhand,80.0,-5.0,,8474053,Logan,Couture,C,1989-03-28,20162017,10.295630140987,ogan Couture,"(10.0ft, 15.0ft)",Logan Couture
15241,2017021194_44,2017021194,44,28.0,18.0,Goal,Wrist Shot,-58.0,-2.0,1,REGULAR,415,785,2018-03-30 00:23:17,1,1,"Logan Couture (32) Wrist Shot, assists: Brent Burns (52), Mikkel Boedker (20)",58.0,2.0,right,8474053,Logan,Couture,C,1989-03-28,20172018,31.064449134018133,Brent Burns,"(30.0ft, 35.0ft)",Logan Couture
16290,2015020681_228,2015020681,228,28.0,9.0,Goal,Wrist Shot,68.0,-1.0,3,REGULAR,167,1033,2016-01-19 05:32:00,2,2,"Logan Couture (2) Wrist Shot, assists: Joel Ward (15), Marc-Edouard Vlasic (17)",68.0,-1.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,21.02379604162864,Joel Ward,"(20.0ft, 25.0ft)",Logan Couture
16373,2017020124_13,2017020124,13,28.0,3.0,Goal,Slap Shot,36.0,-5.0,1,REGULAR,116,1084,2017-10-23 23:10:48,1,0,"Logan Couture (7) Slap Shot, assists: Brent Burns (5), Mikkel Boedker (3)",36.0,-5.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,53.23532661682466,Brent Burns,"(50.0ft, 55.0ft)",Logan Couture
17194,2012020653_163,2012020653,163,28.0,30.0,Goal,Snap Shot,-78.0,-1.0,2,REGULAR,329,871,2013-04-19 03:40:25,0,2,"Logan Couture (18) Snap Shot, assists: Patrick Marleau (13), Joe Thornton (32)",78.0,1.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,11.045361017187261,Patrick Marleau,"(10.0ft, 15.0ft)",Logan Couture
17195,2012020653_313,2012020653,313,28.0,30.0,Goal,Slap Shot,65.0,8.0,3,REGULAR,555,645,2013-04-19 04:46:06,1,6,"Logan Couture (19) Slap Shot, assists: Martin Havlat (9)",65.0,8.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,25.298221281347036,Martin Havlat,"(25.0ft, 30.0ft)",Logan Couture
18516,2014020601_96,2014020601,96,28.0,19.0,Goal,Wrist Shot,-76.0,-21.0,1,REGULAR,1107,93,2015-01-09 01:42:14,1,2,"Logan Couture (15) Wrist Shot, assists: Brenden Dillon (6)",76.0,21.0,right,8474053,Logan,Couture,C,1989-03-28,20142015,24.698178070456937,Brenden Dillon,"(20.0ft, 25.0ft)",Logan Couture
18824,2013020187_215,2013020187,215,28.0,26.0,Goal,Wrist Shot,-70.0,0.0,2,REGULAR,1084,116,2013-10-31 04:07:28,3,2,"Logan Couture (7) Wrist Shot, assists: Patrick Marleau (7), Jason Demers (7)",70.0,0.0,right,8474053,Logan,Couture,C,1989-03-28,20132014,19.0,Patrick Marleau,"(15.0ft, 20.0ft)",Logan Couture
18883,2012020720_124,2012020720,124,28.0,26.0,Goal,Wrist Shot,-75.0,-11.0,2,REGULAR,97,1103,2013-04-28 03:33:04,1,1,"Logan Couture (21) Wrist Shot, assists: TJ Galiardi (9), Brent Burns (10)",75.0,11.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,17.804493814764857,TJ Galiardi,"(15.0ft, 20.0ft)",Logan Couture
19409,2012020401_184,2012020401,184,28.0,26.0,Goal,Slap Shot,-36.0,4.0,2,REGULAR,514,686,2013-03-15 03:51:45,0,3,"Logan Couture (11) Slap Shot, assists: Joe Thornton (21), Dan Boyle (8)",36.0,-4.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,53.150729063673246,Joe Thornton,"(50.0ft, 55.0ft)",Logan Couture
19410,2012020401_261,2012020401,261,28.0,26.0,Goal,Wrist Shot,75.0,9.0,3,REGULAR,27,1173,2013-03-15 04:34:02,1,4,"Logan Couture (12) Wrist Shot, assists: Brent Burns (1)",75.0,9.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,16.64331697709324,Brent Burns,"(15.0ft, 20.0ft)",Logan Couture
19432,2014020696_77,2014020696,77,28.0,26.0,Goal,Wrist Shot,78.0,5.0,1,REGULAR,644,556,2015-01-22 04:05:30,0,1,"Logan Couture (17) Wrist Shot, assists: Matt Irwin (4), Antti Niemi (2)",78.0,5.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,12.083045973594572,Matt Irwin,"(10.0ft, 15.0ft)",Logan Couture
19433,2014020696_365,2014020696,365,28.0,26.0,Goal,,59.0,-12.0,3,REGULAR,1197,3,2015-01-22 06:19:05,2,4,"Logan Couture (18) , assists: none",59.0,-12.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,32.31098884280703,None,"(30.0ft, 35.0ft)",Logan Couture
19489,2016020344_117,2016020344,117,28.0,26.0,Goal,Wrist Shot,83.0,-7.0,1,REGULAR,1145,55,2016-12-01 04:23:26,2,0,"Logan Couture (8) Wrist Shot, assists: Joonas Donskoi (6), Joel Ward (5)",83.0,-7.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,9.219544457292887,Joonas Donskoi,"(5.0ft, 10.0ft)",Logan Couture
19619,2012020358_80,2012020358,80,28.0,19.0,Goal,Wrist Shot,80.0,-3.0,1,REGULAR,919,281,2013-03-09 21:33:04,1,1,"Logan Couture (9) Wrist Shot, assists: Tommy Wingels (5), Matt Irwin (2)",80.0,-3.0,left,8474053,Logan,Couture,C,1989-03-28,20122013,9.486832980505138,Tommy Wingels,"(5.0ft, 10.0ft)",Logan Couture
20187,2015020892_73,2015020892,73,28.0,19.0,Goal,Tip-In,-82.0,1.0,1,REGULAR,779,421,2016-02-23 01:36:07,3,0,"Logan Couture (7) Tip-In, assists: Joe Thornton (41), Brent Burns (31)",82.0,-1.0,right,8474053,Logan,Couture,C,1989-03-28,20152016,7.0710678118654755,Joe Thornton,"(5.0ft, 10.0ft)",Logan Couture
20188,2015020892_167,2015020892,167,28.0,19.0,Goal,Wrist Shot,79.0,6.0,2,REGULAR,705,495,2016-02-23 02:30:08,4,2,"Logan Couture (8) Wrist Shot, assists: Melker Karlsson (6), Marc-Edouard Vlasic (27)",79.0,6.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,11.661903789690601,Melker Karlsson,"(10.0ft, 15.0ft)",Logan Couture
20872,2016020571_186,2016020571,186,28.0,26.0,Goal,Wrist Shot,-66.0,-20.0,2,REGULAR,716,484,2017-01-04 04:24:35,0,1,"Logan Couture (12) Wrist Shot, assists: Kevin Labanc (4), Paul Martin (10)",66.0,20.0,right,8474053,Logan,Couture,C,1989-03-28,20162017,30.479501308256342,Kevin Labanc,"(30.0ft, 35.0ft)",Logan Couture
21461,2015020724_303,2015020724,303,28.0,26.0,Goal,Snap Shot,65.0,18.0,3,REGULAR,702,498,2016-01-25 05:23:22,1,2,"Logan Couture (3) Snap Shot, assists: Joonas Donskoi (14), Melker Karlsson (4)",65.0,18.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,30.0,Joonas Donskoi,"(30.0ft, 35.0ft)",Logan Couture
21648,2013020607_185,2013020607,185,28.0,24.0,Goal,Snap Shot,81.0,2.0,2,REGULAR,755,445,2014-01-01 02:30:10,2,2,"Logan Couture (12) Snap Shot, assists: Patrick Marleau (20), Marc-Edouard Vlasic (11)",81.0,2.0,left,8474053,Logan,Couture,C,1989-03-28,20132014,8.246211251235321,Patrick Marleau,"(5.0ft, 10.0ft)",Logan Couture
21756,2014020196_210,2014020196,210,28.0,23.0,Goal,Deflected,-82.0,0.0,2,REGULAR,643,557,2014-11-07 04:56:40,1,2,"Logan Couture (7) Deflected, assists: Joe Pavelski (7), Patrick Marleau (9)",82.0,0.0,right,8474053,Logan,Couture,C,1989-03-28,20142015,7.0,Joe Pavelski,"(5.0ft, 10.0ft)",Logan Couture
21810,2017020937_166,2017020937,166,28.0,18.0,Goal,Backhand,93.0,-28.0,2,REGULAR,517,683,2018-02-23 02:21:28,1,2,"Logan Couture (25) Backhand, assists: Kevin Labanc (25), Justin Braun (24)",93.0,-28.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,28.284271247461902,Kevin Labanc,"(25.0ft, 30.0ft)",Logan Couture
22058,2014021108_189,2014021108,189,28.0,17.0,Goal,Wrist Shot,69.0,-26.0,3,REGULAR,31,1169,2015-03-27 01:25:06,4,2,"Logan Couture (24) Wrist Shot, assists: Patrick Marleau (35)",69.0,-26.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,32.802438933713454,Patrick Marleau,"(30.0ft, 35.0ft)",Logan Couture
22178,2012020127_94,2012020127,94,28.0,24.0,Goal,Backhand,-79.0,4.0,1,REGULAR,1088,112,2013-02-05 03:38:32,1,0,"Logan Couture (6) Backhand, assists: Andrew Desjardins (1), Tommy Wingels (2)",79.0,-4.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,10.770329614269007,Andrew Desjardins,"(10.0ft, 15.0ft)",Logan Couture
22341,2014020355_76,2014020355,76,28.0,24.0,Goal,Wrist Shot,74.0,0.0,1,REGULAR,545,655,2014-11-30 03:53:44,0,1,"Logan Couture (9) Wrist Shot, assists: Tommy Wingels (6), Patrick Marleau (13)",74.0,0.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,15.0,Tommy Wingels,"(15.0ft, 20.0ft)",Logan Couture
22342,2014020355_97,2014020355,97,28.0,24.0,Goal,Wrist Shot,68.0,0.0,1,REGULAR,815,385,2014-11-30 04:03:13,1,2,"Logan Couture (10) Wrist Shot, assists: none",68.0,0.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,21.0,None,"(20.0ft, 25.0ft)",Logan Couture
22464,2016020321_55,2016020321,55,28.0,24.0,Goal,Wrist Shot,49.0,-23.0,1,REGULAR,520,680,2016-11-27 03:54:18,0,1,"Logan Couture (7) Wrist Shot, assists: Patrick Marleau (2), Joe Pavelski (13)",49.0,-23.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,46.14108798023731,Patrick Marleau,"(45.0ft, 50.0ft)",Logan Couture
23327,2015030416_181,2015030416,181,28.0,5.0,Goal,Wrist Shot,-69.0,-3.0,2,REGULAR,387,813,2016-06-13 01:26:58,1,1,"Logan Couture (10) Wrist Shot, assists: Melker Karlsson (3), Brent Burns (17)",69.0,3.0,right,8474053,Logan,Couture,C,1989-03-28,20152016,20.223748416156685,Melker Karlsson,"(20.0ft, 25.0ft)",Logan Couture
23777,2017020764_237,2017020764,237,28.0,5.0,Goal,Wrist Shot,82.0,-10.0,2,REGULAR,1115,85,2018-01-31 01:42:58,2,1,"Logan Couture (21) Wrist Shot, assists: Tomas Hertl (16), Joe Pavelski (25)",82.0,-10.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,12.206555615733702,Tomas Hertl,"(10.0ft, 15.0ft)",Logan Couture
24205,2013020225_429,2013020225,429,28.0,7.0,Goal,Snap Shot,68.0,2.0,5,SHOOTOUT,0,300,2013-11-06 06:22:05,4,4,Logan Couture - Snap Shot,68.0,2.0,,8474053,Logan,Couture,C,1989-03-28,20132014,21.095023109728988,ogan Couture,"(20.0ft, 25.0ft)",Logan Couture
24394,2016020790_92,2016020790,92,28.0,7.0,Goal,Backhand,-84.0,5.0,1,REGULAR,1033,167,2017-02-08 00:42:31,2,1,"Logan Couture (19) Backhand, assists: Mikkel Boedker (13), Marc-Edouard Vlasic (15)",84.0,-5.0,right,8474053,Logan,Couture,C,1989-03-28,20162017,7.0710678118654755,Mikkel Boedker,"(5.0ft, 10.0ft)",Logan Couture
24666,2014020050_376,2014020050,376,28.0,2.0,Goal,Wrist Shot,76.0,1.0,5,SHOOTOUT,0,300,2014-10-17 01:51:36,3,3,Logan Couture - Wrist Shot,76.0,1.0,,8474053,Logan,Couture,C,1989-03-28,20142015,13.038404810405298,ogan Couture,"(10.0ft, 15.0ft)",Logan Couture
24672,2014020152_316,2014020152,316,28.0,2.0,Goal,Deflected,84.0,-6.0,3,REGULAR,710,490,2014-11-02 05:54:31,1,2,"Logan Couture (6) Deflected, assists: Justin Braun (5), Marc-Edouard Vlasic (2)",84.0,-6.0,left,8474053,Logan,Couture,C,1989-03-28,20142015,7.810249675906654,Justin Braun,"(5.0ft, 10.0ft)",Logan Couture
24716,2013020469_395,2013020469,395,28.0,2.0,Goal,Snap Shot,77.0,1.0,5,SHOOTOUT,0,300,2013-12-11 06:14:13,2,2,Logan Couture - Snap Shot,77.0,1.0,,8474053,Logan,Couture,C,1989-03-28,20132014,12.041594578792296,ogan Couture,"(10.0ft, 15.0ft)",Logan Couture
25661,2017020115_128,2017020115,128,28.0,2.0,Goal,Tip-In,66.0,-5.0,2,REGULAR,386,814,2017-10-22 00:14:30,1,0,"Logan Couture (4) Tip-In, assists: Brent Burns (3), Joe Thornton (4)",66.0,-5.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,23.53720459187964,Brent Burns,"(20.0ft, 25.0ft)",Logan Couture
25662,2017020115_167,2017020115,167,28.0,2.0,Goal,Wrist Shot,50.0,14.0,2,REGULAR,764,436,2017-10-22 00:28:57,2,2,"Logan Couture (5) Wrist Shot, assists: Jannik Hansen (1), Brenden Dillon (3)",50.0,14.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,41.43669871020132,Jannik Hansen,"(40.0ft, 45.0ft)",Logan Couture
25663,2017020115_280,2017020115,280,28.0,2.0,Goal,Tip-In,-81.0,0.0,3,REGULAR,1088,112,2017-10-22 01:32:47,3,4,"Logan Couture (6) Tip-In, assists: Kevin Labanc (3), Brent Burns (4)",81.0,0.0,right,8474053,Logan,Couture,C,1989-03-28,20172018,8.0,Kevin Labanc,"(5.0ft, 10.0ft)",Logan Couture
26116,2015020783_271,2015020783,271,28.0,18.0,Goal,Slap Shot,-64.0,-16.0,3,REGULAR,817,383,2016-02-07 03:30:06,2,5,"Logan Couture (4) Slap Shot, assists: Joe Thornton (33), Dylan DeMelo (2)",64.0,16.0,right,8474053,Logan,Couture,C,1989-03-28,20152016,29.68164415931166,Joe Thornton,"(25.0ft, 30.0ft)",Logan Couture
26462,2016020420_175,2016020420,175,28.0,12.0,Goal,Deflected,-73.0,-5.0,2,REGULAR,738,462,2016-12-11 04:53:32,2,3,"Logan Couture (11) Deflected, assists: Brent Burns (13), Joel Ward (7)",73.0,5.0,right,8474053,Logan,Couture,C,1989-03-28,20162017,16.76305461424021,Brent Burns,"(15.0ft, 20.0ft)",Logan Couture
27812,2014020808_213,2014020808,213,28.0,15.0,Goal,Wrap-around,-87.0,5.0,2,REGULAR,888,312,2015-02-12 05:07:06,2,3,"Logan Couture (20) Wrap-around, assists: Matt Nieto (11), Patrick Marleau (30)",87.0,-5.0,right,8474053,Logan,Couture,C,1989-03-28,20142015,5.385164807134504,Matt Nieto,"(5.0ft, 10.0ft)",Logan Couture
27860,2013020044_186,2013020044,186,28.0,3.0,Goal,Slap Shot,-84.0,1.0,2,REGULAR,579,621,2013-10-09 03:50:02,1,5,"Logan Couture (2) Slap Shot, assists: Patrick Marleau (1), Matt Irwin (2)",84.0,-1.0,right,8474053,Logan,Couture,C,1989-03-28,20132014,5.0990195135927845,Patrick Marleau,"(5.0ft, 10.0ft)",Logan Couture
28053,2017020743_168,2017020743,168,28.0,52.0,Goal,Slap Shot,-76.0,-8.0,2,REGULAR,578,622,2018-01-24 04:50:17,3,2,"Logan Couture (18) Slap Shot, assists: Joel Ward (5), Brenden Dillon (9)",76.0,8.0,right,8474053,Logan,Couture,C,1989-03-28,20172018,15.264337522473747,Joel Ward,"(15.0ft, 20.0ft)",Logan Couture
28062,2017020646_198,2017020646,198,28.0,52.0,Goal,Slap Shot,-62.0,-9.0,2,REGULAR,887,313,2018-01-07 21:32:23,1,2,"Logan Couture (16) Slap Shot, assists: Joe Pavelski (18), Brent Burns (23)",62.0,9.0,right,8474053,Logan,Couture,C,1989-03-28,20172018,28.460498941515414,Joe Pavelski,"(25.0ft, 30.0ft)",Logan Couture
28293,2015030241_362,2015030241,362,28.0,18.0,Goal,Backhand,82.0,2.0,3,REGULAR,940,260,2016-04-30 05:08:11,1,3,"Logan Couture (2) Backhand, assists: Joe Pavelski (2), Brent Burns (8)",82.0,2.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,7.280109889280518,Joe Pavelski,"(5.0ft, 10.0ft)",Logan Couture
28294,2015030241_376,2015030241,376,28.0,18.0,Goal,Wrist Shot,47.0,24.0,3,REGULAR,1111,89,2016-04-30 05:13:39,2,4,"Logan Couture (3) Wrist Shot, assists: Nick Spaling (1)",47.0,24.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,48.373546489791295,Nick Spaling,"(45.0ft, 50.0ft)",Logan Couture
28300,2015030247_152,2015030247,152,28.0,18.0,Goal,Snap Shot,-77.0,10.0,2,REGULAR,36,1164,2016-05-13 02:08:37,0,3,"Logan Couture (7) Snap Shot, assists: none",77.0,-10.0,right,8474053,Logan,Couture,C,1989-03-28,20152016,15.620499351813308,None,"(15.0ft, 20.0ft)",Logan Couture
28306,2015030326_352,2015030326,352,28.0,19.0,Goal,Wrist Shot,64.0,-35.0,3,REGULAR,1180,20,2016-05-26 03:42:42,2,5,"Logan Couture (8) Wrist Shot, assists: Marc-Edouard Vlasic (10)",64.0,-35.0,left,8474053,Logan,Couture,C,1989-03-28,20152016,43.01162633521314,Marc-Edouard Vlasic,"(40.0ft, 45.0ft)",Logan Couture
28358,2016020299_65,2016020299,65,28.0,16.0,Goal,Slap Shot,72.0,-16.0,1,REGULAR,692,508,2016-11-24 03:35:29,0,1,"Logan Couture (6) Slap Shot, assists: Joe Pavelski (12), Brent Burns (10)",72.0,-16.0,left,8474053,Logan,Couture,C,1989-03-28,20162017,23.345235059857504,Joe Pavelski,"(20.0ft, 25.0ft)",Logan Couture
28393,2017020331_112,2017020331,112,28.0,53.0,Goal,Backhand,76.0,1.0,2,REGULAR,296,904,2017-11-23 03:07:05,2,0,"Logan Couture (11) Backhand, assists: Joonas Donskoi (4), Justin Braun (6)",76.0,1.0,left,8474053,Logan,Couture,C,1989-03-28,20172018,13.038404810405298,Joonas Donskoi,"(10.0ft, 15.0ft)",Logan Couture
28405,2015020631_123,2015020631,123,28.0,20.0,Goal,Wrist Shot,-84.0,-34.0,2,REGULAR,113,1087,2016-01-12 03:12:29,3,1,"Logan Couture (1) Wrist Shot, assists: none",84.0,34.0,right,8474053,Logan,Couture,C,1989-03-28,20152016,34.36568055487916,None,"(30.0ft, 35.0ft)",Logan Couture
28698,2012030243_406,2012030243,406,28.0,26.0,Goal,Wrist Shot,-77.0,2.0,4,OVERTIME,89,1111,2013-05-19 04:05:57,1,2,"Logan Couture (4) Wrist Shot, assists: Patrick Marleau (3), Joe Thornton (7)",77.0,-2.0,right,8474053,Logan,Couture,C,1989-03-28,20122013,12.165525060596439,Patrick Marleau,"(10.0ft, 15.0ft)",Logan Couture
