,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
8122,2015020260_353,2015020260,353,16.0,20.0,Goal,Wrist Shot,-58.0,18.0,3,REGULAR,1162,38,2015-11-16 04:01:52,1,4,"Jonathan Toews (6) Wrist Shot, assists: Marian Hossa (5), Niklas Hjalmarsson (4)",58.0,-18.0,right,8473604,Jonathan,Toews,C,1988-04-29,20152016
8138,2015021048_124,2015021048,124,16.0,4.0,Goal,Deflected,87.0,-4.0,2,REGULAR,298,902,2016-03-17 01:13:04,1,2,"Jonathan Toews (25) Deflected, assists: Patrick Kane (52)",87.0,-4.0,left,8473604,Jonathan,Toews,C,1988-04-29,20152016
8153,2015020674_177,2015020674,177,16.0,8.0,Goal,Wrist Shot,87.0,-5.0,2,REGULAR,818,382,2016-01-18 01:28:08,1,2,"Jonathan Toews (18) Wrist Shot, assists: Marian Hossa (15), Patrick Kane (40)",87.0,-5.0,left,8473604,Jonathan,Toews,C,1988-04-29,20152016
8154,2015020674_197,2015020674,197,16.0,8.0,Goal,Backhand,86.0,-2.0,2,REGULAR,1119,81,2016-01-18 01:37:51,1,3,"Jonathan Toews (19) Backhand, assists: Andrew Shaw (14), Marian Hossa (16)",86.0,-2.0,left,8473604,Jonathan,Toews,C,1988-04-29,20152016
8169,2016020153_74,2016020153,74,16.0,21.0,Goal,Wrist Shot,-79.0,1.0,1,REGULAR,865,335,2016-11-04 01:04:09,0,1,"Jonathan Toews (2) Wrist Shot, assists: Duncan Keith (8)",79.0,-1.0,right,8473604,Jonathan,Toews,C,1988-04-29,20162017
8175,2015020626_160,2015020626,160,16.0,21.0,Goal,Slap Shot,57.0,15.0,2,REGULAR,871,329,2016-01-11 01:26:51,2,5,"Jonathan Toews (16) Slap Shot, assists: Andrew Shaw (11), Erik Gustafsson (6)",57.0,15.0,left,8473604,Jonathan,Toews,C,1988-04-29,20152016
8213,2016020706_279,2016020706,279,16.0,23.0,Goal,Slap Shot,-73.0,-21.0,3,REGULAR,1122,78,2017-01-23 03:02:08,2,3,"Jonathan Toews (8) Slap Shot, assists: Richard Panik (9), Niklas Hjalmarsson (7)",73.0,21.0,right,8473604,Jonathan,Toews,C,1988-04-29,20162017
8223,2016020128_36,2016020128,36,16.0,26.0,Goal,Wrist Shot,-39.0,16.0,1,REGULAR,414,786,2016-10-30 23:27:04,0,1,"Jonathan Toews (1) Wrist Shot, assists: Brian Campbell (5), Nick Schmaltz (1)",39.0,-16.0,right,8473604,Jonathan,Toews,C,1988-04-29,20162017
8431,2014020071_299,2014020071,299,16.0,18.0,Goal,Wrist Shot,83.0,-1.0,4,OVERTIME,206,94,2014-10-19 03:08:08,1,2,"Jonathan Toews (1) Wrist Shot, assists: none",83.0,-1.0,left,8473604,Jonathan,Toews,C,1988-04-29,20142015
8451,2012020394_316,2012020394,316,16.0,29.0,Goal,Snap Shot,67.0,1.0,5,SHOOTOUT,0,300,2013-03-15 01:42:27,1,1,Jonathan Toews - Snap Shot,67.0,1.0,,8473604,Jonathan,Toews,C,1988-04-29,20122013
8501,2016021027_360,2016021027,360,16.0,8.0,Goal,Backhand,61.0,-23.0,3,REGULAR,1118,82,2017-03-15 02:11:51,4,2,"Jonathan Toews (18) Backhand, assists: Patrick Kane (45), Duncan Keith (42)",61.0,-23.0,left,8473604,Jonathan,Toews,C,1988-04-29,20162017
8511,2013030163_27,2013030163,27,16.0,19.0,Goal,Wrist Shot,-67.0,-8.0,1,REGULAR,250,950,2014-04-22 00:46:04,0,1,"Jonathan Toews (1) Wrist Shot, assists: Duncan Keith (1), Sheldon Brookbank (1)",67.0,8.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8520,2014021160_255,2014021160,255,16.0,23.0,Goal,Tip-In,-80.0,0.0,3,REGULAR,484,716,2015-04-03 02:42:58,1,2,"Jonathan Toews (26) Tip-In, assists: Marian Hossa (36), David Johnny Oduya (8)",80.0,0.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
8535,2014020177_80,2014020177,80,16.0,8.0,Goal,Tip-In,78.0,0.0,1,REGULAR,679,521,2014-11-05 01:01:33,1,0,"Jonathan Toews (5) Tip-In, assists: Duncan Keith (5), Andrew Shaw (2)",78.0,0.0,left,8473604,Jonathan,Toews,C,1988-04-29,20142015
8540,2016021067_252,2016021067,252,16.0,21.0,Goal,Tip-In,-81.0,-4.0,3,REGULAR,617,583,2017-03-20 01:10:19,3,2,"Jonathan Toews (19) Tip-In, assists: John Hayden (1), Duncan Keith (43)",81.0,4.0,right,8473604,Jonathan,Toews,C,1988-04-29,20162017
8541,2016021067_278,2016021067,278,16.0,21.0,Goal,Wrist Shot,-75.0,-3.0,3,REGULAR,799,401,2017-03-20 01:23:41,3,5,"Jonathan Toews (20) Wrist Shot, assists: Niklas Hjalmarsson (12), Trevor van Riemsdyk (8)",75.0,3.0,right,8473604,Jonathan,Toews,C,1988-04-29,20162017
8578,2012020706_71,2012020706,71,16.0,20.0,Goal,Backhand,-84.0,1.0,1,REGULAR,782,418,2013-04-27 01:00:11,0,2,"Jonathan Toews (23) Backhand, assists: Brandon Saad (17), Marian Hossa (14)",84.0,-1.0,right,8473604,Jonathan,Toews,C,1988-04-29,20122013
8591,2012020171_132,2012020171,132,16.0,18.0,Goal,Deflected,80.0,-5.0,2,REGULAR,440,760,2013-02-11 02:14:11,2,0,"Jonathan Toews (6) Deflected, assists: Duncan Keith (4), Marian Hossa (6)",80.0,-5.0,left,8473604,Jonathan,Toews,C,1988-04-29,20122013
8650,2013030166_228,2013030166,228,16.0,19.0,Goal,Wrist Shot,-74.0,7.0,3,REGULAR,44,1156,2014-04-27 21:14:49,1,2,"Jonathan Toews (3) Wrist Shot, assists: Duncan Keith (4), Brent Seabrook (4)",74.0,-7.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8673,2014030232_179,2014030232,179,16.0,30.0,Goal,Wrist Shot,79.0,-5.0,2,REGULAR,748,452,2015-05-04 02:02:15,0,1,"Jonathan Toews (4) Wrist Shot, assists: Marian Hossa (7)",79.0,-5.0,left,8473604,Jonathan,Toews,C,1988-04-29,20142015
8676,2013030323_44,2013030323,44,16.0,26.0,Goal,Wrist Shot,68.0,20.0,1,REGULAR,326,874,2014-05-25 00:31:21,1,0,"Jonathan Toews (7) Wrist Shot, assists: none",68.0,20.0,left,8473604,Jonathan,Toews,C,1988-04-29,20132014
8677,2013030323_85,2013030323,85,16.0,26.0,Goal,Wrist Shot,87.0,-7.0,1,REGULAR,799,401,2014-05-25 00:47:37,2,1,"Jonathan Toews (8) Wrist Shot, assists: Michal Rozsival (4), Marian Hossa (12)",87.0,-7.0,left,8473604,Jonathan,Toews,C,1988-04-29,20132014
8684,2013030327_47,2013030327,47,16.0,26.0,Goal,Wrist Shot,-81.0,-1.0,1,REGULAR,516,684,2014-06-02 00:24:27,0,2,"Jonathan Toews (9) Wrist Shot, assists: Patrick Kane (12), Brent Seabrook (12)",81.0,1.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8692,2014020903_50,2014020903,50,16.0,13.0,Goal,Wrist Shot,-82.0,8.0,1,REGULAR,565,635,2015-02-25 01:51:57,0,1,"Jonathan Toews (18) Wrist Shot, assists: Marian Hossa (27), Brent Seabrook (21)",82.0,-8.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
8723,2014030161_175,2014030161,175,16.0,18.0,Goal,Wrist Shot,87.0,-4.0,2,REGULAR,830,370,2015-04-16 02:00:35,3,3,"Jonathan Toews (1) Wrist Shot, assists: Patrick Kane (2), Duncan Keith (1)",87.0,-4.0,left,8473604,Jonathan,Toews,C,1988-04-29,20142015
8739,2014030166_86,2014030166,86,16.0,18.0,Goal,Tip-In,-80.0,-2.0,1,REGULAR,734,466,2015-04-26 00:47:44,3,2,"Jonathan Toews (3) Tip-In, assists: Patrick Sharp (2), Patrick Kane (5)",80.0,2.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
8750,2013021052_190,2013021052,190,16.0,12.0,Goal,Wrist Shot,-72.0,0.0,3,REGULAR,209,991,2014-03-22 02:02:43,2,3,"Jonathan Toews (28) Wrist Shot, assists: none",72.0,0.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8756,2013020227_80,2013020227,80,16.0,52.0,Goal,Backhand,-82.0,-3.0,1,REGULAR,1049,151,2013-11-07 01:40:31,0,1,"Jonathan Toews (8) Backhand, assists: Patrick Sharp (7), Duncan Keith (11)",82.0,3.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8778,2014021162_287,2014021162,287,16.0,7.0,Goal,Wrist Shot,-82.0,0.0,3,REGULAR,1097,103,2015-04-04 01:34:35,3,3,"Jonathan Toews (27) Wrist Shot, assists: Andrew Shaw (11)",82.0,0.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
8779,2014021162_290,2014021162,290,16.0,7.0,Goal,Wrist Shot,-71.0,3.0,3,REGULAR,1144,56,2015-04-04 01:36:01,4,3,"Jonathan Toews (28) Wrist Shot, assists: Brandon Saad (29), Marian Hossa (37)",71.0,-3.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
8844,2013020306_214,2013020306,214,16.0,28.0,Goal,Wrist Shot,-81.0,0.0,3,REGULAR,219,981,2013-11-18 01:58:17,1,3,"Jonathan Toews (10) Wrist Shot, assists: Ben Smith (4), Patrick Sharp (13)",81.0,0.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8869,2013020471_191,2013020471,191,16.0,4.0,Goal,Deflected,82.0,2.0,2,REGULAR,855,345,2013-12-12 02:38:58,2,5,"Jonathan Toews (13) Deflected, assists: Patrick Sharp (17), Marian Hossa (13)",82.0,2.0,left,8473604,Jonathan,Toews,C,1988-04-29,20132014
8879,2013020572_82,2013020572,82,16.0,21.0,Goal,Wrist Shot,-77.0,5.0,1,REGULAR,1083,117,2013-12-28 01:37:38,0,2,"Jonathan Toews (14) Wrist Shot, assists: Marian Hossa (19), Niklas Hjalmarsson (13)",77.0,-5.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8880,2013020572_151,2013020572,151,16.0,21.0,Goal,Wrist Shot,80.0,5.0,2,REGULAR,501,699,2013-12-28 02:18:33,0,5,"Jonathan Toews (15) Wrist Shot, assists: Patrick Sharp (19)",80.0,5.0,left,8473604,Jonathan,Toews,C,1988-04-29,20132014
8887,2013020133_135,2013020133,135,16.0,13.0,Goal,Tip-In,-76.0,7.0,2,REGULAR,318,882,2013-10-23 00:37:16,1,0,"Jonathan Toews (3) Tip-In, assists: Duncan Keith (5), Patrick Kane (2)",76.0,-7.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8888,2013020133_342,2013020133,342,16.0,13.0,Goal,Snap Shot,76.0,1.0,5,SHOOTOUT,0,300,2013-10-23 02:22:48,2,2,Jonathan Toews - Snap Shot,76.0,1.0,,8473604,Jonathan,Toews,C,1988-04-29,20132014
8904,2013020910_328,2013020910,328,16.0,5.0,Goal,Wrist Shot,-79.0,-5.0,3,REGULAR,1072,128,2014-03-02 04:05:09,1,5,"Jonathan Toews (21) Wrist Shot, assists: Patrick Sharp (31)",79.0,5.0,right,8473604,Jonathan,Toews,C,1988-04-29,20132014
8923,2012020213_57,2012020213,57,16.0,26.0,Goal,Tip-In,-80.0,-1.0,1,REGULAR,632,568,2013-02-17 20:52:42,0,2,"Jonathan Toews (7) Tip-In, assists: Duncan Keith (8), Brent Seabrook (6)",80.0,1.0,right,8473604,Jonathan,Toews,C,1988-04-29,20122013
8939,2014021135_313,2014021135,313,16.0,52.0,Goal,Deflected,65.0,-6.0,3,REGULAR,1169,31,2015-03-30 02:02:58,4,3,"Jonathan Toews (25) Deflected, assists: Niklas Hjalmarsson (15), Marian Hossa (34)",65.0,-6.0,left,8473604,Jonathan,Toews,C,1988-04-29,20142015
9008,2017020655_186,2017020655,186,16.0,9.0,Goal,Wrist Shot,78.0,-2.0,2,REGULAR,593,607,2018-01-10 01:52:38,4,0,"Jonathan Toews (13) Wrist Shot, assists: Jordan Oesterle (7), Duncan Keith (21)",78.0,-2.0,left,8473604,Jonathan,Toews,C,1988-04-29,20172018
9009,2017020655_275,2017020655,275,16.0,9.0,Goal,Snap Shot,-75.0,-12.0,3,REGULAR,204,996,2018-01-10 02:41:28,7,2,"Jonathan Toews (14) Snap Shot, assists: Vinnie Hinostroza (6)",75.0,12.0,right,8473604,Jonathan,Toews,C,1988-04-29,20172018
9036,2017020615_342,2017020615,342,16.0,3.0,Goal,Wrist Shot,52.0,9.0,3,REGULAR,1146,54,2018-01-04 03:37:41,4,2,"Jonathan Toews (11) Wrist Shot, assists: Brandon Saad (8), Tommy Wingels (5)",52.0,9.0,left,8473604,Jonathan,Toews,C,1988-04-29,20172018
9073,2017020632_222,2017020632,222,16.0,54.0,Goal,Snap Shot,-74.0,-10.0,3,REGULAR,30,1170,2018-01-06 03:28:20,3,4,"Jonathan Toews (12) Snap Shot, assists: Vinnie Hinostroza (4), Duncan Keith (20)",74.0,10.0,right,8473604,Jonathan,Toews,C,1988-04-29,20172018
9137,2014020263_304,2014020263,304,16.0,25.0,Goal,Wrap-around,-86.0,3.0,3,REGULAR,754,446,2014-11-17 02:29:27,2,4,"Jonathan Toews (7) Wrap-around, assists: Marian Hossa (7)",86.0,-3.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
9162,2014020495_291,2014020495,291,16.0,10.0,Goal,Wrist Shot,-73.0,17.0,3,REGULAR,682,518,2014-12-22 02:20:54,0,4,"Jonathan Toews (13) Wrist Shot, assists: Brent Seabrook (14), Duncan Keith (13)",73.0,-17.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
9177,2014030324_279,2014030324,279,16.0,24.0,Goal,Wrist Shot,-78.0,9.0,3,REGULAR,158,1042,2015-05-24 02:20:38,1,2,"Jonathan Toews (5) Wrist Shot, assists: Marian Hossa (8), Brandon Saad (1)",78.0,-9.0,right,8473604,Jonathan,Toews,C,1988-04-29,20142015
9186,2013020045_146,2013020045,146,16.0,19.0,Goal,Wrist Shot,83.0,4.0,2,REGULAR,556,644,2013-10-10 01:22:48,2,2,"Jonathan Toews (1) Wrist Shot, assists: Patrick Kane (1), Patrick Sharp (2)",83.0,4.0,left,8473604,Jonathan,Toews,C,1988-04-29,20132014
