,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
2940,2016020290_186,2016020290,186,5.0,3.0,Goal,Deflected,-59.0,8.0,2,REGULAR,777,423,2016-11-24 01:26:42,4,1,"Sidney Crosby (14) Deflected, assists: Kris Letang (10)",59.0,-8.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,31.04834939252005,Kris Letang,"(30.0ft, 40.0ft)",Sidney Crosby
3161,2016021150_179,2016021150,179,5.0,3.0,Goal,Snap Shot,-94.0,-16.0,2,REGULAR,646,554,2017-04-01 00:25:18,2,0,"Sidney Crosby (43) Snap Shot, assists: Conor Sheary (30), Ron Hainsey (12)",94.0,16.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,16.76305461424021,Conor Sheary,"(10.0ft, 20.0ft)",Sidney Crosby
3162,2016021150_365,2016021150,365,5.0,3.0,Goal,Backhand,79.0,0.0,5,SHOOTOUT,0,300,2017-04-01 01:52:14,3,3,Sidney Crosby - Backhand,79.0,0.0,,8471675,Sidney,Crosby,C,1987-08-07,20162017,10.0,idney Crosby,"(10.0ft, 20.0ft)",Sidney Crosby
3843,2014020312_22,2014020312,22,5.0,6.0,Goal,Backhand,-76.0,5.0,1,REGULAR,213,987,2014-11-25 00:14:40,1,0,"Sidney Crosby (9) Backhand, assists: Patric Hornqvist (14), Craig Adams (1)",76.0,-5.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,13.92838827718412,Patric Hornqvist,"(10.0ft, 20.0ft)",Sidney Crosby
3967,2015020389_217,2015020389,217,5.0,26.0,Goal,Tip-In,82.0,-6.0,3,REGULAR,159,1041,2015-12-05 23:04:18,3,4,"Sidney Crosby (6) Tip-In, assists: Brian Dumoulin (5), Chris Kunitz (4)",82.0,-6.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,9.219544457292887,Brian Dumoulin,"(0.0ft, 10.0ft)",Sidney Crosby
4107,2013020756_147,2013020756,147,5.0,8.0,Goal,Tip-In,-81.0,-7.0,2,REGULAR,703,497,2014-01-23 01:25:53,1,4,"Sidney Crosby (26) Tip-In, assists: Kris Letang (8), Chris Kunitz (26)",81.0,7.0,right,8471675,Sidney,Crosby,C,1987-08-07,20132014,10.63014581273465,Kris Letang,"(10.0ft, 20.0ft)",Sidney Crosby
4270,2015030313_287,2015030313,287,5.0,14.0,Goal,Snap Shot,-61.0,21.0,3,REGULAR,650,550,2016-05-19 02:32:34,3,1,"Sidney Crosby (5) Snap Shot, assists: Evgeni Malkin (7), Justin Schultz (1)",61.0,-21.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,35.0,Evgeni Malkin,"(30.0ft, 40.0ft)",Sidney Crosby
4276,2017030141_173,2017030141,173,5.0,4.0,Goal,Backhand,-73.0,-8.0,2,REGULAR,541,659,2018-04-12 00:18:40,0,5,"Sidney Crosby (1) Backhand, assists: Brian Dumoulin (1), Jake Guentzel (2)",73.0,8.0,right,8471675,Sidney,Crosby,C,1987-08-07,20172018,17.88854381999832,Brian Dumoulin,"(10.0ft, 20.0ft)",Sidney Crosby
4277,2017030141_265,2017030141,265,5.0,4.0,Goal,Wrist Shot,83.0,7.0,3,REGULAR,461,739,2018-04-12 01:07:56,0,6,"Sidney Crosby (2) Wrist Shot, assists: Justin Schultz (1), Jake Guentzel (3)",83.0,7.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,9.219544457292887,Justin Schultz,"(0.0ft, 10.0ft)",Sidney Crosby
4278,2017030141_271,2017030141,271,5.0,4.0,Goal,Tip-In,72.0,1.0,3,REGULAR,642,558,2018-04-12 01:11:51,0,7,"Sidney Crosby (3) Tip-In, assists: Brian Dumoulin (2)",72.0,1.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,17.029386365926403,Brian Dumoulin,"(10.0ft, 20.0ft)",Sidney Crosby
4282,2017030146_45,2017030146,45,5.0,4.0,Goal,Wrist Shot,83.0,-14.0,1,REGULAR,390,810,2018-04-22 19:30:21,1,1,"Sidney Crosby (6) Wrist Shot, assists: Kris Letang (4), Brian Dumoulin (5)",83.0,-14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,15.231546211727817,Kris Letang,"(10.0ft, 20.0ft)",Sidney Crosby
4362,2017020679_293,2017020679,293,5.0,3.0,Goal,Snap Shot,65.0,-12.0,3,REGULAR,753,447,2018-01-15 02:57:15,2,4,"Sidney Crosby (17) Snap Shot, assists: Phil Kessel (32), Jamie Oleksiak (3)",65.0,-12.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,26.832815729997478,Phil Kessel,"(20.0ft, 30.0ft)",Sidney Crosby
4456,2016020528_129,2016020528,129,5.0,12.0,Goal,Snap Shot,-50.0,9.0,2,REGULAR,26,1174,2016-12-29 01:04:32,1,1,"Sidney Crosby (26) Snap Shot, assists: Justin Schultz (16), Conor Sheary (13)",50.0,-9.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,40.024992192379,Justin Schultz,"(40.0ft, 50.0ft)",Sidney Crosby
4461,2016020517_147,2016020517,147,5.0,1.0,Goal,Snap Shot,79.0,-2.0,2,REGULAR,656,544,2016-12-28 01:29:02,2,2,"Sidney Crosby (25) Snap Shot, assists: Conor Sheary (12)",79.0,-2.0,left,8471675,Sidney,Crosby,C,1987-08-07,20162017,10.198039027185569,Conor Sheary,"(10.0ft, 20.0ft)",Sidney Crosby
4481,2015020791_237,2015020791,237,5.0,24.0,Goal,Snap Shot,-72.0,0.0,2,REGULAR,901,299,2016-02-09 01:36:54,1,4,"Sidney Crosby (23) Snap Shot, assists: none",72.0,0.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,17.0,None,"(10.0ft, 20.0ft)",Sidney Crosby
4482,2015020791_294,2015020791,294,5.0,24.0,Goal,Snap Shot,72.0,3.0,3,REGULAR,215,985,2016-02-09 02:12:03,2,5,"Sidney Crosby (24) Snap Shot, assists: Chris Kunitz (15)",72.0,3.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,17.26267650163207,Chris Kunitz,"(10.0ft, 20.0ft)",Sidney Crosby
4495,2015021179_95,2015021179,95,5.0,4.0,Goal,Backhand,79.0,6.0,1,REGULAR,938,262,2016-04-03 21:39:41,0,1,"Sidney Crosby (33) Backhand, assists: Phil Kessel (32), Kris Letang (47)",79.0,6.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,11.661903789690601,Phil Kessel,"(10.0ft, 20.0ft)",Sidney Crosby
4536,2016020086_151,2016020086,151,5.0,13.0,Goal,Wrist Shot,-63.0,1.0,2,REGULAR,821,379,2016-10-26 00:24:42,2,1,"Sidney Crosby (1) Wrist Shot, assists: Evgeni Malkin (4), Phil Kessel (2)",63.0,-1.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,26.019223662515376,Evgeni Malkin,"(20.0ft, 30.0ft)",Sidney Crosby
4542,2017020400_323,2017020400,323,5.0,7.0,Goal,Wrist Shot,74.0,-14.0,3,REGULAR,1138,62,2017-12-03 02:36:51,1,5,"Sidney Crosby (12) Wrist Shot, assists: Patric Hornqvist (8), Kris Letang (19)",74.0,-14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,20.518284528683193,Patric Hornqvist,"(20.0ft, 30.0ft)",Sidney Crosby
4548,2017020082_314,2017020082,314,5.0,3.0,Goal,Backhand,93.0,-8.0,3,REGULAR,1144,56,2017-10-18 01:36:53,4,4,"Sidney Crosby (4) Backhand, assists: Patric Hornqvist (2), Evgeni Malkin (6)",93.0,-8.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,8.94427190999916,Patric Hornqvist,"(0.0ft, 10.0ft)",Sidney Crosby
4574,2015021193_182,2015021193,182,5.0,9.0,Goal,Backhand,84.0,-14.0,2,REGULAR,913,287,2016-04-06 01:01:43,2,3,"Sidney Crosby (34) Backhand, assists: Patric Hornqvist (29), Kris Letang (49)",84.0,-14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,14.866068747318506,Patric Hornqvist,"(10.0ft, 20.0ft)",Sidney Crosby
4575,2015021193_305,2015021193,305,5.0,9.0,Goal,Wrist Shot,-37.0,-19.0,3,REGULAR,1193,7,2016-04-06 02:07:00,5,3,"Sidney Crosby (35) Wrist Shot, assists: Kris Letang (50), Chris Kunitz (23)",37.0,19.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,55.362442142665635,Kris Letang,"(50.0ft, 60.0ft)",Sidney Crosby
4584,2016020400_12,2016020400,12,5.0,13.0,Goal,Wrist Shot,45.0,-15.0,1,REGULAR,186,1014,2016-12-09 00:41:43,1,0,"Sidney Crosby (18) Wrist Shot, assists: Patric Hornqvist (12), Conor Sheary (8)",45.0,-15.0,left,8471675,Sidney,Crosby,C,1987-08-07,20162017,46.486557196677836,Patric Hornqvist,"(40.0ft, 50.0ft)",Sidney Crosby
4690,2013021028_22,2013021028,22,5.0,25.0,Goal,Backhand,74.0,-5.0,1,REGULAR,257,943,2014-03-18 23:14:37,0,1,"Sidney Crosby (32) Backhand, assists: Craig Adams (6)",74.0,-5.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,15.811388300841896,Craig Adams,"(10.0ft, 20.0ft)",Sidney Crosby
4691,2013021028_204,2013021028,204,5.0,25.0,Goal,Wrist Shot,81.0,-14.0,3,REGULAR,116,1084,2014-03-19 01:01:57,1,4,"Sidney Crosby (33) Wrist Shot, assists: Lee Stempniak (20), Matt Niskanen (30)",81.0,-14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,16.1245154965971,Lee Stempniak,"(10.0ft, 20.0ft)",Sidney Crosby
4840,2016020347_209,2016020347,209,5.0,25.0,Goal,Wrist Shot,-90.0,6.0,2,REGULAR,1178,22,2016-12-02 01:40:41,2,3,"Sidney Crosby (16) Wrist Shot, assists: Conor Sheary (6), Patric Hornqvist (10)",90.0,-6.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,6.082762530298219,Conor Sheary,"(0.0ft, 10.0ft)",Sidney Crosby
4925,2012020418_59,2012020418,59,5.0,6.0,Goal,Wrist Shot,74.0,-2.0,1,REGULAR,726,474,2013-03-17 16:58:33,0,1,"Sidney Crosby (13) Wrist Shot, assists: Chris Kunitz (22), Pascal Dupuis (7)",74.0,-2.0,left,8471675,Sidney,Crosby,C,1987-08-07,20122013,15.132745950421556,Chris Kunitz,"(10.0ft, 20.0ft)",Sidney Crosby
5040,2014020051_18,2014020051,18,5.0,25.0,Goal,Wrist Shot,48.0,-5.0,1,REGULAR,148,1052,2014-10-16 23:13:16,0,1,"Sidney Crosby (4) Wrist Shot, assists: Evgeni Malkin (4), Chris Kunitz (2)",48.0,-5.0,left,8471675,Sidney,Crosby,C,1987-08-07,20142015,41.30375285612676,Evgeni Malkin,"(40.0ft, 50.0ft)",Sidney Crosby
5536,2015030316_228,2015030316,228,5.0,14.0,Goal,Wrist Shot,64.0,4.0,2,REGULAR,1174,26,2016-05-25 01:56:35,3,0,"Sidney Crosby (6) Wrist Shot, assists: Patric Hornqvist (4)",64.0,4.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,25.317977802344327,Patric Hornqvist,"(20.0ft, 30.0ft)",Sidney Crosby
5987,2015020957_195,2015020957,195,5.0,3.0,Goal,Wrist Shot,-92.0,-8.0,2,REGULAR,1067,133,2016-03-04 01:32:40,1,1,"Sidney Crosby (26) Wrist Shot, assists: Carl Hagelin (17), Kris Letang (38)",92.0,8.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,8.54400374531753,Carl Hagelin,"(0.0ft, 10.0ft)",Sidney Crosby
6326,2017020334_217,2017020334,217,5.0,6.0,Goal,Snap Shot,83.0,1.0,2,REGULAR,1064,136,2017-11-24 19:49:56,3,3,"Sidney Crosby (7) Snap Shot, assists: Patric Hornqvist (6), Matt Hunwick (1)",83.0,1.0,left,8471675,Sidney,Crosby,C,1987-08-07,20172018,6.082762530298219,Patric Hornqvist,"(0.0ft, 10.0ft)",Sidney Crosby
6397,2016020702_275,2016020702,275,5.0,6.0,Goal,Backhand,85.0,-6.0,3,REGULAR,277,923,2017-01-22 22:21:25,1,5,"Sidney Crosby (28) Backhand, assists: Phil Kessel (31), Evgeni Malkin (32)",85.0,-6.0,left,8471675,Sidney,Crosby,C,1987-08-07,20162017,7.211102550927978,Phil Kessel,"(0.0ft, 10.0ft)",Sidney Crosby
6451,2012020108_211,2012020108,211,5.0,1.0,Goal,Snap Shot,70.0,14.0,3,REGULAR,431,769,2013-02-02 20:01:47,1,4,"Sidney Crosby (4) Snap Shot, assists: Chris Kunitz (5), Pascal Dupuis (3)",70.0,14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20122013,23.600847442411894,Chris Kunitz,"(20.0ft, 30.0ft)",Sidney Crosby
6466,2014020906_137,2014020906,137,5.0,15.0,Goal,Wrist Shot,-63.0,9.0,2,REGULAR,196,1004,2015-02-26 02:17:41,3,1,"Sidney Crosby (20) Wrist Shot, assists: Evgeni Malkin (36), Chris Kunitz (21)",63.0,-9.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,27.51363298439521,Evgeni Malkin,"(20.0ft, 30.0ft)",Sidney Crosby
6534,2014020292_322,2014020292,322,5.0,2.0,Goal,Backhand,81.0,-5.0,5,SHOOTOUT,0,300,2014-11-22 02:40:45,4,4,Sidney Crosby - Backhand,81.0,-5.0,,8471675,Sidney,Crosby,C,1987-08-07,20142015,9.433981132056603,idney Crosby,"(0.0ft, 10.0ft)",Sidney Crosby
6546,2014021003_126,2014021003,126,5.0,22.0,Goal,Slap Shot,-60.0,22.0,2,REGULAR,61,1139,2015-03-13 00:04:50,0,4,"Sidney Crosby (23) Slap Shot, assists: Kris Letang (42), Evgeni Malkin (40)",60.0,-22.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,36.40054944640259,Kris Letang,"(30.0ft, 40.0ft)",Sidney Crosby
6556,2014020272_221,2014020272,221,5.0,8.0,Goal,Wrist Shot,-84.0,4.0,2,REGULAR,1169,31,2014-11-19 02:07:30,4,0,"Sidney Crosby (8) Wrist Shot, assists: Evgeni Malkin (13), Patric Hornqvist (11)",84.0,-4.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,6.4031242374328485,Evgeni Malkin,"(0.0ft, 10.0ft)",Sidney Crosby
6591,2013020310_228,2013020310,228,5.0,24.0,Goal,Wrist Shot,54.0,-15.0,3,REGULAR,476,724,2013-11-19 02:36:09,1,3,"Sidney Crosby (10) Wrist Shot, assists: Evgeni Malkin (17), Joe Vitale (5)",54.0,-15.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,38.07886552931954,Evgeni Malkin,"(30.0ft, 40.0ft)",Sidney Crosby
6605,2012020306_274,2012020306,274,5.0,8.0,Goal,Snap Shot,70.0,3.0,3,REGULAR,624,576,2013-03-03 02:26:52,6,5,"Sidney Crosby (10) Snap Shot, assists: Kris Letang (16), Chris Kunitz (16)",70.0,3.0,left,8471675,Sidney,Crosby,C,1987-08-07,20122013,19.235384061671343,Kris Letang,"(10.0ft, 20.0ft)",Sidney Crosby
6614,2013020505_314,2013020505,314,5.0,10.0,Goal,Wrist Shot,63.0,-8.0,3,REGULAR,837,363,2013-12-17 02:35:13,1,2,"Sidney Crosby (19) Wrist Shot, assists: Pascal Dupuis (12), Robert Bortuzzo (1)",63.0,-8.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,27.202941017470888,Pascal Dupuis,"(20.0ft, 30.0ft)",Sidney Crosby
6636,2013020890_246,2013020890,246,5.0,8.0,Goal,Wrist Shot,75.0,14.0,3,REGULAR,749,451,2014-02-28 02:20:42,4,5,"Sidney Crosby (29) Wrist Shot, assists: Evgeni Malkin (42), Matt Niskanen (28)",75.0,14.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,19.79898987322333,Evgeni Malkin,"(10.0ft, 20.0ft)",Sidney Crosby
6674,2014020772_164,2014020772,164,5.0,20.0,Goal,Tip-In,-70.0,-3.0,2,REGULAR,718,482,2015-02-07 03:22:51,3,0,"Sidney Crosby (16) Tip-In, assists: Chris Kunitz (18), David Perron (18)",70.0,3.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,19.235384061671343,Chris Kunitz,"(10.0ft, 20.0ft)",Sidney Crosby
6675,2014020772_236,2014020772,236,5.0,20.0,Goal,Snap Shot,64.0,1.0,3,REGULAR,319,881,2015-02-07 04:04:49,4,0,"Sidney Crosby (17) Snap Shot, assists: Chris Kunitz (19), Kris Letang (32)",64.0,1.0,left,8471675,Sidney,Crosby,C,1987-08-07,20142015,25.019992006393608,Chris Kunitz,"(20.0ft, 30.0ft)",Sidney Crosby
6680,2014020019_51,2014020019,51,5.0,10.0,Goal,Wrist Shot,81.0,5.0,1,REGULAR,464,736,2014-10-11 23:29:01,2,0,"Sidney Crosby (3) Wrist Shot, assists: Patric Hornqvist (2), Kris Letang (1)",81.0,5.0,left,8471675,Sidney,Crosby,C,1987-08-07,20142015,9.433981132056603,Patric Hornqvist,"(0.0ft, 10.0ft)",Sidney Crosby
6686,2014020007_42,2014020007,42,5.0,24.0,Goal,Wrist Shot,70.0,18.0,1,REGULAR,442,758,2014-10-09 23:23:52,0,2,"Sidney Crosby (1) Wrist Shot, assists: Chris Kunitz (1), Olli Maatta (1)",70.0,18.0,left,8471675,Sidney,Crosby,C,1987-08-07,20142015,26.1725046566048,Chris Kunitz,"(20.0ft, 30.0ft)",Sidney Crosby
6687,2014020007_222,2014020007,222,5.0,24.0,Goal,Snap Shot,-75.0,-7.0,2,REGULAR,1054,146,2014-10-10 00:43:35,3,4,"Sidney Crosby (2) Snap Shot, assists: Pascal Dupuis (1), Patric Hornqvist (1)",75.0,7.0,right,8471675,Sidney,Crosby,C,1987-08-07,20142015,15.652475842498529,Pascal Dupuis,"(10.0ft, 20.0ft)",Sidney Crosby
6710,2014020192_379,2014020192,379,5.0,52.0,Goal,Wrist Shot,82.0,3.0,5,SHOOTOUT,0,300,2014-11-07 04:00:58,3,3,Sidney Crosby - Wrist Shot,82.0,3.0,,8471675,Sidney,Crosby,C,1987-08-07,20142015,7.615773105863909,idney Crosby,"(0.0ft, 10.0ft)",Sidney Crosby
7135,2012030214_287,2012030214,287,5.0,9.0,Goal,Backhand,-78.0,1.0,3,REGULAR,519,681,2013-05-23 01:48:09,6,2,"Sidney Crosby (7) Backhand, assists: Tyler Kennedy (2)",78.0,-1.0,right,8471675,Sidney,Crosby,C,1987-08-07,20122013,11.045361017187261,Tyler Kennedy,"(10.0ft, 20.0ft)",Sidney Crosby
7169,2013020336_316,2013020336,316,5.0,2.0,Goal,Wrist Shot,80.0,8.0,3,REGULAR,1124,76,2013-11-23 02:31:51,3,4,"Sidney Crosby (12) Wrist Shot, assists: Pascal Dupuis (10), Chris Kunitz (10)",80.0,8.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,12.041594578792296,Pascal Dupuis,"(10.0ft, 20.0ft)",Sidney Crosby
7194,2013020110_76,2013020110,76,5.0,23.0,Goal,Wrist Shot,79.0,-6.0,1,REGULAR,944,256,2013-10-19 17:35:21,1,1,"Sidney Crosby (7) Wrist Shot, assists: Chris Kunitz (5), Pascal Dupuis (7)",79.0,-6.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,11.661903789690601,Chris Kunitz,"(10.0ft, 20.0ft)",Sidney Crosby
7206,2013020025_32,2013020025,32,5.0,7.0,Goal,Wrist Shot,81.0,1.0,1,REGULAR,219,981,2013-10-05 23:15:12,0,1,"Sidney Crosby (2) Wrist Shot, assists: Pascal Dupuis (2), Matt Niskanen (2)",81.0,1.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,8.06225774829855,Pascal Dupuis,"(0.0ft, 10.0ft)",Sidney Crosby
7281,2013020968_25,2013020968,25,5.0,15.0,Goal,Slap Shot,60.0,-30.0,1,REGULAR,232,968,2014-03-10 23:15:07,2,1,"Sidney Crosby (30) Slap Shot, assists: Evgeni Malkin (46), Olli Maatta (19)",60.0,-30.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,41.72529209005013,Evgeni Malkin,"(40.0ft, 50.0ft)",Sidney Crosby
7305,2012020321_262,2012020321,262,5.0,14.0,Goal,Snap Shot,73.0,-10.0,3,REGULAR,449,751,2013-03-05 02:45:34,2,3,"Sidney Crosby (11) Snap Shot, assists: Kris Letang (17)",73.0,-10.0,left,8471675,Sidney,Crosby,C,1987-08-07,20122013,18.867962264113206,Kris Letang,"(10.0ft, 20.0ft)",Sidney Crosby
7320,2013020099_341,2013020099,341,5.0,4.0,Goal,Tip-In,81.0,-5.0,3,REGULAR,1048,152,2013-10-18 01:33:37,3,1,"Sidney Crosby (6) Tip-In, assists: Pascal Dupuis (6)",81.0,-5.0,left,8471675,Sidney,Crosby,C,1987-08-07,20132014,9.433981132056603,Pascal Dupuis,"(0.0ft, 10.0ft)",Sidney Crosby
7380,2014021134_334,2014021134,334,5.0,28.0,Goal,Wrist Shot,76.0,-1.0,5,SHOOTOUT,0,300,2015-03-30 02:20:55,2,2,Sidney Crosby - Wrist Shot,76.0,-1.0,,8471675,Sidney,Crosby,C,1987-08-07,20142015,13.038404810405298,idney Crosby,"(10.0ft, 20.0ft)",Sidney Crosby
7401,2015020280_301,2015020280,301,5.0,21.0,Goal,Backhand,81.0,-5.0,3,REGULAR,716,484,2015-11-20 02:23:22,2,4,"Sidney Crosby (3) Backhand, assists: Pascal Dupuis (1), Ian Cole (3)",81.0,-5.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,9.433981132056603,Pascal Dupuis,"(0.0ft, 10.0ft)",Sidney Crosby
7409,2015020748_156,2015020748,156,5.0,9.0,Goal,Snap Shot,-61.0,18.0,2,REGULAR,370,830,2016-02-03 01:20:50,4,4,"Sidney Crosby (18) Snap Shot, assists: Kris Letang (28), Evgeni Malkin (25)",61.0,-18.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,33.28663395418648,Kris Letang,"(30.0ft, 40.0ft)",Sidney Crosby
7410,2015020748_216,2015020748,216,5.0,9.0,Goal,Wrist Shot,-80.0,-2.0,2,REGULAR,1005,195,2016-02-03 01:44:39,4,5,"Sidney Crosby (19) Wrist Shot, assists: Phil Kessel (17), Evgeni Malkin (26)",80.0,2.0,right,8471675,Sidney,Crosby,C,1987-08-07,20152016,9.219544457292887,Phil Kessel,"(0.0ft, 10.0ft)",Sidney Crosby
7411,2015020748_255,2015020748,255,5.0,9.0,Goal,Wrist Shot,84.0,-6.0,3,REGULAR,400,800,2016-02-03 02:16:40,4,6,"Sidney Crosby (20) Wrist Shot, assists: Chris Kunitz (12), Patric Hornqvist (17)",84.0,-6.0,left,8471675,Sidney,Crosby,C,1987-08-07,20152016,7.810249675906654,Chris Kunitz,"(0.0ft, 10.0ft)",Sidney Crosby
7418,2015020842_347,2015020842,347,5.0,13.0,Goal,Wrist Shot,78.0,1.0,5,SHOOTOUT,0,300,2016-02-16 03:18:04,1,1,Sidney Crosby - Wrist Shot,78.0,1.0,,8471675,Sidney,Crosby,C,1987-08-07,20152016,11.045361017187261,idney Crosby,"(10.0ft, 20.0ft)",Sidney Crosby
7475,2016020173_116,2016020173,116,5.0,28.0,Goal,Backhand,-87.0,9.0,1,REGULAR,1108,92,2016-11-06 03:14:09,2,0,"Sidney Crosby (7) Backhand, assists: Carl Hagelin (2), Conor Sheary (3)",87.0,-9.0,right,8471675,Sidney,Crosby,C,1987-08-07,20162017,9.219544457292887,Carl Hagelin,"(0.0ft, 10.0ft)",Sidney Crosby
