,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
2427,2015020086_160,2015020086,160,14.0,18.0,Goal,Wrist Shot,80.0,0.0,2,REGULAR,531,669,2015-10-21 01:17:27,2,1,"Nikita Kucherov (2) Wrist Shot, assists: Ondrej Palat (2), Braydon Coburn (2)",80.0,0.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,9.0,Ondrej Palat,"(5.0ft, 10.0ft)",Nikita Kucherov
2483,2014020266_36,2014020266,36,14.0,3.0,Goal,Snap Shot,79.0,0.0,1,REGULAR,410,790,2014-11-18 00:19:05,1,0,"Nikita Kucherov (7) Snap Shot, assists: Tyler Johnson (14), Ondrej Palat (9)",79.0,0.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,10.0,Tyler Johnson,"(10.0ft, 15.0ft)",Nikita Kucherov
2495,2014020665_340,2014020665,340,14.0,21.0,Goal,Backhand,78.0,-6.0,5,SHOOTOUT,0,300,2015-01-18 02:46:41,2,2,Nikita Kucherov - Backhand,78.0,-6.0,,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,12.529964086141668,ikita Kucherov,"(10.0ft, 15.0ft)",Nikita Kucherov
2504,2014020326_227,2014020326,227,14.0,3.0,Goal,Tip-In,74.0,-2.0,3,REGULAR,578,622,2014-11-27 02:46:54,2,4,"Nikita Kucherov (8) Tip-In, assists: Tyler Johnson (16), Matt Carle (3)",74.0,-2.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,15.132745950421556,Tyler Johnson,"(15.0ft, 20.0ft)",Nikita Kucherov
2518,2017020949_172,2017020949,172,14.0,8.0,Goal,Slap Shot,-67.0,26.0,2,REGULAR,452,748,2018-02-25 01:28:31,2,1,"Nikita Kucherov (33) Slap Shot, assists: Victor Hedman (35), Tyler Johnson (27)",67.0,-26.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,34.058772731852805,Victor Hedman,"(30.0ft, 35.0ft)",Nikita Kucherov
2607,2014021095_206,2014021095,206,14.0,13.0,Goal,Wrap-around,82.0,-8.0,3,REGULAR,90,1110,2015-03-25 01:27:28,3,3,"Nikita Kucherov (27) Wrap-around, assists: Andrej Sustr (12), Ondrej Palat (41)",82.0,-8.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,10.63014581273465,Andrej Sustr,"(10.0ft, 15.0ft)",Nikita Kucherov
2621,2014020155_159,2014020155,159,14.0,15.0,Goal,Tip-In,-70.0,7.0,2,REGULAR,732,468,2014-11-02 00:24:11,2,3,"Nikita Kucherov (5) Tip-In, assists: Eric Brewer (3), Tyler Johnson (13)",70.0,-7.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,20.248456731316587,Eric Brewer,"(20.0ft, 25.0ft)",Nikita Kucherov
2627,2014020959_27,2014020959,27,14.0,10.0,Goal,Wrist Shot,60.0,-1.0,1,REGULAR,265,935,2015-03-06 00:46:21,0,1,"Nikita Kucherov (24) Wrist Shot, assists: Ondrej Palat (34), Tyler Johnson (39)",60.0,-1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,29.017236257093817,Ondrej Palat,"(25.0ft, 30.0ft)",Nikita Kucherov
2663,2014020346_283,2014020346,283,14.0,9.0,Goal,Tip-In,72.0,0.0,3,REGULAR,833,367,2014-11-30 02:28:57,1,4,"Nikita Kucherov (9) Tip-In, assists: Tyler Johnson (17), Jason Garrison (12)",72.0,0.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,17.0,Tyler Johnson,"(15.0ft, 20.0ft)",Nikita Kucherov
2668,2016020294_335,2016020294,335,14.0,4.0,Goal,Wrist Shot,75.0,1.0,3,REGULAR,1125,75,2016-11-24 03:17:44,2,4,"Nikita Kucherov (10) Wrist Shot, assists: Valtteri Filppula (10), Ondrej Palat (7)",75.0,1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,14.035668847618199,Valtteri Filppula,"(10.0ft, 15.0ft)",Nikita Kucherov
2674,2015020571_95,2015020571,95,14.0,30.0,Goal,Wrist Shot,-71.0,-8.0,2,REGULAR,63,1137,2016-01-03 01:05:38,1,2,"Nikita Kucherov (14) Wrist Shot, assists: Ondrej Palat (6), Anton Stralman (13)",71.0,8.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,19.697715603592208,Ondrej Palat,"(15.0ft, 20.0ft)",Nikita Kucherov
2696,2015020862_262,2015020862,262,14.0,52.0,Goal,Wrist Shot,53.0,1.0,3,REGULAR,904,296,2016-02-19 02:59:23,5,5,"Nikita Kucherov (24) Wrist Shot, assists: none",53.0,1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,36.013886210738214,None,"(35.0ft, 40.0ft)",Nikita Kucherov
2707,2017020129_327,2017020129,327,14.0,12.0,Goal,Wrist Shot,76.0,1.0,3,REGULAR,1196,4,2017-10-25 01:35:10,5,1,"Nikita Kucherov (11) Wrist Shot, assists: Steven Stamkos (17), Braydon Coburn (4)",76.0,1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,13.038404810405298,Steven Stamkos,"(10.0ft, 15.0ft)",Nikita Kucherov
2725,2016020229_186,2016020229,186,14.0,2.0,Goal,Snap Shot,82.0,7.0,2,REGULAR,864,336,2016-11-15 01:29:08,3,0,"Nikita Kucherov (6) Snap Shot, assists: Steven Stamkos (10)",82.0,7.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,9.899494936611665,Steven Stamkos,"(5.0ft, 10.0ft)",Nikita Kucherov
2737,2015020536_153,2015020536,153,14.0,8.0,Goal,Wrist Shot,-78.0,1.0,2,REGULAR,340,860,2015-12-29 01:46:22,1,1,"Nikita Kucherov (13) Wrist Shot, assists: Valtteri Filppula (10), Anton Stralman (11)",78.0,-1.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,11.045361017187261,Valtteri Filppula,"(10.0ft, 15.0ft)",Nikita Kucherov
3628,2015021113_88,2015021113,88,14.0,2.0,Goal,Tip-In,53.0,-2.0,1,REGULAR,822,378,2016-03-26 00:08:25,1,1,"Nikita Kucherov (29) Tip-In, assists: Alex Killorn (25), Andrej Sustr (16)",53.0,-2.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,36.05551275463989,Alex Killorn,"(35.0ft, 40.0ft)",Nikita Kucherov
5067,2014020972_59,2014020972,59,14.0,25.0,Goal,Wrist Shot,73.0,7.0,1,REGULAR,952,248,2015-03-08 00:35:57,1,2,"Nikita Kucherov (25) Wrist Shot, assists: Ondrej Palat (36), Braydon Coburn (9)",73.0,7.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,17.46424919657298,Ondrej Palat,"(15.0ft, 20.0ft)",Nikita Kucherov
5554,2015020687_92,2015020687,92,14.0,22.0,Goal,Backhand,77.0,-7.0,1,REGULAR,1017,183,2016-01-20 01:11:47,1,2,"Nikita Kucherov (19) Backhand, assists: Tyler Johnson (10), Alex Killorn (14)",77.0,-7.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,13.892443989449804,Tyler Johnson,"(10.0ft, 15.0ft)",Nikita Kucherov
5563,2015021171_337,2015021171,337,14.0,1.0,Goal,Wrist Shot,75.0,-12.0,3,REGULAR,1167,33,2016-04-03 01:42:07,1,3,"Nikita Kucherov (30) Wrist Shot, assists: Victor Hedman (37), Cedric Paquette (5)",75.0,-12.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,18.439088914585774,Victor Hedman,"(15.0ft, 20.0ft)",Nikita Kucherov
5567,2015030215_234,2015030215,234,14.0,2.0,Goal,Wrist Shot,66.0,6.0,3,REGULAR,280,920,2016-05-08 21:20:21,0,4,"Nikita Kucherov (9) Wrist Shot, assists: Alex Killorn (6)",66.0,6.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,23.769728648009426,Alex Killorn,"(20.0ft, 25.0ft)",Nikita Kucherov
5576,2015030122_90,2015030122,90,14.0,17.0,Goal,Slap Shot,55.0,-12.0,1,REGULAR,917,283,2016-04-15 23:40:03,0,1,"Nikita Kucherov (3) Slap Shot, assists: Victor Hedman (1), Tyler Johnson (3)",55.0,-12.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,36.05551275463989,Victor Hedman,"(35.0ft, 40.0ft)",Nikita Kucherov
5625,2016020166_319,2016020166,319,14.0,1.0,Goal,Backhand,77.0,-4.0,3,REGULAR,854,346,2016-11-06 02:34:05,1,4,"Nikita Kucherov (4) Backhand, assists: Steven Stamkos (7), Anton Stralman (6)",77.0,-4.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,12.649110640673518,Steven Stamkos,"(10.0ft, 15.0ft)",Nikita Kucherov
5638,2016020776_358,2016020776,358,14.0,24.0,Goal,Backhand,75.0,-5.0,5,SHOOTOUT,0,300,2017-02-05 03:07:06,2,2,Nikita Kucherov - Backhand,75.0,-5.0,,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,14.866068747318506,ikita Kucherov,"(10.0ft, 15.0ft)",Nikita Kucherov
5662,2014020130_29,2014020130,29,14.0,53.0,Goal,Tip-In,76.0,-3.0,1,REGULAR,466,734,2014-10-28 23:48:25,0,1,"Nikita Kucherov (2) Tip-In, assists: Radko Gudas (1), Tyler Johnson (8)",76.0,-3.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,13.341664064126334,Radko Gudas,"(10.0ft, 15.0ft)",Nikita Kucherov
5663,2014020130_108,2014020130,108,14.0,53.0,Goal,Backhand,-65.0,-5.0,2,REGULAR,200,1000,2014-10-29 00:35:55,0,3,"Nikita Kucherov (3) Backhand, assists: Tyler Johnson (9), Ondrej Palat (4)",65.0,5.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,24.515301344262525,Tyler Johnson,"(20.0ft, 25.0ft)",Nikita Kucherov
5664,2014020130_237,2014020130,237,14.0,53.0,Goal,Wrist Shot,64.0,-5.0,3,REGULAR,503,697,2014-10-29 01:39:56,2,5,"Nikita Kucherov (4) Wrist Shot, assists: Tyler Johnson (10), Eric Brewer (2)",64.0,-5.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,25.495097567963924,Tyler Johnson,"(25.0ft, 30.0ft)",Nikita Kucherov
5683,2016020722_319,2016020722,319,14.0,16.0,Goal,Wrist Shot,81.0,-1.0,3,REGULAR,1075,125,2017-01-25 04:05:49,5,2,"Nikita Kucherov (18) Wrist Shot, assists: none",81.0,-1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,8.06225774829855,None,"(5.0ft, 10.0ft)",Nikita Kucherov
5689,2016020364_154,2016020364,154,14.0,15.0,Goal,Snap Shot,-58.0,25.0,2,REGULAR,758,442,2016-12-04 01:24:44,0,1,"Nikita Kucherov (13) Snap Shot, assists: Victor Hedman (14), Jonathan Drouin (7)",58.0,-25.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,39.824615503479755,Victor Hedman,"(35.0ft, 40.0ft)",Nikita Kucherov
5739,2016020131_24,2016020131,24,14.0,2.0,Goal,Wrist Shot,-78.0,10.0,1,REGULAR,201,999,2016-11-01 23:49:42,1,0,"Nikita Kucherov (2) Wrist Shot, assists: Steven Stamkos (5), Victor Hedman (5)",78.0,-10.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,14.866068747318506,Steven Stamkos,"(10.0ft, 15.0ft)",Nikita Kucherov
5740,2016020131_64,2016020131,64,14.0,2.0,Goal,Wrist Shot,-70.0,-14.0,1,REGULAR,738,462,2016-11-02 00:09:45,2,0,"Nikita Kucherov (3) Wrist Shot, assists: Victor Hedman (6), Alex Killorn (2)",70.0,14.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,23.600847442411894,Victor Hedman,"(20.0ft, 25.0ft)",Nikita Kucherov
5747,2015020397_14,2015020397,14,14.0,28.0,Goal,Snap Shot,-64.0,-4.0,1,REGULAR,139,1061,2015-12-06 03:42:39,1,0,"Nikita Kucherov (7) Snap Shot, assists: Victor Hedman (12)",64.0,4.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,25.317977802344327,Victor Hedman,"(25.0ft, 30.0ft)",Nikita Kucherov
5748,2015020397_186,2015020397,186,14.0,28.0,Goal,Slap Shot,70.0,19.0,2,REGULAR,1004,196,2015-12-06 05:09:33,3,1,"Nikita Kucherov (8) Slap Shot, assists: Steven Stamkos (9)",70.0,19.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,26.870057685088806,Steven Stamkos,"(25.0ft, 30.0ft)",Nikita Kucherov
5764,2015020295_130,2015020295,130,14.0,24.0,Goal,Wrist Shot,-69.0,-3.0,2,REGULAR,357,843,2015-11-22 01:11:56,0,1,"Nikita Kucherov (6) Wrist Shot, assists: Andrej Sustr (3), Joel Vermin (1)",69.0,3.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,20.223748416156685,Andrej Sustr,"(20.0ft, 25.0ft)",Nikita Kucherov
5813,2016020201_48,2016020201,48,14.0,2.0,Goal,Snap Shot,60.0,26.0,1,REGULAR,660,540,2016-11-11 00:59:08,0,2,"Nikita Kucherov (5) Snap Shot, assists: Victor Hedman (8), Steven Stamkos (8)",60.0,26.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,38.948684188300895,Victor Hedman,"(35.0ft, 40.0ft)",Nikita Kucherov
6151,2017030214_69,2017030214,69,14.0,6.0,Goal,Slap Shot,-76.0,31.0,1,REGULAR,593,607,2018-05-04 23:34:19,2,0,"Nikita Kucherov (6) Slap Shot, assists: Victor Hedman (5), Steven Stamkos (6)",76.0,-31.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,33.61547262794322,Victor Hedman,"(30.0ft, 35.0ft)",Nikita Kucherov
6183,2017020545_299,2017020545,299,14.0,30.0,Goal,Backhand,79.0,-6.0,3,REGULAR,1147,53,2017-12-24 02:39:11,0,3,"Nikita Kucherov (24) Backhand, assists: Vladislav Namestnikov (16), Dan Girardi (7)",79.0,-6.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,11.661903789690601,Vladislav Namestnikov,"(10.0ft, 15.0ft)",Nikita Kucherov
6219,2017020649_294,2017020649,294,14.0,17.0,Goal,Snap Shot,53.0,6.0,3,REGULAR,822,378,2018-01-08 02:34:31,4,2,"Nikita Kucherov (27) Snap Shot, assists: Steven Stamkos (34)",53.0,6.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,36.49657518178932,Steven Stamkos,"(35.0ft, 40.0ft)",Nikita Kucherov
6229,2017021254_28,2017021254,28,14.0,7.0,Goal,Wrist Shot,69.0,14.0,1,REGULAR,275,925,2018-04-06 23:51:25,1,2,"Nikita Kucherov (39) Wrist Shot, assists: none",69.0,14.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,24.413111231467404,None,"(20.0ft, 25.0ft)",Nikita Kucherov
6695,2014020452_288,2014020452,288,14.0,5.0,Goal,Wrist Shot,-79.0,-3.0,3,REGULAR,1016,184,2014-12-16 02:28:26,2,4,"Nikita Kucherov (12) Wrist Shot, assists: Valtteri Filppula (18)",79.0,3.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,10.44030650891055,Valtteri Filppula,"(10.0ft, 15.0ft)",Nikita Kucherov
7120,2015030315_206,2015030315,206,14.0,5.0,Goal,Wrist Shot,63.0,14.0,2,REGULAR,865,335,2016-05-23 01:41:27,2,2,"Nikita Kucherov (10) Wrist Shot, assists: Vladislav Namestnikov (2)",63.0,14.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,29.5296461204668,Vladislav Namestnikov,"(25.0ft, 30.0ft)",Nikita Kucherov
7121,2015030315_328,2015030315,328,14.0,5.0,Goal,Wrap-around,-87.0,7.0,3,REGULAR,1004,196,2016-05-23 02:44:30,3,3,"Nikita Kucherov (11) Wrap-around, assists: Tyler Johnson (10), Ondrej Palat (6)",87.0,-7.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,7.280109889280518,Tyler Johnson,"(5.0ft, 10.0ft)",Nikita Kucherov
7374,2014020509_88,2014020509,88,14.0,5.0,Goal,Backhand,-69.0,9.0,2,REGULAR,52,1148,2014-12-24 01:32:55,0,3,"Nikita Kucherov (14) Backhand, assists: Matt Carle (6), Valtteri Filppula (19)",69.0,-9.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,21.93171219946131,Matt Carle,"(20.0ft, 25.0ft)",Nikita Kucherov
7392,2017020921_262,2017020921,262,14.0,15.0,Goal,Wrist Shot,79.0,0.0,3,REGULAR,778,422,2018-02-21 02:19:39,4,2,"Nikita Kucherov (32) Wrist Shot, assists: Braydon Coburn (10)",79.0,0.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,10.0,Braydon Coburn,"(10.0ft, 15.0ft)",Nikita Kucherov
7502,2017020036_261,2017020036,261,14.0,15.0,Goal,Backhand,76.0,-12.0,3,REGULAR,646,554,2017-10-10 01:55:01,3,3,"Nikita Kucherov (3) Backhand, assists: Alex Killorn (2), Anton Stralman (2)",76.0,-12.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20172018,17.69180601295413,Alex Killorn,"(15.0ft, 20.0ft)",Nikita Kucherov
8611,2014020228_281,2014020228,281,14.0,16.0,Goal,Wrist Shot,83.0,-14.0,3,REGULAR,593,607,2014-11-12 03:53:21,2,2,"Nikita Kucherov (6) Wrist Shot, assists: Steven Stamkos (7), Jonathan Drouin (7)",83.0,-14.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,15.231546211727817,Steven Stamkos,"(15.0ft, 20.0ft)",Nikita Kucherov
9926,2014030212_173,2014030212,173,14.0,8.0,Goal,Snap Shot,-73.0,17.0,2,REGULAR,749,451,2015-05-03 23:35:12,3,1,"Nikita Kucherov (2) Snap Shot, assists: Tyler Johnson (2), Steven Stamkos (4)",73.0,-17.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,23.345235059857504,Tyler Johnson,"(20.0ft, 25.0ft)",Nikita Kucherov
9927,2014030212_244,2014030212,244,14.0,8.0,Goal,Tip-In,69.0,-5.0,3,REGULAR,397,803,2015-05-04 00:20:44,5,1,"Nikita Kucherov (3) Tip-In, assists: Tyler Johnson (3), Steven Stamkos (5)",69.0,-5.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,20.615528128088304,Tyler Johnson,"(20.0ft, 25.0ft)",Nikita Kucherov
9942,2015030211_241,2015030211,241,14.0,2.0,Goal,Wrist Shot,71.0,-22.0,3,REGULAR,461,739,2016-04-28 01:14:06,4,2,"Nikita Kucherov (6) Wrist Shot, assists: Matt Carle (2), Victor Hedman (2)",71.0,-22.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,28.42534080710379,Matt Carle,"(25.0ft, 30.0ft)",Nikita Kucherov
9957,2013020512_359,2013020512,359,14.0,2.0,Goal,Backhand,83.0,-1.0,5,SHOOTOUT,0,300,2013-12-18 03:10:04,2,2,Nikita Kucherov - Backhand,83.0,-1.0,,8476453,Nikita,Kucherov,RW,1993-06-17,20132014,6.082762530298219,ikita Kucherov,"(5.0ft, 10.0ft)",Nikita Kucherov
9962,2013020611_203,2013020611,203,14.0,23.0,Goal,Slap Shot,-67.0,22.0,2,REGULAR,1197,3,2014-01-02 04:39:31,3,2,"Nikita Kucherov (4) Slap Shot, assists: Radko Gudas (8), Matt Carle (14)",67.0,-22.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20132014,31.11269837220809,Radko Gudas,"(30.0ft, 35.0ft)",Nikita Kucherov
10163,2015020622_289,2015020622,289,14.0,23.0,Goal,Wrist Shot,-66.0,-2.0,4,OVERTIME,231,69,2016-01-10 05:46:34,3,2,"Nikita Kucherov (16) Wrist Shot, assists: Vladislav Namestnikov (12), Anton Stralman (16)",66.0,2.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,23.08679276123039,Vladislav Namestnikov,"(20.0ft, 25.0ft)",Nikita Kucherov
10230,2015020422_110,2015020422,110,14.0,9.0,Goal,Slap Shot,57.0,1.0,1,REGULAR,1192,8,2015-12-11 01:16:55,0,1,"Nikita Kucherov (9) Slap Shot, assists: Steven Stamkos (10), Victor Hedman (13)",57.0,1.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,32.01562118716424,Steven Stamkos,"(30.0ft, 35.0ft)",Nikita Kucherov
10231,2015020422_255,2015020422,255,14.0,9.0,Goal,Wrist Shot,78.0,-2.0,3,REGULAR,513,687,2015-12-11 02:47:18,0,3,"Nikita Kucherov (10) Wrist Shot, assists: none",78.0,-2.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,11.180339887498949,None,"(10.0ft, 15.0ft)",Nikita Kucherov
10295,2015030124_33,2015030124,33,14.0,17.0,Goal,Wrist Shot,79.0,-15.0,1,REGULAR,341,859,2016-04-19 23:18:59,1,0,"Nikita Kucherov (4) Wrist Shot, assists: Tyler Johnson (5), Jonathan Drouin (2)",79.0,-15.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,18.027756377319946,Tyler Johnson,"(15.0ft, 20.0ft)",Nikita Kucherov
10296,2015030124_172,2015030124,172,14.0,17.0,Goal,Snap Shot,-67.0,1.0,2,REGULAR,631,569,2016-04-20 00:31:01,2,0,"Nikita Kucherov (5) Snap Shot, assists: Jonathan Drouin (3), Jason Garrison (2)",67.0,-1.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,22.02271554554524,Jonathan Drouin,"(20.0ft, 25.0ft)",Nikita Kucherov
10633,2015020757_201,2015020757,201,14.0,17.0,Goal,Wrist Shot,73.0,3.0,3,REGULAR,203,997,2016-02-04 03:02:56,1,3,"Nikita Kucherov (21) Wrist Shot, assists: Ondrej Palat (10)",73.0,3.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20152016,16.278820596099706,Ondrej Palat,"(15.0ft, 20.0ft)",Nikita Kucherov
11288,2014030412_150,2014030412,150,14.0,16.0,Goal,Tip-In,-70.0,-6.0,2,REGULAR,412,788,2015-06-07 00:33:45,2,2,"Nikita Kucherov (10) Tip-In, assists: Jason Garrison (4), Braydon Coburn (3)",70.0,6.0,right,8476453,Nikita,Kucherov,RW,1993-06-17,20142015,19.924858845171276,Jason Garrison,"(15.0ft, 20.0ft)",Nikita Kucherov
12424,2016020235_24,2016020235,24,14.0,17.0,Goal,Wrist Shot,87.0,-6.0,1,REGULAR,210,990,2016-11-16 00:45:23,1,0,"Nikita Kucherov (7) Wrist Shot, assists: Nikita Nesterov (1), Vladislav Namestnikov (4)",87.0,-6.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,6.324555320336759,Nikita Nesterov,"(5.0ft, 10.0ft)",Nikita Kucherov
12425,2016020235_259,2016020235,259,14.0,17.0,Goal,Wrist Shot,60.0,19.0,3,REGULAR,1130,70,2016-11-16 03:11:56,4,3,"Nikita Kucherov (8) Wrist Shot, assists: Braydon Coburn (4), Tyler Johnson (4)",60.0,19.0,left,8476453,Nikita,Kucherov,RW,1993-06-17,20162017,34.66987164671943,Braydon Coburn,"(30.0ft, 35.0ft)",Nikita Kucherov
