,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season,distance,assist,distance_bin,fullName
232,2016020640_42,2016020640,42,6.0,4.0,Goal,Backhand,77.0,1.0,1,REGULAR,468,732,2017-01-14 18:22:19,1,1,"Brad Marchand (16) Backhand, assists: none",77.0,1.0,left,8473419,Brad,Marchand,LW,1988-05-11,20162017,12.041594578792296,None,"(10.0ft, 20.0ft)",Brad Marchand
233,2016020640_308,2016020640,308,6.0,4.0,Goal,Wrist Shot,78.0,-4.0,3,REGULAR,1146,54,2017-01-14 20:38:26,3,6,"Brad Marchand (17) Wrist Shot, assists: none",78.0,-4.0,left,8473419,Brad,Marchand,LW,1988-05-11,20162017,11.704699910719626,None,"(10.0ft, 20.0ft)",Brad Marchand
248,2015020150_57,2015020150,57,6.0,13.0,Goal,Tip-In,58.0,3.0,1,REGULAR,562,638,2015-10-30 23:54:55,1,0,"Brad Marchand (3) Tip-In, assists: Zdeno Chara (5), Colin Miller (3)",58.0,3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,31.144823004794873,Zdeno Chara,"(30.0ft, 40.0ft)",Brad Marchand
249,2015020150_147,2015020150,147,6.0,13.0,Goal,Backhand,-80.0,3.0,2,REGULAR,427,773,2015-10-31 00:44:57,2,0,"Brad Marchand (4) Backhand, assists: Torey Krug (8), Brett Connolly (2)",80.0,-3.0,right,8473419,Brad,Marchand,LW,1988-05-11,20152016,9.486832980505138,Torey Krug,"(0.0ft, 10.0ft)",Brad Marchand
276,2016021021_247,2016021021,247,6.0,23.0,Goal,Wrist Shot,77.0,2.0,3,REGULAR,58,1142,2017-03-14 04:08:24,3,3,"Brad Marchand (33) Wrist Shot, assists: David Pastrnak (31), Torey Krug (39)",77.0,2.0,left,8473419,Brad,Marchand,LW,1988-05-11,20162017,12.165525060596439,David Pastrnak,"(10.0ft, 20.0ft)",Brad Marchand
277,2016021021_298,2016021021,298,6.0,23.0,Goal,Backhand,83.0,7.0,3,REGULAR,723,477,2017-03-14 04:24:48,4,3,"Brad Marchand (34) Backhand, assists: none",83.0,7.0,left,8473419,Brad,Marchand,LW,1988-05-11,20162017,9.219544457292887,None,"(0.0ft, 10.0ft)",Brad Marchand
313,2015020385_117,2015020385,117,6.0,20.0,Goal,Wrist Shot,-66.0,-21.0,2,REGULAR,96,1104,2015-12-05 03:09:18,2,2,"Brad Marchand (11) Wrist Shot, assists: Brett Connolly (7), Zach Trotman (3)",66.0,21.0,right,8473419,Brad,Marchand,LW,1988-05-11,20152016,31.144823004794873,Brett Connolly,"(30.0ft, 40.0ft)",Brad Marchand
314,2015020385_283,2015020385,283,6.0,20.0,Goal,Backhand,82.0,-2.0,3,REGULAR,1134,66,2015-12-05 04:37:09,4,3,"Brad Marchand (12) Backhand, assists: none",82.0,-2.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,7.280109889280518,None,"(0.0ft, 10.0ft)",Brad Marchand
917,2012020179_316,2012020179,316,6.0,3.0,Goal,Snap Shot,87.0,-20.0,3,REGULAR,1157,43,2013-02-13 03:04:08,3,3,"Brad Marchand (7) Snap Shot, assists: Patrice Bergeron (5), Dennis Seidenberg (3)",87.0,-20.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,20.09975124224178,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
918,2012020179_354,2012020179,354,6.0,3.0,Goal,Wrist Shot,69.0,-2.0,5,SHOOTOUT,0,300,2013-02-13 03:21:02,3,3,Brad Marchand - Wrist Shot,69.0,-2.0,,8473419,Brad,Marchand,LW,1988-05-11,20122013,20.09975124224178,rad Marchand,"(20.0ft, 30.0ft)",Brad Marchand
1262,2012030222_229,2012030222,229,6.0,3.0,Goal,Tip-In,83.0,1.0,3,REGULAR,26,1174,2013-05-19 21:09:20,2,4,"Brad Marchand (2) Tip-In, assists: Patrice Bergeron (4), Matt Bartkowski (1)",83.0,1.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,6.082762530298219,Patrice Bergeron,"(0.0ft, 10.0ft)",Brad Marchand
1279,2017030124_231,2017030124,231,6.0,10.0,Goal,Snap Shot,-67.0,-16.0,2,REGULAR,1015,185,2018-04-20 00:40:56,2,1,"Brad Marchand (2) Snap Shot, assists: David Pastrnak (7), Adam McQuaid (1)",67.0,16.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,27.202941017470888,David Pastrnak,"(20.0ft, 30.0ft)",Brad Marchand
1283,2017030127_336,2017030127,336,6.0,10.0,Goal,Backhand,43.0,-12.0,3,REGULAR,1149,51,2018-04-26 02:20:50,4,7,"Brad Marchand (3) Backhand, assists: Riley Nash (1), Zdeno Chara (2)",43.0,-12.0,left,8473419,Brad,Marchand,LW,1988-05-11,20172018,47.53945729601885,Riley Nash,"(40.0ft, 50.0ft)",Brad Marchand
1294,2013020230_238,2013020230,238,6.0,13.0,Goal,Wrist Shot,79.0,0.0,3,REGULAR,249,951,2013-11-08 02:04:17,0,2,"Brad Marchand (2) Wrist Shot, assists: Loui Eriksson (2), Dennis Seidenberg (5)",79.0,0.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,10.0,Loui Eriksson,"(10.0ft, 20.0ft)",Brad Marchand
1309,2014020694_236,2014020694,236,6.0,21.0,Goal,Wrist Shot,59.0,7.0,3,REGULAR,287,913,2015-01-22 05:02:35,2,1,"Brad Marchand (13) Wrist Shot, assists: David Krejci (16), Reilly Smith (14)",59.0,7.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,30.805843601498726,David Krejci,"(30.0ft, 40.0ft)",Brad Marchand
1314,2014020079_67,2014020079,67,6.0,28.0,Goal,Wrist Shot,59.0,-25.0,1,REGULAR,837,363,2014-10-21 23:33:51,0,1,"Brad Marchand (1) Wrist Shot, assists: Milan Lucic (3), Torey Krug (2)",59.0,-25.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,39.05124837953327,Milan Lucic,"(30.0ft, 40.0ft)",Brad Marchand
1374,2013020739_83,2013020739,83,6.0,26.0,Goal,Snap Shot,78.0,-2.0,1,REGULAR,727,473,2014-01-20 20:30:30,0,1,"Brad Marchand (15) Snap Shot, assists: Patrice Bergeron (19)",78.0,-2.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,11.180339887498949,Patrice Bergeron,"(10.0ft, 20.0ft)",Brad Marchand
1375,2013020739_251,2013020739,251,6.0,26.0,Goal,Snap Shot,72.0,-6.0,3,REGULAR,533,667,2014-01-20 22:13:36,2,3,"Brad Marchand (16) Snap Shot, assists: Reilly Smith (21), Patrice Bergeron (20)",72.0,-6.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,18.027756377319946,Reilly Smith,"(10.0ft, 20.0ft)",Brad Marchand
1429,2014020566_255,2014020566,255,6.0,9.0,Goal,Snap Shot,48.0,3.0,3,REGULAR,635,565,2015-01-03 20:10:02,1,2,"Brad Marchand (11) Snap Shot, assists: David Krejci (10), Loui Eriksson (16)",48.0,3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,41.10960958218893,David Krejci,"(40.0ft, 50.0ft)",Brad Marchand
1453,2017020172_291,2017020172,291,6.0,29.0,Goal,Wrist Shot,-48.0,-13.0,3,REGULAR,707,493,2017-10-31 01:19:34,3,3,"Brad Marchand (8) Wrist Shot, assists: Patrice Bergeron (4), David Pastrnak (5)",48.0,13.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,43.01162633521314,Patrice Bergeron,"(40.0ft, 50.0ft)",Brad Marchand
1494,2017020511_100,2017020511,100,6.0,29.0,Goal,Snap Shot,63.0,0.0,1,REGULAR,888,312,2017-12-19 00:37:11,0,1,"Brad Marchand (14) Snap Shot, assists: Patrice Bergeron (14), Zdeno Chara (7)",63.0,0.0,left,8473419,Brad,Marchand,LW,1988-05-11,20172018,26.0,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
1503,2016020615_93,2016020615,93,6.0,19.0,Goal,Wrist Shot,-73.0,19.0,1,REGULAR,1072,128,2017-01-11 01:46:33,3,0,"Brad Marchand (14) Wrist Shot, assists: David Pastrnak (11), Patrice Bergeron (8)",73.0,-19.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,24.839484696748443,David Pastrnak,"(20.0ft, 30.0ft)",Brad Marchand
1504,2016020615_304,2016020615,304,6.0,19.0,Goal,Backhand,-64.0,-12.0,3,REGULAR,1123,77,2017-01-11 03:39:28,5,2,"Brad Marchand (15) Backhand, assists: David Pastrnak (12), Patrice Bergeron (9)",64.0,12.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,27.730849247724095,David Pastrnak,"(20.0ft, 30.0ft)",Brad Marchand
1511,2016021141_86,2016021141,86,6.0,25.0,Goal,Snap Shot,79.0,-1.0,1,REGULAR,914,286,2017-03-31 00:07:00,0,1,"Brad Marchand (38) Snap Shot, assists: David Backes (20)",79.0,-1.0,left,8473419,Brad,Marchand,LW,1988-05-11,20162017,10.04987562112089,David Backes,"(10.0ft, 20.0ft)",Brad Marchand
1521,2015020711_124,2015020711,124,6.0,29.0,Goal,Backhand,-78.0,5.0,2,REGULAR,32,1168,2016-01-24 01:02:03,0,1,"Brad Marchand (19) Backhand, assists: Ryan Spooner (25), Patrice Bergeron (25)",78.0,-5.0,right,8473419,Brad,Marchand,LW,1988-05-11,20152016,12.083045973594572,Ryan Spooner,"(10.0ft, 20.0ft)",Brad Marchand
1539,2015021202_22,2015021202,22,6.0,17.0,Goal,Snap Shot,75.0,-16.0,1,REGULAR,164,1036,2016-04-07 23:16:39,0,2,"Brad Marchand (37) Snap Shot, assists: Torey Krug (39), Patrice Bergeron (36)",75.0,-16.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,21.2602916254693,Torey Krug,"(20.0ft, 30.0ft)",Brad Marchand
1546,2017020048_107,2017020048,107,6.0,21.0,Goal,Wrist Shot,53.0,-17.0,1,REGULAR,1026,174,2017-10-12 02:22:59,1,1,"Brad Marchand (2) Wrist Shot, assists: Ryan Spooner (1)",53.0,-17.0,left,8473419,Brad,Marchand,LW,1988-05-11,20172018,39.81205847478876,Ryan Spooner,"(30.0ft, 40.0ft)",Brad Marchand
1555,2015020396_18,2015020396,18,6.0,23.0,Goal,Wrist Shot,65.0,3.0,1,REGULAR,174,1026,2015-12-06 03:15:00,1,0,"Brad Marchand (13) Wrist Shot, assists: Patrice Bergeron (16), Joe Morrow (1)",65.0,3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,24.186773244895647,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
1560,2017021020_125,2017021020,125,6.0,17.0,Goal,Snap Shot,-81.0,29.0,2,REGULAR,207,993,2018-03-07 01:13:17,2,4,"Brad Marchand (26) Snap Shot, assists: Torey Krug (33), David Pastrnak (37)",81.0,-29.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,30.083217912982647,Torey Krug,"(30.0ft, 40.0ft)",Brad Marchand
1561,2017021020_186,2017021020,186,6.0,17.0,Goal,Backhand,-81.0,8.0,2,REGULAR,798,402,2018-03-07 01:37:27,3,5,"Brad Marchand (27) Backhand, assists: David Pastrnak (38), Riley Nash (21)",81.0,-8.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,11.313708498984761,David Pastrnak,"(10.0ft, 20.0ft)",Brad Marchand
1562,2017021020_341,2017021020,341,6.0,17.0,Goal,Backhand,-79.0,8.0,4,OVERTIME,34,266,2018-03-07 02:53:03,5,6,"Brad Marchand (28) Backhand, assists: Torey Krug (34), Riley Nash (22)",79.0,-8.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,12.806248474865697,Torey Krug,"(10.0ft, 20.0ft)",Brad Marchand
1585,2012030312_9,2012030312,9,6.0,5.0,Goal,Wrist Shot,-75.0,-7.0,1,REGULAR,28,1172,2013-06-04 00:11:11,1,0,"Brad Marchand (3) Wrist Shot, assists: none",75.0,7.0,right,8473419,Brad,Marchand,LW,1988-05-11,20122013,15.652475842498529,None,"(10.0ft, 20.0ft)",Brad Marchand
1586,2012030312_102,2012030312,102,6.0,5.0,Goal,Wrist Shot,-58.0,-18.0,1,REGULAR,1191,9,2013-06-04 00:44:01,4,1,"Brad Marchand (4) Wrist Shot, assists: Patrice Bergeron (5), Jaromir Jagr (5)",58.0,18.0,right,8473419,Brad,Marchand,LW,1988-05-11,20122013,35.84689665786984,Patrice Bergeron,"(30.0ft, 40.0ft)",Brad Marchand
1592,2017030211_253,2017030211,253,6.0,14.0,Goal,Tip-In,-73.0,-3.0,3,REGULAR,212,988,2018-04-28 21:22:54,4,2,"Brad Marchand (4) Tip-In, assists: Charlie McAvoy (2)",73.0,3.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,16.278820596099706,Charlie McAvoy,"(10.0ft, 20.0ft)",Brad Marchand
1600,2017030121_37,2017030121,37,6.0,10.0,Goal,Backhand,74.0,3.0,1,REGULAR,328,872,2018-04-12 23:18:24,0,1,"Brad Marchand (1) Backhand, assists: Torey Krug (1), David Pastrnak (1)",74.0,3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20172018,15.297058540778355,Torey Krug,"(10.0ft, 20.0ft)",Brad Marchand
1606,2012020577_53,2012020577,53,6.0,12.0,Goal,Wrist Shot,72.0,-2.0,1,REGULAR,478,722,2013-04-08 23:23:28,0,2,"Brad Marchand (15) Wrist Shot, assists: Gregory Campbell (6), Jaromir Jagr (13)",72.0,-2.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,17.11724276862369,Gregory Campbell,"(10.0ft, 20.0ft)",Brad Marchand
1607,2012020577_98,2012020577,98,6.0,12.0,Goal,Backhand,70.0,5.0,1,REGULAR,1040,160,2013-04-08 23:40:54,0,3,"Brad Marchand (16) Backhand, assists: Jaromir Jagr (14), Dennis Seidenberg (10)",70.0,5.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,19.6468827043885,Jaromir Jagr,"(10.0ft, 20.0ft)",Brad Marchand
1614,2013020874_269,2013020874,269,6.0,9.0,Goal,Tip-In,83.0,-4.0,3,REGULAR,506,694,2014-02-08 22:14:38,1,6,"Brad Marchand (19) Tip-In, assists: Reilly Smith (23), Patrice Bergeron (22)",83.0,-4.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,7.211102550927978,Reilly Smith,"(0.0ft, 10.0ft)",Brad Marchand
1623,2014021002_338,2014021002,338,6.0,14.0,Goal,Wrist Shot,63.0,3.0,5,SHOOTOUT,0,300,2015-03-13 01:46:25,2,2,Brad Marchand - Wrist Shot,63.0,3.0,,8473419,Brad,Marchand,LW,1988-05-11,20142015,26.1725046566048,rad Marchand,"(20.0ft, 30.0ft)",Brad Marchand
1629,2016020674_320,2016020674,320,6.0,17.0,Goal,Wrist Shot,67.0,5.0,5,SHOOTOUT,0,300,2017-01-19 03:57:15,5,5,Brad Marchand - Wrist Shot,67.0,5.0,,8473419,Brad,Marchand,LW,1988-05-11,20162017,22.561028345356956,rad Marchand,"(20.0ft, 30.0ft)",Brad Marchand
1642,2015020693_268,2015020693,268,6.0,23.0,Goal,Wrist Shot,43.0,18.0,3,REGULAR,255,945,2016-01-22 02:06:17,2,2,"Brad Marchand (18) Wrist Shot, assists: Patrice Bergeron (24)",43.0,18.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,49.39635614091387,Patrice Bergeron,"(40.0ft, 50.0ft)",Brad Marchand
1648,2017020696_296,2017020696,296,6.0,2.0,Goal,Wrist Shot,-65.0,1.0,3,REGULAR,1139,61,2018-01-19 02:34:47,5,2,"Brad Marchand (20) Wrist Shot, assists: David Krejci (15), Riley Nash (15)",65.0,-1.0,right,8473419,Brad,Marchand,LW,1988-05-11,20172018,24.020824298928627,David Krejci,"(20.0ft, 30.0ft)",Brad Marchand
1655,2016030121_304,2016030121,304,6.0,9.0,Goal,Snap Shot,-62.0,12.0,3,REGULAR,1047,153,2017-04-13 01:33:39,2,1,"Brad Marchand (1) Snap Shot, assists: Patrice Bergeron (1), David Pastrnak (1)",62.0,-12.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,29.546573405388315,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
1658,2013020567_322,2013020567,322,6.0,9.0,Goal,Backhand,78.0,-3.0,3,REGULAR,1173,27,2013-12-28 02:32:29,0,5,"Brad Marchand (9) Backhand, assists: Johnny Boychuk (9)",78.0,-3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,11.40175425099138,Johnny Boychuk,"(10.0ft, 20.0ft)",Brad Marchand
1663,2013021026_134,2013021026,134,6.0,1.0,Goal,Snap Shot,71.0,-17.0,2,REGULAR,83,1117,2014-03-19 00:06:44,2,1,"Brad Marchand (22) Snap Shot, assists: Patrice Bergeron (28), Zdeno Chara (17)",71.0,-17.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,24.758836806279895,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
1669,2012020668_311,2012020668,311,6.0,13.0,Goal,Backhand,74.0,-27.0,3,REGULAR,1118,82,2013-04-21 18:59:02,0,3,"Brad Marchand (18) Backhand, assists: Tyler Seguin (15), Patrice Bergeron (22)",74.0,-27.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,30.886890422961002,Tyler Seguin,"(30.0ft, 40.0ft)",Brad Marchand
1672,2013020717_294,2013020717,294,6.0,25.0,Goal,Wrist Shot,84.0,-3.0,3,REGULAR,198,1002,2014-01-17 03:43:32,2,1,"Brad Marchand (12) Wrist Shot, assists: Patrice Bergeron (17)",84.0,-3.0,left,8473419,Brad,Marchand,LW,1988-05-11,20132014,5.830951894845301,Patrice Bergeron,"(0.0ft, 10.0ft)",Brad Marchand
1678,2012020168_165,2012020168,165,6.0,7.0,Goal,Snap Shot,54.0,33.0,2,REGULAR,430,770,2013-02-11 01:19:07,1,0,"Brad Marchand (6) Snap Shot, assists: Andrew Ference (2)",54.0,33.0,left,8473419,Brad,Marchand,LW,1988-05-11,20122013,48.104053883222775,Andrew Ference,"(40.0ft, 50.0ft)",Brad Marchand
1682,2014020172_292,2014020172,292,6.0,13.0,Goal,Snap Shot,-69.0,12.0,4,OVERTIME,207,93,2014-11-05 02:33:57,1,2,"Brad Marchand (5) Snap Shot, assists: Dougie Hamilton (5)",69.0,-12.0,right,8473419,Brad,Marchand,LW,1988-05-11,20142015,23.323807579381203,Dougie Hamilton,"(20.0ft, 30.0ft)",Brad Marchand
1685,2014020503_22,2014020503,22,6.0,18.0,Goal,Snap Shot,61.0,1.0,1,REGULAR,121,1079,2014-12-24 00:12:37,0,1,"Brad Marchand (9) Snap Shot, assists: Patrice Bergeron (18)",61.0,1.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,28.0178514522438,Patrice Bergeron,"(20.0ft, 30.0ft)",Brad Marchand
1686,2014020503_147,2014020503,147,6.0,18.0,Goal,Snap Shot,-78.0,-7.0,2,REGULAR,651,549,2014-12-24 01:18:24,2,4,"Brad Marchand (10) Snap Shot, assists: Patrice Bergeron (19), Kevan Miller (2)",78.0,7.0,right,8473419,Brad,Marchand,LW,1988-05-11,20142015,13.038404810405298,Patrice Bergeron,"(10.0ft, 20.0ft)",Brad Marchand
1693,2014020138_272,2014020138,272,6.0,7.0,Goal,Slap Shot,-57.0,23.0,3,REGULAR,870,330,2014-10-31 01:23:54,2,2,"Brad Marchand (2) Slap Shot, assists: Loui Eriksson (4), Dennis Seidenberg (2)",57.0,-23.0,right,8473419,Brad,Marchand,LW,1988-05-11,20142015,39.408120990476064,Loui Eriksson,"(30.0ft, 40.0ft)",Brad Marchand
1694,2014020138_301,2014020138,301,6.0,7.0,Goal,Snap Shot,69.0,4.0,4,OVERTIME,80,220,2014-10-31 01:41:49,3,2,"Brad Marchand (3) Snap Shot, assists: Reilly Smith (3), Dougie Hamilton (4)",69.0,4.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,20.396078054371138,Reilly Smith,"(20.0ft, 30.0ft)",Brad Marchand
1698,2014020361_172,2014020361,172,6.0,24.0,Goal,Wrist Shot,78.0,2.0,2,REGULAR,620,580,2014-12-02 04:16:01,1,0,"Brad Marchand (6) Wrist Shot, assists: David Pastrnak (1), Zach Trotman (3)",78.0,2.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,11.180339887498949,David Pastrnak,"(10.0ft, 20.0ft)",Brad Marchand
1703,2014021207_298,2014021207,298,6.0,13.0,Goal,Wrist Shot,76.0,-14.0,3,REGULAR,795,405,2015-04-10 02:02:16,2,3,"Brad Marchand (23) Wrist Shot, assists: Dennis Seidenberg (10), David Krejci (23)",76.0,-14.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,19.1049731745428,Dennis Seidenberg,"(10.0ft, 20.0ft)",Brad Marchand
1709,2014020630_85,2014020630,85,6.0,14.0,Goal,Snap Shot,81.0,-25.0,1,REGULAR,1002,198,2015-01-14 00:36:58,1,1,"Brad Marchand (12) Snap Shot, assists: Carl Soderberg (20), Torey Krug (12)",81.0,-25.0,left,8473419,Brad,Marchand,LW,1988-05-11,20142015,26.248809496813376,Carl Soderberg,"(20.0ft, 30.0ft)",Brad Marchand
1724,2016020442_64,2016020442,64,6.0,5.0,Goal,Wrist Shot,-64.0,-14.0,1,REGULAR,648,552,2016-12-15 00:58:18,1,0,"Brad Marchand (9) Wrist Shot, assists: David Backes (7), Patrice Bergeron (5)",64.0,14.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,28.653097563788805,David Backes,"(20.0ft, 30.0ft)",Brad Marchand
1731,2015020954_100,2015020954,100,6.0,16.0,Goal,Wrist Shot,52.0,20.0,1,REGULAR,1178,22,2016-03-04 00:41:04,1,2,"Brad Marchand (33) Wrist Shot, assists: Torey Krug (28), Lee Stempniak (27)",52.0,20.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,42.05948168962618,Torey Krug,"(40.0ft, 50.0ft)",Brad Marchand
1737,2017020156_31,2017020156,31,6.0,26.0,Goal,Backhand,81.0,-5.0,1,REGULAR,327,873,2017-10-28 23:16:40,0,1,"Brad Marchand (7) Backhand, assists: Charlie McAvoy (7), Anders Bjork (4)",81.0,-5.0,left,8473419,Brad,Marchand,LW,1988-05-11,20172018,9.433981132056603,Charlie McAvoy,"(0.0ft, 10.0ft)",Brad Marchand
1747,2016020728_144,2016020728,144,6.0,5.0,Goal,Wrist Shot,-64.0,-20.0,2,REGULAR,98,1102,2017-01-27 01:09:41,2,1,"Brad Marchand (20) Wrist Shot, assists: Patrice Bergeron (13), Kevan Miller (4)",64.0,20.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,32.01562118716424,Patrice Bergeron,"(30.0ft, 40.0ft)",Brad Marchand
1748,2016020728_169,2016020728,169,6.0,5.0,Goal,Wrist Shot,-80.0,5.0,2,REGULAR,387,813,2017-01-27 01:16:39,2,2,"Brad Marchand (21) Wrist Shot, assists: David Pastrnak (17), Brandon Carlo (8)",80.0,-5.0,right,8473419,Brad,Marchand,LW,1988-05-11,20162017,10.295630140987,David Pastrnak,"(10.0ft, 20.0ft)",Brad Marchand
1754,2015020267_49,2015020267,49,6.0,28.0,Goal,Wrist Shot,79.0,-14.0,1,REGULAR,710,490,2015-11-18 00:29:43,1,2,"Brad Marchand (6) Wrist Shot, assists: Zdeno Chara (8), Brett Connolly (5)",79.0,-14.0,left,8473419,Brad,Marchand,LW,1988-05-11,20152016,17.204650534085253,Zdeno Chara,"(10.0ft, 20.0ft)",Brad Marchand
