,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
3061,2014020033_164,2014020033,164,10.0,3.0,Goal,Backhand,-81.0,4.0,2,REGULAR,583,617,2014-10-13 00:29:18,4,1,"James van Riemsdyk (1) Backhand, assists: Leo Komarov (2)",81.0,-4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
3458,2012030141_13,2012030141,13,10.0,6.0,Goal,Backhand,-78.0,2.0,1,REGULAR,114,1086,2013-05-01 23:13:10,1,0,"James van Riemsdyk (1) Backhand, assists: Cody Franson (1), Tyler Bozak (1)",78.0,-2.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
3463,2012030142_365,2012030142,365,10.0,6.0,Goal,Wrist Shot,-79.0,-3.0,3,REGULAR,1013,187,2013-05-05 01:46:00,4,2,"James van Riemsdyk (2) Wrist Shot, assists: Mikhail Grabovski (1), Nikolay Kulemin (1)",79.0,3.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
3535,2017021200_221,2017021200,221,10.0,2.0,Goal,Wrist Shot,-64.0,-1.0,3,REGULAR,121,1079,2018-03-31 01:02:44,4,3,"James van Riemsdyk (36) Wrist Shot, assists: Ron Hainsey (19)",64.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
5181,2017021078_31,2017021078,31,10.0,25.0,Goal,Wrist Shot,-77.0,0.0,1,REGULAR,293,907,2018-03-14 23:19:48,0,2,"James van Riemsdyk (27) Wrist Shot, assists: Tyler Bozak (25), Connor Carrick (6)",77.0,0.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
5182,2017021078_284,2017021078,284,10.0,25.0,Goal,Wrist Shot,-79.0,6.0,3,REGULAR,313,887,2018-03-15 01:14:54,4,3,"James van Riemsdyk (28) Wrist Shot, assists: Tyler Bozak (26), Travis Dermott (9)",79.0,-6.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
5183,2017021078_315,2017021078,315,10.0,25.0,Goal,Wrist Shot,-78.0,-4.0,3,REGULAR,643,557,2018-03-15 01:25:48,4,4,"James van Riemsdyk (29) Wrist Shot, assists: Mitchell Marner (38), Morgan Rielly (36)",78.0,4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
6103,2016020633_100,2016020633,100,10.0,3.0,Goal,Wrist Shot,78.0,8.0,1,REGULAR,1048,152,2017-01-14 00:50:33,2,0,"James van Riemsdyk (15) Wrist Shot, assists: Mitchell Marner (23), Tyler Bozak (16)",78.0,8.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
6924,2014021170_189,2014021170,189,10.0,6.0,Goal,Tip-In,77.0,0.0,2,REGULAR,871,329,2015-04-05 00:37:48,1,1,"James van Riemsdyk (26) Tip-In, assists: Morgan Rielly (21), Jake Gardiner (20)",77.0,0.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
7006,2017020243_235,2017020243,235,10.0,6.0,Goal,Snap Shot,82.0,1.0,2,REGULAR,1184,16,2017-11-11 01:56:16,1,1,"James van Riemsdyk (7) Snap Shot, assists: Nazem Kadri (6), Morgan Rielly (12)",82.0,1.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
7007,2017020243_340,2017020243,340,10.0,6.0,Goal,Tip-In,-77.0,-1.0,3,REGULAR,1140,60,2017-11-11 02:51:43,2,2,"James van Riemsdyk (8) Tip-In, assists: Mitchell Marner (9), Nikita Zaitsev (5)",77.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
7540,2017020966_52,2017020966,52,10.0,14.0,Goal,Backhand,-72.0,4.0,1,REGULAR,529,671,2018-02-27 00:54:09,1,1,"James van Riemsdyk (26) Backhand, assists: Ron Hainsey (17), Morgan Rielly (30)",72.0,-4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
8491,2017020844_189,2017020844,189,10.0,9.0,Goal,Deflected,76.0,1.0,2,REGULAR,831,369,2018-02-11 01:41:29,1,4,"James van Riemsdyk (22) Deflected, assists: Mitchell Marner (28), Morgan Rielly (28)",76.0,1.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
10308,2013021032_301,2013021032,301,10.0,17.0,Goal,Tip-In,76.0,2.0,3,REGULAR,1127,73,2014-03-19 02:07:45,2,3,"James van Riemsdyk (27) Tip-In, assists: Dion Phaneuf (22), Joffrey Lupul (21)",76.0,2.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
10655,2016020975_42,2016020975,42,10.0,17.0,Goal,Snap Shot,-83.0,1.0,1,REGULAR,398,802,2017-03-08 00:52:46,0,2,"James van Riemsdyk (20) Snap Shot, assists: Tyler Bozak (28), Mitchell Marner (37)",83.0,-1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
10742,2016021159_303,2016021159,303,10.0,17.0,Goal,Backhand,80.0,-4.0,3,REGULAR,1054,146,2017-04-02 01:45:20,4,3,"James van Riemsdyk (25) Backhand, assists: Nazem Kadri (28), Jake Gardiner (30)",80.0,-4.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
11026,2013020610_223,2013020610,223,10.0,17.0,Goal,Wrist Shot,-83.0,18.0,2,REGULAR,1163,37,2014-01-01 20:21:43,1,1,"James van Riemsdyk (15) Wrist Shot, assists: Phil Kessel (18), Dion Phaneuf (12)",83.0,-18.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
11627,2016020072_206,2016020072,206,10.0,16.0,Goal,Snap Shot,-81.0,-9.0,2,REGULAR,1096,104,2016-10-23 00:47:17,3,2,"James van Riemsdyk (2) Snap Shot, assists: none",81.0,9.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
11700,2017020035_301,2017020035,301,10.0,16.0,Goal,Tip-In,-73.0,0.0,3,REGULAR,942,258,2017-10-10 01:30:35,3,3,"James van Riemsdyk (2) Tip-In, assists: Tyler Bozak (3), Morgan Rielly (2)",73.0,0.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
12014,2014020875_419,2014020875,419,10.0,52.0,Goal,Snap Shot,62.0,-20.0,4,OVERTIME,227,73,2015-02-22 03:13:59,3,4,"James van Riemsdyk (22) Snap Shot, assists: Olli Jokinen (4), Morgan Rielly (15)",62.0,-20.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
12563,2017020909_157,2017020909,157,10.0,17.0,Goal,Tip-In,-78.0,-1.0,2,REGULAR,422,778,2018-02-19 01:19:05,1,1,"James van Riemsdyk (24) Tip-In, assists: Jake Gardiner (32), Tyler Bozak (22)",78.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
12643,2014020154_178,2014020154,178,10.0,16.0,Goal,Snap Shot,59.0,-3.0,2,REGULAR,322,878,2014-11-02 00:21:34,2,2,"James van Riemsdyk (5) Snap Shot, assists: none",59.0,-3.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
12770,2014021182_216,2014021182,216,10.0,9.0,Goal,Snap Shot,60.0,6.0,2,REGULAR,762,438,2015-04-06 00:58:17,1,2,"James van Riemsdyk (27) Snap Shot, assists: Peter Holland (13), Eric Brewer (8)",60.0,6.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
12902,2013020440_17,2013020440,17,10.0,9.0,Goal,Backhand,-82.0,1.0,1,REGULAR,97,1103,2013-12-08 00:18:28,1,0,"James van Riemsdyk (13) Backhand, assists: Nazem Kadri (11), Dion Phaneuf (10)",82.0,-1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
12992,2014020691_337,2014020691,337,10.0,9.0,Goal,Wrist Shot,-67.0,-10.0,3,REGULAR,1117,83,2015-01-22 02:41:46,3,4,"James van Riemsdyk (20) Wrist Shot, assists: Phil Kessel (25), Jake Gardiner (9)",67.0,10.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
13365,2013020727_337,2013020727,337,10.0,8.0,Goal,Tip-In,-82.0,-4.0,3,REGULAR,867,333,2014-01-19 02:36:12,3,4,"James van Riemsdyk (19) Tip-In, assists: Tyler Bozak (14), Phil Kessel (25)",82.0,4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
13495,2013020001_68,2013020001,68,10.0,8.0,Goal,Wrist Shot,84.0,-8.0,1,REGULAR,481,719,2013-10-01 23:43:58,1,0,"James van Riemsdyk (1) Wrist Shot, assists: Phil Kessel (1), Cody Franson (1)",84.0,-8.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
13744,2015020108_159,2015020108,159,10.0,8.0,Goal,Wrist Shot,-84.0,-15.0,2,REGULAR,396,804,2015-10-25 00:22:21,2,3,"James van Riemsdyk (3) Wrist Shot, assists: Dion Phaneuf (5), Leo Komarov (1)",84.0,15.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
13928,2012020663_171,2012020663,171,10.0,9.0,Goal,Tip-In,79.0,-2.0,2,REGULAR,502,698,2013-04-21 00:28:32,1,0,"James van Riemsdyk (17) Tip-In, assists: Cody Franson (22), Phil Kessel (31)",79.0,-2.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
13929,2012020663_197,2012020663,197,10.0,9.0,Goal,Wrist Shot,82.0,6.0,2,REGULAR,744,456,2013-04-21 00:38:37,2,0,"James van Riemsdyk (18) Wrist Shot, assists: Phil Kessel (32), Cody Franson (23)",82.0,6.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
14804,2016020017_75,2016020017,75,10.0,6.0,Goal,Backhand,-61.0,2.0,1,REGULAR,793,407,2016-10-15 23:46:56,0,3,"James van Riemsdyk (1) Backhand, assists: Tyler Bozak (2), Jake Gardiner (2)",61.0,-2.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
14986,2012020335_143,2012020335,143,10.0,9.0,Goal,Backhand,82.0,6.0,2,REGULAR,80,1120,2013-03-07 01:10:55,0,3,"James van Riemsdyk (13) Backhand, assists: Phil Kessel (14), Tyler Bozak (8)",82.0,6.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
15230,2014020089_140,2014020089,140,10.0,9.0,Goal,Backhand,84.0,4.0,2,REGULAR,153,1047,2014-11-10 00:15:37,2,2,"James van Riemsdyk (6) Backhand, assists: Cody Franson (6)",84.0,4.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
15347,2013020022_300,2013020022,300,10.0,9.0,Goal,Snap Shot,-82.0,-6.0,3,REGULAR,172,1028,2013-10-06 01:23:00,4,4,"James van Riemsdyk (2) Snap Shot, assists: Phil Kessel (2), Tyler Bozak (1)",82.0,6.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
15759,2013020909_108,2013020909,108,10.0,8.0,Goal,Tip-In,84.0,8.0,1,REGULAR,1054,146,2014-03-02 00:53:32,1,2,"James van Riemsdyk (25) Tip-In, assists: Phil Kessel (36), Dion Phaneuf (18)",84.0,8.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
15760,2013020909_242,2013020909,242,10.0,8.0,Goal,Backhand,76.0,-1.0,3,REGULAR,328,872,2014-03-02 02:21:47,2,2,"James van Riemsdyk (26) Backhand, assists: none",76.0,-1.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
15973,2017020063_47,2017020063,47,10.0,8.0,Goal,Wrist Shot,75.0,0.0,1,REGULAR,452,748,2017-10-14 23:31:50,1,1,"James van Riemsdyk (4) Wrist Shot, assists: none",75.0,0.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
18212,2013021079_329,2013021079,329,10.0,19.0,Goal,Snap Shot,-82.0,-8.0,3,REGULAR,954,246,2014-03-26 01:32:14,4,3,"James van Riemsdyk (28) Snap Shot, assists: Phil Kessel (41), Jake Gardiner (15)",82.0,8.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
18421,2013020477_275,2013020477,275,10.0,19.0,Goal,Backhand,-65.0,17.0,3,REGULAR,1012,188,2013-12-13 03:30:21,3,5,"James van Riemsdyk (14) Backhand, assists: none",65.0,-17.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
18777,2014020448_328,2014020448,328,10.0,26.0,Goal,Tip-In,-82.0,-1.0,3,REGULAR,529,671,2014-12-15 00:14:11,3,3,"James van Riemsdyk (13) Tip-In, assists: Cody Franson (14), Phil Kessel (16)",82.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
19985,2017030125_184,2017030125,184,10.0,6.0,Goal,Wrist Shot,85.0,5.0,2,REGULAR,715,485,2018-04-22 01:38:21,4,1,"James van Riemsdyk (3) Wrist Shot, assists: Mitchell Marner (5), Tyler Bozak (2)",85.0,5.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
20264,2016030134_172,2016030134,172,10.0,15.0,Goal,Snap Shot,70.0,-23.0,2,REGULAR,339,861,2017-04-20 00:17:56,4,2,"James van Riemsdyk (2) Snap Shot, assists: Morgan Rielly (3), Mitchell Marner (2)",70.0,-23.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
22721,2015020411_141,2015020411,141,10.0,1.0,Goal,Tip-In,76.0,-1.0,2,REGULAR,132,1068,2015-12-09 01:38:02,1,2,"James van Riemsdyk (8) Tip-In, assists: Dion Phaneuf (14), Tyler Bozak (12)",76.0,-1.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
23233,2012020359_45,2012020359,45,10.0,5.0,Goal,Tip-In,-83.0,-9.0,1,REGULAR,434,766,2013-03-10 00:28:18,1,1,"James van Riemsdyk (14) Tip-In, assists: Phil Kessel (15), Dion Phaneuf (9)",83.0,9.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
23622,2017020450_17,2017020450,17,10.0,5.0,Goal,Wrist Shot,-75.0,-4.0,1,REGULAR,102,1098,2017-12-10 00:18:27,2,0,"James van Riemsdyk (14) Wrist Shot, assists: Mitchell Marner (15), Tyler Bozak (8)",75.0,4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
23665,2012020036_126,2012020036,126,10.0,5.0,Goal,Tip-In,81.0,-3.0,2,REGULAR,408,792,2013-01-24 01:15:29,2,1,"James van Riemsdyk (1) Tip-In, assists: Nikolay Kulemin (2), Mikhail Grabovski (1)",81.0,-3.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
23666,2012020036_169,2012020036,169,10.0,5.0,Goal,Snap Shot,59.0,14.0,2,REGULAR,874,326,2013-01-24 01:33:47,3,2,"James van Riemsdyk (2) Snap Shot, assists: none",59.0,14.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
24055,2016021211_54,2016021211,54,10.0,5.0,Goal,Snap Shot,-62.0,4.0,1,REGULAR,400,800,2017-04-08 23:27:00,1,1,"James van Riemsdyk (27) Snap Shot, assists: Tyler Bozak (37), Roman Polak (6)",62.0,-4.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
24357,2014021149_98,2014021149,98,10.0,7.0,Goal,Backhand,79.0,-2.0,2,REGULAR,47,1153,2015-04-02 00:35:57,2,1,"James van Riemsdyk (25) Backhand, assists: Phil Kessel (35), Tyler Bozak (25)",79.0,-2.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
24544,2017020584_297,2017020584,297,10.0,21.0,Goal,Backhand,74.0,4.0,3,REGULAR,1085,115,2017-12-30 04:33:48,3,3,"James van Riemsdyk (17) Backhand, assists: Morgan Rielly (23), Jake Gardiner (16)",74.0,4.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
24565,2016020313_140,2016020313,140,10.0,15.0,Goal,Wrist Shot,88.0,-4.0,2,REGULAR,208,992,2016-11-27 01:15:30,0,2,"James van Riemsdyk (9) Wrist Shot, assists: Nikita Soshnikov (3), Mitchell Marner (11)",88.0,-4.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
24605,2016020665_292,2016020665,292,10.0,7.0,Goal,Snap Shot,-87.0,11.0,3,REGULAR,784,416,2017-01-18 02:50:35,2,4,"James van Riemsdyk (16) Snap Shot, assists: Mitchell Marner (26), Nikita Zaitsev (16)",87.0,-11.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
24616,2016021043_169,2016021043,169,10.0,14.0,Goal,Wrist Shot,62.0,3.0,2,REGULAR,941,259,2017-03-17 01:02:27,5,0,"James van Riemsdyk (22) Wrist Shot, assists: Morgan Rielly (21), Mitchell Marner (38)",62.0,3.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
24934,2014020986_258,2014020986,258,10.0,2.0,Goal,Wrist Shot,-57.0,-15.0,3,REGULAR,366,834,2015-03-10 01:39:39,1,3,"James van Riemsdyk (23) Wrist Shot, assists: none",57.0,15.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
25509,2014020081_51,2014020081,51,10.0,2.0,Goal,Wrist Shot,-45.0,-14.0,1,REGULAR,524,676,2014-10-21 23:22:18,1,1,"James van Riemsdyk (3) Wrist Shot, assists: Phil Kessel (4)",45.0,14.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
26035,2017020218_61,2017020218,61,10.0,54.0,Goal,Wrist Shot,-77.0,-1.0,1,REGULAR,571,629,2017-11-07 00:25:48,1,2,"James van Riemsdyk (6) Wrist Shot, assists: Auston Matthews (9), William Nylander (9)",77.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
26169,2016020233_86,2016020233,86,10.0,18.0,Goal,Snap Shot,-66.0,7.0,1,REGULAR,844,356,2016-11-16 01:01:58,0,2,"James van Riemsdyk (5) Snap Shot, assists: Tyler Bozak (7), Mitchell Marner (8)",66.0,-7.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
26170,2016020233_164,2016020233,164,10.0,18.0,Goal,Tip-In,82.0,1.0,2,REGULAR,472,728,2016-11-16 01:45:29,1,3,"James van Riemsdyk (6) Tip-In, assists: Tyler Bozak (8), Matt Hunwick (3)",82.0,1.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
26171,2016020233_305,2016020233,305,10.0,18.0,Goal,Backhand,-77.0,1.0,3,REGULAR,818,382,2016-11-16 02:52:02,2,5,"James van Riemsdyk (7) Backhand, assists: Mitchell Marner (9), Tyler Bozak (9)",77.0,-1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
26411,2015020469_230,2015020469,230,10.0,28.0,Goal,Snap Shot,85.0,-5.0,2,REGULAR,1154,46,2015-12-18 02:09:29,2,3,"James van Riemsdyk (10) Snap Shot, assists: PA Parenteau (7), Tyler Bozak (14)",85.0,-5.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
26423,2015020570_196,2015020570,196,10.0,19.0,Goal,Wrist Shot,49.0,11.0,2,REGULAR,513,687,2016-01-03 01:26:16,1,1,"James van Riemsdyk (14) Wrist Shot, assists: none",49.0,11.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
26519,2016030132_97,2016030132,97,10.0,15.0,Goal,Wrist Shot,67.0,6.0,1,REGULAR,1054,146,2017-04-15 23:45:05,1,0,"James van Riemsdyk (1) Wrist Shot, assists: Jake Gardiner (1), Tyler Bozak (2)",67.0,6.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
26802,2013020670_180,2013020670,180,10.0,15.0,Goal,Tip-In,-80.0,5.0,2,REGULAR,548,652,2014-01-11 01:24:22,1,1,"James van Riemsdyk (16) Tip-In, assists: Phil Kessel (19), Tyler Bozak (12)",80.0,-5.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
27239,2015020203_236,2015020203,236,10.0,15.0,Goal,Wrist Shot,84.0,8.0,3,REGULAR,567,633,2015-11-08 02:19:53,2,1,"James van Riemsdyk (5) Wrist Shot, assists: Joffrey Lupul (3), Morgan Rielly (7)",84.0,8.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
27283,2012020130_54,2012020130,54,10.0,15.0,Goal,Wrap-around,81.0,6.0,1,REGULAR,600,600,2013-02-06 00:25:28,1,0,"James van Riemsdyk (5) Wrap-around, assists: none",81.0,6.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
27284,2012020130_69,2012020130,69,10.0,15.0,Goal,Wrist Shot,81.0,-5.0,1,REGULAR,755,445,2013-02-06 00:30:49,2,0,"James van Riemsdyk (6) Wrist Shot, assists: Cody Franson (3), Phil Kessel (5)",81.0,-5.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
27706,2017020113_277,2017020113,277,10.0,9.0,Goal,Deflected,-72.0,-2.0,3,REGULAR,360,840,2017-10-22 01:23:13,1,3,"James van Riemsdyk (5) Deflected, assists: Ron Hainsey (5), Connor Brown (2)",72.0,2.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
27846,2012020058_98,2012020058,98,10.0,3.0,Goal,Snap Shot,81.0,2.0,1,REGULAR,1035,165,2013-01-27 00:47:27,2,0,"James van Riemsdyk (3) Snap Shot, assists: John-Michael Liles (3), Mikhail Grabovski (2)",81.0,2.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
27895,2017020001_109,2017020001,109,10.0,52.0,Goal,Wrist Shot,62.0,5.0,1,REGULAR,1060,140,2017-10-04 23:51:56,2,0,"James van Riemsdyk (1) Wrist Shot, assists: Tyler Bozak (2)",62.0,5.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
30061,2012020229_304,2012020229,304,10.0,14.0,Goal,Wrist Shot,-69.0,3.0,3,REGULAR,968,232,2013-02-20 03:01:42,2,4,"James van Riemsdyk (9) Wrist Shot, assists: Phil Kessel (10), Tyler Bozak (6)",69.0,-3.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20122013
30129,2014020281_200,2014020281,200,10.0,14.0,Goal,Wrist Shot,48.0,27.0,2,REGULAR,751,449,2014-11-21 01:58:20,1,3,"James van Riemsdyk (8) Wrist Shot, assists: Tyler Bozak (10), Cody Franson (11)",48.0,27.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
30130,2014020281_220,2014020281,220,10.0,14.0,Goal,Wrist Shot,79.0,-8.0,2,REGULAR,915,285,2014-11-21 02:05:35,1,4,"James van Riemsdyk (9) Wrist Shot, assists: Phil Kessel (12), Dion Phaneuf (9)",79.0,-8.0,left,8474037,James,van Riemsdyk,LW,1989-05-04,20142015
30137,2017020861_256,2017020861,256,10.0,14.0,Goal,Snap Shot,-76.0,-14.0,3,REGULAR,277,923,2018-02-13 02:12:30,3,4,"James van Riemsdyk (23) Snap Shot, assists: Tyler Bozak (20)",76.0,14.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20172018
30162,2016020087_292,2016020087,292,10.0,14.0,Goal,Tip-In,-68.0,0.0,3,REGULAR,508,692,2016-10-26 01:54:36,5,2,"James van Riemsdyk (3) Tip-In, assists: Nikita Zaitsev (4), Morgan Rielly (4)",68.0,0.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
30196,2016021004_158,2016021004,158,10.0,12.0,Goal,Snap Shot,-65.0,-1.0,2,REGULAR,457,743,2017-03-12 01:25:11,2,2,"James van Riemsdyk (21) Snap Shot, assists: none",65.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20162017
30591,2015020457_105,2015020457,105,10.0,14.0,Goal,Snap Shot,-77.0,-2.0,1,REGULAR,1083,117,2015-12-16 01:11:04,1,2,"James van Riemsdyk (9) Snap Shot, assists: Tyler Bozak (13), PA Parenteau (6)",77.0,2.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20152016
31121,2013020862_285,2013020862,285,10.0,14.0,Goal,Backhand,-70.0,-1.0,3,REGULAR,490,710,2014-02-07 02:47:14,3,0,"James van Riemsdyk (23) Backhand, assists: Carl Gunnarsson (10), Phil Kessel (32)",70.0,1.0,right,8474037,James,van Riemsdyk,LW,1989-05-04,20132014
