,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
8990,2016020969_298,2016020969,298,15.0,25.0,Goal,Backhand,-66.0,1.0,3,REGULAR,746,454,2017-03-07 02:53:52,3,2,"T.J. Oshie (25) Backhand, assists: Karl Alzner (10), Nicklas Backstrom (46)",66.0,-1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
9192,2012020033_286,2012020033,286,19.0,16.0,Goal,Snap Shot,78.0,-20.0,3,REGULAR,893,307,2013-01-23 03:55:30,2,3,"T.J. Oshie (2) Snap Shot, assists: David Perron (1), Alex Pietrangelo (3)",78.0,-20.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20122013
11870,2016020697_254,2016020697,254,15.0,25.0,Goal,Tip-In,68.0,0.0,3,REGULAR,326,874,2017-01-22 03:20:13,3,3,"T.J. Oshie (17) Tip-In, assists: Matt Niskanen (20), Nicklas Backstrom (33)",68.0,0.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
12593,2016020806_103,2016020806,103,15.0,17.0,Goal,Snap Shot,53.0,-16.0,2,REGULAR,76,1124,2017-02-10 01:06:15,2,3,"T.J. Oshie (21) Snap Shot, assists: John Carlson (22), Nicklas Backstrom (40)",53.0,-16.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
12594,2016020806_269,2016020806,269,15.0,17.0,Goal,Snap Shot,-63.0,11.0,3,REGULAR,858,342,2017-02-10 02:28:24,3,5,"T.J. Oshie (22) Snap Shot, assists: Nicklas Backstrom (41), Marcus Johansson (20)",63.0,-11.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
12942,2013020850_187,2013020850,187,19.0,9.0,Goal,Wrist Shot,-71.0,7.0,2,REGULAR,909,291,2014-02-05 02:36:42,1,2,"T.J. Oshie (13) Wrist Shot, assists: Magnus Paajarvi (4), Alex Pietrangelo (33)",71.0,-7.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20132014
12943,2013020850_336,2013020850,336,19.0,9.0,Goal,Backhand,81.0,6.0,5,SHOOTOUT,0,300,2014-02-05 04:06:11,4,4,T.J. Oshie - Backhand,81.0,6.0,,8471698,T.J.,Oshie,RW,1986-12-23,20132014
13274,2013020220_358,2013020220,358,19.0,8.0,Goal,Wrist Shot,80.0,1.0,5,SHOOTOUT,0,300,2013-11-06 03:31:00,2,2,T.J. Oshie - Wrist Shot,80.0,1.0,,8471698,T.J.,Oshie,RW,1986-12-23,20132014
13606,2014020899_184,2014020899,184,19.0,8.0,Goal,Wrist Shot,-51.0,-1.0,2,REGULAR,1065,135,2015-02-25 02:36:16,4,2,"T.J. Oshie (17) Wrist Shot, assists: Alex Pietrangelo (27), Jay Bouwmeester (8)",51.0,1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
13697,2017020022_9,2017020022,9,15.0,8.0,Goal,Wrist Shot,-87.0,-6.0,1,REGULAR,46,1154,2017-10-07 23:18:56,0,2,"T.J. Oshie (1) Wrist Shot, assists: Nicklas Backstrom (1), Andre Burakovsky (1)",87.0,6.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20172018
14307,2016020824_35,2016020824,35,15.0,24.0,Goal,Wrist Shot,-69.0,5.0,1,REGULAR,405,795,2017-02-12 00:50:22,0,1,"T.J. Oshie (23) Wrist Shot, assists: Marcus Johansson (21), Nicklas Backstrom (42)",69.0,-5.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
16429,2015021092_341,2015021092,341,15.0,9.0,Goal,Wrist Shot,-77.0,-11.0,3,REGULAR,1187,13,2016-03-23 02:07:55,4,2,"T.J. Oshie (23) Wrist Shot, assists: Karl Alzner (17), Daniel Winnik (11)",77.0,11.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20152016
17227,2014030156_203,2014030156,203,19.0,30.0,Goal,Wrist Shot,-87.0,9.0,2,REGULAR,1196,4,2015-04-26 20:58:13,1,2,"T.J. Oshie (1) Wrist Shot, assists: Kevin Shattenkirk (8), Alex Pietrangelo (2)",87.0,-9.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
17489,2013021098_25,2013021098,25,19.0,30.0,Goal,Wrist Shot,63.0,1.0,1,REGULAR,283,917,2014-03-28 00:16:05,0,1,"T.J. Oshie (19) Wrist Shot, assists: David Backes (27), Roman Polak (9)",63.0,1.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
17490,2013021098_77,2013021098,77,19.0,30.0,Goal,Wrist Shot,67.0,0.0,1,REGULAR,1174,26,2014-03-28 00:44:53,0,2,"T.J. Oshie (20) Wrist Shot, assists: none",67.0,0.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
17491,2013021098_211,2013021098,211,19.0,30.0,Goal,Deflected,71.0,3.0,3,REGULAR,438,762,2014-03-28 02:10:14,0,4,"T.J. Oshie (21) Deflected, assists: Jay Bouwmeester (32), David Backes (28)",71.0,3.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18203,2013020010_55,2013020010,55,19.0,18.0,Goal,Backhand,83.0,7.0,1,REGULAR,585,615,2013-10-04 01:05:52,0,3,"T.J. Oshie (1) Backhand, assists: Alexander Steen (1), David Backes (1)",83.0,7.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18211,2013021079_112,2013021079,112,19.0,10.0,Goal,Backhand,80.0,-2.0,1,REGULAR,955,245,2014-03-25 23:40:41,1,1,"T.J. Oshie (18) Backhand, assists: Roman Polak (8), Barret Jackman (12)",80.0,-2.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18228,2014020427_301,2014020427,301,19.0,2.0,Goal,Wrist Shot,79.0,7.0,3,REGULAR,947,253,2014-12-12 03:27:19,2,4,"T.J. Oshie (4) Wrist Shot, assists: Patrik Berglund (5), Alex Pietrangelo (14)",79.0,7.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18235,2014020575_91,2014020575,91,19.0,28.0,Goal,Wrist Shot,-79.0,1.0,1,REGULAR,709,491,2015-01-04 04:00:21,1,0,"T.J. Oshie (8) Wrist Shot, assists: Alexander Steen (17), Kevin Shattenkirk (26)",79.0,-1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18236,2014020575_180,2014020575,180,19.0,28.0,Goal,Wrist Shot,75.0,2.0,2,REGULAR,332,868,2015-01-04 04:44:51,3,2,"T.J. Oshie (9) Wrist Shot, assists: Alexander Steen (18), Carl Gunnarsson (5)",75.0,2.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18237,2014020575_311,2014020575,311,19.0,28.0,Goal,Wrist Shot,-88.0,-27.0,3,REGULAR,556,644,2015-01-04 05:50:07,7,2,"T.J. Oshie (10) Wrist Shot, assists: Kevin Shattenkirk (28), Paul Stastny (12)",88.0,27.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18280,2013020298_318,2013020298,318,19.0,12.0,Goal,Wrist Shot,24.0,25.0,3,REGULAR,1156,44,2013-11-17 03:41:43,2,4,"T.J. Oshie (3) Wrist Shot, assists: Alex Pietrangelo (12), Jay Bouwmeester (13)",24.0,25.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18286,2013020163_147,2013020163,147,19.0,18.0,Goal,Tip-In,70.0,-4.0,2,REGULAR,454,746,2013-10-27 01:15:45,2,0,"T.J. Oshie (2) Tip-In, assists: Alex Pietrangelo (7)",70.0,-4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18316,2014021032_315,2014021032,315,19.0,25.0,Goal,Wrist Shot,37.0,3.0,3,REGULAR,1094,106,2015-03-16 00:35:17,3,0,"T.J. Oshie (19) Wrist Shot, assists: David Backes (25), Alexander Steen (37)",37.0,3.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18320,2014020813_17,2014020813,17,19.0,14.0,Goal,Wrist Shot,-69.0,4.0,1,REGULAR,110,1090,2015-02-13 00:41:14,1,0,"T.J. Oshie (15) Wrist Shot, assists: Alexander Steen (28)",69.0,-4.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18329,2014020620_287,2014020620,287,19.0,12.0,Goal,Wrist Shot,78.0,-5.0,5,SHOOTOUT,0,300,2015-01-11 03:42:15,4,4,T.J. Oshie - Wrist Shot,78.0,-5.0,,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18382,2013020966_21,2013020966,21,19.0,30.0,Goal,Wrist Shot,86.0,-8.0,1,REGULAR,217,983,2014-03-10 00:15:48,1,0,"T.J. Oshie (16) Wrist Shot, assists: Alexander Steen (21), Kevin Shattenkirk (30)",86.0,-8.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18383,2013020966_291,2013020966,291,19.0,30.0,Goal,Wrist Shot,76.0,-2.0,5,SHOOTOUT,0,300,2014-03-10 02:51:55,2,2,T.J. Oshie - Wrist Shot,76.0,-2.0,,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18391,2013020108_343,2013020108,343,19.0,52.0,Goal,Snap Shot,82.0,5.0,5,SHOOTOUT,0,300,2013-10-19 02:49:18,3,3,T.J. Oshie - Snap Shot,82.0,5.0,,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18455,2012020163_207,2012020163,207,19.0,24.0,Goal,Backhand,81.0,4.0,3,REGULAR,201,999,2013-02-10 03:09:32,4,4,"T.J. Oshie (4) Backhand, assists: David Backes (6), Alexander Steen (8)",81.0,4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20122013
18476,2013020928_183,2013020928,183,19.0,14.0,Goal,Backhand,-75.0,-2.0,2,REGULAR,1024,176,2014-03-05 02:36:34,2,2,"T.J. Oshie (15) Backhand, assists: Alexander Steen (20), Alex Pietrangelo (37)",75.0,2.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20132014
18490,2014020565_142,2014020565,142,19.0,24.0,Goal,Wrist Shot,79.0,-3.0,2,REGULAR,179,1021,2015-01-03 04:08:17,1,1,"T.J. Oshie (7) Wrist Shot, assists: Alexander Steen (16), David Backes (10)",79.0,-3.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18515,2014020601_176,2014020601,176,19.0,28.0,Goal,Wrist Shot,-69.0,5.0,2,REGULAR,800,400,2015-01-09 02:30:07,2,5,"T.J. Oshie (11) Wrist Shot, assists: Alexander Steen (22), David Backes (11)",69.0,-5.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20142015
18549,2016020680_120,2016020680,120,15.0,19.0,Goal,Backhand,69.0,4.0,2,REGULAR,227,973,2017-01-20 02:10:04,3,1,"T.J. Oshie (16) Backhand, assists: Nicklas Backstrom (31), Alex Ovechkin (19)",69.0,4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
18727,2012030184_32,2012030184,32,19.0,26.0,Goal,Tip-In,79.0,1.0,1,REGULAR,272,928,2013-05-07 02:24:47,2,0,"T.J. Oshie (1) Tip-In, assists: Kevin Shattenkirk (2), David Perron (2)",79.0,1.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20122013
18728,2012030184_158,2012030184,158,19.0,26.0,Goal,Wrist Shot,-86.0,11.0,2,REGULAR,346,854,2013-05-07 03:25:42,3,2,"T.J. Oshie (2) Wrist Shot, assists: Vladimir Sobotka (3), Patrik Berglund (1)",86.0,-11.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20122013
18754,2016030135_106,2016030135,106,15.0,10.0,Goal,Backhand,-78.0,-5.0,1,REGULAR,1095,105,2017-04-21 23:49:42,0,1,"T.J. Oshie (3) Backhand, assists: Nicklas Backstrom (4), Kevin Shattenkirk (3)",78.0,5.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
18782,2015021029_144,2015021029,144,15.0,28.0,Goal,Wrist Shot,81.0,24.0,2,REGULAR,81,1119,2016-03-13 04:36:35,1,1,"T.J. Oshie (21) Wrist Shot, assists: Nicklas Backstrom (45), Alex Ovechkin (21)",81.0,24.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20152016
19026,2016021057_24,2016021057,24,15.0,14.0,Goal,Wrist Shot,-59.0,9.0,1,REGULAR,224,976,2017-03-18 23:16:29,1,0,"T.J. Oshie (27) Wrist Shot, assists: Marcus Johansson (24), Nicklas Backstrom (51)",59.0,-9.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19027,2016021057_72,2016021057,72,15.0,14.0,Goal,Wrist Shot,-73.0,10.0,1,REGULAR,712,488,2017-03-18 23:35:49,2,0,"T.J. Oshie (28) Wrist Shot, assists: Alex Ovechkin (31), Nicklas Backstrom (52)",73.0,-10.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19028,2016021057_337,2016021057,337,15.0,14.0,Goal,Backhand,-23.0,-1.0,3,REGULAR,1156,44,2017-03-19 01:47:12,5,3,"T.J. Oshie (29) Backhand, assists: Nicklas Backstrom (54)",23.0,1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19046,2016020661_284,2016020661,284,15.0,5.0,Goal,Backhand,-76.0,-4.0,3,REGULAR,569,631,2017-01-17 02:28:25,6,7,"T.J. Oshie (15) Backhand, assists: Alex Ovechkin (18), Matt Niskanen (17)",76.0,4.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19061,2016020566_105,2016020566,105,15.0,10.0,Goal,Wrist Shot,-81.0,7.0,1,REGULAR,960,240,2017-01-04 00:43:30,2,2,"T.J. Oshie (12) Wrist Shot, assists: Justin Williams (8)",81.0,-7.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19072,2016020456_274,2016020456,274,15.0,12.0,Goal,Deflected,76.0,2.0,3,REGULAR,836,364,2016-12-17 02:48:35,3,3,"T.J. Oshie (10) Deflected, assists: Dmitry Orlov (11), Matt Niskanen (12)",76.0,2.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19073,2016020456_334,2016020456,334,15.0,12.0,Goal,Wrist Shot,78.0,-1.0,5,SHOOTOUT,0,300,2016-12-17 03:12:13,3,3,T.J. Oshie - Wrist Shot,78.0,-1.0,,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19080,2016020784_194,2016020784,194,15.0,26.0,Goal,Slap Shot,68.0,-11.0,2,REGULAR,984,216,2017-02-05 18:41:36,0,4,"T.J. Oshie (20) Slap Shot, assists: Nicklas Backstrom (38), Alex Ovechkin (23)",68.0,-11.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19091,2016020709_277,2016020709,277,15.0,12.0,Goal,Backhand,-82.0,-4.0,3,REGULAR,810,390,2017-01-24 02:23:21,1,5,"T.J. Oshie (18) Backhand, assists: Alex Ovechkin (21), Nicklas Backstrom (34)",82.0,4.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19105,2015020625_65,2015020625,65,15.0,9.0,Goal,Wrist Shot,-69.0,1.0,1,REGULAR,658,542,2016-01-11 00:30:56,0,2,"T.J. Oshie (15) Wrist Shot, assists: Evgeny Kuznetsov (25), Nicklas Backstrom (26)",69.0,-1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20152016
19113,2015020147_264,2015020147,264,15.0,29.0,Goal,Wrist Shot,-67.0,1.0,3,REGULAR,719,481,2015-10-31 01:17:24,0,2,"T.J. Oshie (4) Wrist Shot, assists: Nicklas Backstrom (4), Alex Ovechkin (5)",67.0,-1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20152016
19130,2015021133_264,2015021133,264,15.0,29.0,Goal,Deflected,-69.0,3.0,3,REGULAR,866,334,2016-03-29 01:24:05,1,3,"T.J. Oshie (24) Deflected, assists: Matt Niskanen (25), Nicklas Backstrom (47)",69.0,-3.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20152016
19151,2016020549_177,2016020549,177,15.0,1.0,Goal,Snap Shot,67.0,-8.0,2,REGULAR,665,535,2016-12-31 19:32:31,3,1,"T.J. Oshie (11) Snap Shot, assists: Nicklas Backstrom (21), Alex Ovechkin (11)",67.0,-8.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19167,2016020243_43,2016020243,43,15.0,5.0,Goal,Backhand,-81.0,-1.0,1,REGULAR,452,748,2016-11-17 00:52:27,0,1,"T.J. Oshie (7) Backhand, assists: Jay Beagle (4)",81.0,1.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19168,2016020243_155,2016020243,155,15.0,5.0,Goal,Tip-In,-81.0,6.0,1,REGULAR,1192,8,2016-11-17 01:30:09,0,3,"T.J. Oshie (8) Tip-In, assists: Nicklas Backstrom (9), John Carlson (7)",81.0,-6.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
19219,2015020232_62,2015020232,62,15.0,4.0,Goal,Snap Shot,75.0,-10.0,1,REGULAR,635,565,2015-11-13 00:29:10,1,1,"T.J. Oshie (5) Snap Shot, assists: Evgeny Kuznetsov (11)",75.0,-10.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20152016
19645,2012020009_181,2012020009,181,19.0,17.0,Goal,Wrist Shot,-68.0,-3.0,2,REGULAR,969,231,2013-01-20 02:41:05,0,4,"T.J. Oshie (1) Wrist Shot, assists: Alex Pietrangelo (1), David Backes (1)",68.0,3.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20122013
19714,2012020218_68,2012020218,68,19.0,23.0,Goal,Wrist Shot,73.0,6.0,1,REGULAR,825,375,2013-02-18 02:32:05,1,1,"T.J. Oshie (5) Wrist Shot, assists: David Backes (9), David Perron (7)",73.0,6.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20122013
19715,2012020218_339,2012020218,339,19.0,23.0,Goal,Wrist Shot,67.0,-2.0,5,SHOOTOUT,0,300,2013-02-18 04:55:06,3,3,T.J. Oshie - Wrist Shot,67.0,-2.0,,8471698,T.J.,Oshie,RW,1986-12-23,20122013
19735,2012020045_58,2012020045,58,19.0,18.0,Goal,Wrist Shot,80.0,4.0,1,REGULAR,779,421,2013-01-25 01:30:40,0,1,"T.J. Oshie (3) Wrist Shot, assists: Patrik Berglund (1), David Backes (2)",80.0,4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20122013
19924,2013020616_161,2013020616,161,19.0,26.0,Goal,Wrist Shot,-81.0,3.0,2,REGULAR,701,499,2014-01-03 02:23:40,0,2,"T.J. Oshie (7) Wrist Shot, assists: Jaden Schwartz (17), Alex Pietrangelo (22)",81.0,-3.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20132014
19925,2013020616_174,2013020616,174,19.0,26.0,Goal,Wrist Shot,-57.0,-14.0,2,REGULAR,792,408,2014-01-03 02:27:53,0,3,"T.J. Oshie (8) Wrist Shot, assists: Vladimir Sobotka (13)",57.0,14.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20132014
20039,2014020971_101,2014020971,101,19.0,10.0,Goal,Backhand,71.0,9.0,1,REGULAR,990,210,2015-03-08 00:45:48,2,0,"T.J. Oshie (18) Backhand, assists: Alexander Steen (33), Brian Elliott (3)",71.0,9.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20142015
20067,2013020830_317,2013020830,317,19.0,18.0,Goal,Wrist Shot,72.0,-1.0,5,SHOOTOUT,0,300,2014-02-02 03:44:02,3,3,T.J. Oshie - Wrist Shot,72.0,-1.0,,8471698,T.J.,Oshie,RW,1986-12-23,20132014
20076,2013020347_261,2013020347,261,19.0,25.0,Goal,Deflected,81.0,-5.0,3,REGULAR,662,538,2013-11-24 03:23:04,1,6,"T.J. Oshie (4) Deflected, assists: Alex Pietrangelo (14), Patrik Berglund (6)",81.0,-5.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20132014
20120,2014021058_376,2014021058,376,19.0,52.0,Goal,Wrist Shot,71.0,0.0,5,SHOOTOUT,0,300,2015-03-20 02:47:56,1,1,T.J. Oshie - Wrist Shot,71.0,0.0,,8471698,T.J.,Oshie,RW,1986-12-23,20142015
20249,2015030134_254,2015030134,254,15.0,4.0,Goal,Backhand,82.0,4.0,3,REGULAR,158,1042,2016-04-21 01:13:49,1,2,"T.J. Oshie (1) Backhand, assists: Matt Niskanen (2), Karl Alzner (2)",82.0,4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20152016
20252,2015030221_214,2015030221,214,15.0,5.0,Goal,Wrist Shot,70.0,-13.0,2,REGULAR,730,470,2016-04-29 01:34:34,2,2,"T.J. Oshie (2) Wrist Shot, assists: none",70.0,-13.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20152016
20253,2015030221_289,2015030221,289,15.0,5.0,Goal,Backhand,-84.0,-7.0,3,REGULAR,203,997,2016-04-29 02:15:08,2,3,"T.J. Oshie (3) Backhand, assists: Alex Ovechkin (3)",84.0,7.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20152016
20254,2015030221_428,2015030221,428,15.0,5.0,Goal,Wrap-around,87.0,4.0,4,OVERTIME,573,627,2016-04-29 03:21:52,3,4,"T.J. Oshie (4) Wrap-around, assists: none",87.0,4.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20152016
20259,2016030134_21,2016030134,21,15.0,10.0,Goal,Wrist Shot,71.0,-6.0,1,REGULAR,178,1022,2017-04-19 23:14:44,1,0,"T.J. Oshie (1) Wrist Shot, assists: Nicklas Backstrom (2), Nate Schmidt (2)",71.0,-6.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
20260,2016030134_338,2016030134,338,15.0,10.0,Goal,Snap Shot,76.0,-10.0,3,REGULAR,779,421,2017-04-20 01:33:05,5,3,"T.J. Oshie (2) Snap Shot, assists: Nicklas Backstrom (3)",76.0,-10.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20162017
20268,2016030226_69,2016030226,69,15.0,5.0,Goal,Snap Shot,-69.0,8.0,1,REGULAR,761,439,2017-05-09 00:04:02,1,0,"T.J. Oshie (4) Snap Shot, assists: Evgeny Kuznetsov (4), Nicklas Backstrom (7)",69.0,-8.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20162017
20275,2017030316_200,2017030316,200,15.0,14.0,Goal,Slap Shot,62.0,-5.0,2,REGULAR,912,288,2018-05-22 01:37:35,0,1,"T.J. Oshie (6) Slap Shot, assists: Nicklas Backstrom (11), Evgeny Kuznetsov (12)",62.0,-5.0,left,8471698,T.J.,Oshie,RW,1986-12-23,20172018
20276,2017030316_344,2017030316,344,15.0,14.0,Goal,Wrist Shot,-53.0,21.0,3,REGULAR,1150,50,2018-05-22 02:47:45,0,3,"T.J. Oshie (7) Wrist Shot, assists: Nicklas Backstrom (12)",53.0,-21.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20172018
20278,2017030132_378,2017030132,378,15.0,29.0,Goal,Snap Shot,-68.0,8.0,3,REGULAR,985,215,2018-04-16 02:26:00,4,4,"T.J. Oshie (1) Snap Shot, assists: Nicklas Backstrom (4), John Carlson (6)",68.0,-8.0,right,8471698,T.J.,Oshie,RW,1986-12-23,20172018
