,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
4275,2017030141_86,2017030141,86,5.0,4.0,Goal,Backhand,72.0,-10.0,1,REGULAR,849,351,2018-04-11 23:32:59,0,3,"Evgeni Malkin (1) Backhand, assists: Carl Hagelin (1)",72.0,-10.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4312,2013030224_18,2013030224,18,5.0,3.0,Goal,Backhand,83.0,-5.0,1,REGULAR,151,1049,2014-05-07 23:45:24,1,0,"Evgeni Malkin (5) Backhand, assists: Sidney Crosby (7)",83.0,-5.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
4334,2015030415_44,2015030415,44,5.0,28.0,Goal,Wrist Shot,81.0,-11.0,1,REGULAR,284,916,2016-06-10 00:30:30,2,1,"Evgeni Malkin (6) Wrist Shot, assists: Phil Kessel (12), Kris Letang (12)",81.0,-11.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
4417,2017020788_241,2017020788,241,5.0,15.0,Goal,Wrist Shot,76.0,7.0,3,REGULAR,61,1139,2018-02-03 02:02:09,3,4,"Evgeni Malkin (27) Wrist Shot, assists: Phil Kessel (39), Olli Maatta (16)",76.0,7.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4418,2017020788_289,2017020788,289,5.0,15.0,Goal,Tip-In,78.0,2.0,3,REGULAR,600,600,2018-02-03 02:20:26,4,7,"Evgeni Malkin (28) Tip-In, assists: Sidney Crosby (41), Jake Guentzel (12)",78.0,2.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4448,2016020687_304,2016020687,304,5.0,12.0,Goal,Wrap-around,88.0,-5.0,3,REGULAR,397,803,2017-01-21 02:19:46,6,0,"Evgeni Malkin (22) Wrap-around, assists: Jake Guentzel (3), Justin Schultz (25)",88.0,-5.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
4460,2016020517_36,2016020517,36,5.0,1.0,Goal,Snap Shot,-80.0,16.0,1,REGULAR,403,797,2016-12-28 00:17:43,1,1,"Evgeni Malkin (15) Snap Shot, assists: Sidney Crosby (15), Phil Kessel (24)",80.0,-16.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
4487,2016020186_240,2016020186,240,5.0,22.0,Goal,Tip-In,81.0,3.0,3,REGULAR,333,867,2016-11-09 02:04:09,3,3,"Evgeni Malkin (7) Tip-In, assists: Phil Kessel (8), Chris Kunitz (6)",81.0,3.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
4502,2017020748_36,2017020748,36,5.0,30.0,Goal,Wrist Shot,94.0,-7.0,1,REGULAR,549,651,2018-01-26 00:21:43,0,2,"Evgeni Malkin (22) Wrist Shot, assists: Sidney Crosby (37), Phil Kessel (35)",94.0,-7.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4503,2017020748_188,2017020748,188,5.0,30.0,Goal,Wrist Shot,69.0,-19.0,3,REGULAR,102,1098,2018-01-26 02:01:37,0,5,"Evgeni Malkin (23) Wrist Shot, assists: Justin Schultz (12), Phil Kessel (37)",69.0,-19.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4525,2017020951_158,2017020951,158,5.0,13.0,Goal,Tip-In,-75.0,3.0,2,REGULAR,790,410,2018-02-25 01:23:12,2,4,"Evgeni Malkin (35) Tip-In, assists: Bryan Rust (23), Matt Hunwick (5)",75.0,-3.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4526,2017020951_204,2017020951,204,5.0,13.0,Goal,Snap Shot,78.0,-22.0,3,REGULAR,46,1154,2018-02-25 02:02:20,3,4,"Evgeni Malkin (36) Snap Shot, assists: Carl Hagelin (15)",78.0,-22.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4541,2017020400_92,2017020400,92,5.0,7.0,Goal,Snap Shot,76.0,11.0,1,REGULAR,1124,76,2017-12-03 00:39:30,0,1,"Evgeni Malkin (8) Snap Shot, assists: Jake Guentzel (7), Olli Maatta (10)",76.0,11.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4547,2017020082_332,2017020082,332,5.0,3.0,Goal,Wrist Shot,-86.0,7.0,4,OVERTIME,58,242,2017-10-18 01:44:35,5,4,"Evgeni Malkin (2) Wrist Shot, assists: Phil Kessel (5)",86.0,-7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20172018
4556,2017020899_74,2017020899,74,5.0,10.0,Goal,Wrist Shot,78.0,3.0,1,REGULAR,711,489,2018-02-18 00:40:40,2,2,"Evgeni Malkin (33) Wrist Shot, assists: Bryan Rust (21), Carl Hagelin (14)",78.0,3.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
5598,2014020560_59,2014020560,59,5.0,14.0,Goal,Wrist Shot,82.0,5.0,1,REGULAR,819,381,2015-01-03 00:34:16,0,3,"Evgeni Malkin (17) Wrist Shot, assists: Andrew Ebbett (4), Bryan Rust (1)",82.0,5.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20142015
5986,2015020957_199,2015020957,199,5.0,3.0,Goal,Wrist Shot,-78.0,8.0,2,REGULAR,1088,112,2016-03-04 01:34:32,1,2,"Evgeni Malkin (25) Wrist Shot, assists: Chris Kunitz (20), Trevor Daley (16)",78.0,-8.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
6156,2013020868_163,2013020868,163,5.0,3.0,Goal,Slap Shot,-72.0,26.0,2,REGULAR,509,691,2014-02-08 01:18:07,2,2,"Evgeni Malkin (18) Slap Shot, assists: James Neal (25), Matt Niskanen (27)",72.0,-26.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
6157,2013020868_351,2013020868,351,5.0,3.0,Goal,Wrist Shot,72.0,4.0,5,SHOOTOUT,0,300,2014-02-08 02:51:10,3,3,Evgeni Malkin - Wrist Shot,72.0,4.0,,8471215,Evgeni,Malkin,C,1986-07-31,20132014
6499,2013020952_261,2013020952,261,5.0,24.0,Goal,Wrist Shot,-54.0,15.0,3,REGULAR,537,663,2014-03-08 05:09:51,2,2,"Evgeni Malkin (19) Wrist Shot, assists: James Neal (27), Sidney Crosby (55)",54.0,-15.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
6663,2012020234_45,2012020234,45,5.0,4.0,Goal,Wrist Shot,85.0,-8.0,1,REGULAR,435,765,2013-02-21 00:55:17,0,2,"Evgeni Malkin (4) Wrist Shot, assists: Paul Martin (8), James Neal (4)",85.0,-8.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20122013
6679,2014020019_218,2014020019,218,5.0,10.0,Goal,Wrist Shot,-82.0,-1.0,2,REGULAR,826,374,2014-10-12 00:40:42,4,1,"Evgeni Malkin (1) Wrist Shot, assists: Kris Letang (2), Sidney Crosby (3)",82.0,1.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20142015
6709,2014020192_377,2014020192,377,5.0,52.0,Goal,Snap Shot,78.0,-1.0,5,SHOOTOUT,0,300,2014-11-07 04:00:03,3,3,Evgeni Malkin - Snap Shot,78.0,-1.0,,8471215,Evgeni,Malkin,C,1986-07-31,20142015
7127,2012030211_68,2012030211,68,5.0,9.0,Goal,Wrist Shot,82.0,-6.0,1,REGULAR,735,465,2013-05-15 00:01:39,1,2,"Evgeni Malkin (3) Wrist Shot, assists: Chris Kunitz (4), James Neal (1)",82.0,-6.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20122013
7168,2013020336_169,2013020336,169,5.0,2.0,Goal,Wrist Shot,-78.0,-1.0,2,REGULAR,385,815,2013-11-23 01:17:38,1,3,"Evgeni Malkin (4) Wrist Shot, assists: James Neal (5), Jussi Jokinen (6)",78.0,1.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7193,2013020110_308,2013020110,308,5.0,23.0,Goal,Backhand,87.0,-5.0,5,SHOOTOUT,0,300,2013-10-19 19:45:18,3,3,Evgeni Malkin - Backhand,87.0,-5.0,,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7212,2013020085_234,2013020085,234,5.0,22.0,Goal,Snap Shot,79.0,-17.0,3,REGULAR,440,760,2013-10-16 01:09:25,2,3,"Evgeni Malkin (2) Snap Shot, assists: Paul Martin (2), Sidney Crosby (7)",79.0,-17.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7217,2014020159_263,2014020159,263,5.0,7.0,Goal,Slap Shot,37.0,26.0,3,REGULAR,791,409,2014-11-02 02:22:20,0,5,"Evgeni Malkin (5) Slap Shot, assists: Sidney Crosby (11), Christian Ehrhoff (4)",37.0,26.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20142015
7265,2013020395_134,2013020395,134,5.0,13.0,Goal,Backhand,-74.0,0.0,2,REGULAR,443,757,2013-12-01 01:11:38,3,0,"Evgeni Malkin (7) Backhand, assists: Olli Maatta (4), Kris Letang (5)",74.0,0.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7304,2012020321_251,2012020321,251,5.0,14.0,Goal,Wrist Shot,78.0,2.0,3,REGULAR,338,862,2013-03-05 02:42:25,2,2,"Evgeni Malkin (5) Wrist Shot, assists: none",78.0,2.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20122013
7317,2012020494_102,2012020494,102,5.0,52.0,Goal,Tip-In,81.0,4.0,1,REGULAR,1112,88,2013-03-28 23:38:08,0,2,"Evgeni Malkin (6) Tip-In, assists: James Neal (14), Matt Niskanen (6)",81.0,4.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20122013
7319,2013020099_352,2013020099,352,5.0,4.0,Goal,Wrist Shot,16.0,-26.0,3,REGULAR,1187,13,2013-10-18 01:38:19,4,1,"Evgeni Malkin (3) Wrist Shot, assists: Craig Adams (1), Sidney Crosby (8)",16.0,-26.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7326,2013020818_13,2013020818,13,5.0,26.0,Goal,Wrist Shot,84.0,-7.0,1,REGULAR,57,1143,2014-01-31 03:40:21,1,0,"Evgeni Malkin (15) Wrist Shot, assists: Jussi Jokinen (22), James Neal (23)",84.0,-7.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
7354,2012020600_219,2012020600,219,5.0,14.0,Goal,Wrist Shot,-72.0,15.0,3,REGULAR,84,1116,2013-04-12 01:37:41,4,2,"Evgeni Malkin (8) Wrist Shot, assists: none",72.0,-15.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20122013
7400,2015020280_150,2015020280,150,5.0,21.0,Goal,Slap Shot,-60.0,19.0,2,REGULAR,424,776,2015-11-20 01:16:50,1,2,"Evgeni Malkin (7) Slap Shot, assists: Kris Letang (10), Phil Kessel (7)",60.0,-19.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
7479,2016020850_10,2016020850,10,5.0,52.0,Goal,Wrist Shot,66.0,11.0,1,REGULAR,59,1141,2017-02-17 00:09:12,0,1,"Evgeni Malkin (24) Wrist Shot, assists: Scott Wilson (12), Patric Hornqvist (17)",66.0,11.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
7487,2015020678_194,2015020678,194,5.0,19.0,Goal,Wrist Shot,72.0,-25.0,2,REGULAR,956,244,2016-01-19 02:37:43,2,1,"Evgeni Malkin (20) Wrist Shot, assists: Carl Hagelin (9), Kris Letang (24)",72.0,-25.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
7493,2016020217_137,2016020217,137,5.0,10.0,Goal,Wrist Shot,-82.0,7.0,2,REGULAR,186,1014,2016-11-13 01:14:24,1,1,"Evgeni Malkin (8) Wrist Shot, assists: Kris Letang (7), Patric Hornqvist (8)",82.0,-7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
9773,2015020557_242,2015020557,242,5.0,17.0,Goal,Wrist Shot,67.0,-8.0,3,REGULAR,502,698,2016-01-01 01:18:39,4,2,"Evgeni Malkin (18) Wrist Shot, assists: Phil Kessel (10), Patric Hornqvist (8)",67.0,-8.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
10102,2013021056_236,2013021056,236,5.0,14.0,Goal,Wrist Shot,82.0,-19.0,3,REGULAR,667,533,2014-03-22 19:17:33,2,2,"Evgeni Malkin (22) Wrist Shot, assists: Matt Niskanen (31), Sidney Crosby (59)",82.0,-19.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
10103,2013021056_262,2013021056,262,5.0,14.0,Goal,Backhand,75.0,-6.0,3,REGULAR,1003,197,2014-03-22 19:25:25,2,3,"Evgeni Malkin (23) Backhand, assists: Jussi Jokinen (33)",75.0,-6.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
10167,2016020415_193,2016020415,193,5.0,14.0,Goal,Wrist Shot,59.0,7.0,2,REGULAR,1045,155,2016-12-11 01:43:54,2,3,"Evgeni Malkin (11) Wrist Shot, assists: Phil Kessel (19), Kris Letang (15)",59.0,7.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
10168,2016020415_261,2016020415,261,5.0,14.0,Goal,Wrist Shot,-62.0,14.0,3,REGULAR,516,684,2016-12-11 02:26:03,4,3,"Evgeni Malkin (12) Wrist Shot, assists: Trevor Daley (7), Phil Kessel (21)",62.0,-14.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
10335,2013021046_166,2013021046,166,5.0,17.0,Goal,Backhand,-87.0,-7.0,2,REGULAR,942,258,2014-03-21 00:58:28,2,2,"Evgeni Malkin (20) Backhand, assists: James Neal (28), Jussi Jokinen (31)",87.0,7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
10336,2013021046_183,2013021046,183,5.0,17.0,Goal,Slap Shot,-42.0,0.0,2,REGULAR,1078,122,2014-03-21 01:04:18,3,2,"Evgeni Malkin (21) Slap Shot, assists: James Neal (29), Jussi Jokinen (32)",42.0,0.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20132014
10723,2017020595_153,2017020595,153,5.0,17.0,Goal,Snap Shot,-73.0,17.0,2,REGULAR,484,716,2018-01-01 01:20:47,1,2,"Evgeni Malkin (14) Snap Shot, assists: Phil Kessel (26), Olli Maatta (13)",73.0,-17.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20172018
10758,2016020644_116,2016020644,116,5.0,17.0,Goal,Wrist Shot,-83.0,5.0,2,REGULAR,231,969,2017-01-15 01:06:01,2,0,"Evgeni Malkin (18) Wrist Shot, assists: Carl Hagelin (12)",83.0,-5.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
13063,2016020379_275,2016020379,275,5.0,9.0,Goal,Backhand,83.0,-8.0,3,REGULAR,65,1135,2016-12-06 02:11:16,4,6,"Evgeni Malkin (10) Backhand, assists: Phil Kessel (18)",83.0,-8.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
14699,2012030215_197,2012030215,197,5.0,9.0,Goal,Snap Shot,-63.0,0.0,2,REGULAR,1170,30,2013-05-25 01:16:13,1,4,"Evgeni Malkin (4) Snap Shot, assists: James Neal (4)",63.0,0.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20122013
15011,2016030311_305,2016030311,305,5.0,9.0,Goal,Tip-In,73.0,-2.0,3,REGULAR,865,335,2017-05-14 01:45:24,1,1,"Evgeni Malkin (6) Tip-In, assists: Chris Kunitz (2), Ron Hainsey (4)",73.0,-2.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
15275,2014020812_173,2014020812,173,5.0,9.0,Goal,Snap Shot,67.0,12.0,2,REGULAR,832,368,2015-02-13 01:57:30,3,0,"Evgeni Malkin (21) Snap Shot, assists: Blake Comeau (10), Kris Letang (34)",67.0,12.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20142015
16277,2014020390_33,2014020390,33,5.0,9.0,Goal,Wrist Shot,80.0,0.0,1,REGULAR,257,943,2014-12-06 18:17:57,0,1,"Evgeni Malkin (13) Wrist Shot, assists: none",80.0,0.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20142015
16278,2014020390_197,2014020390,197,5.0,9.0,Goal,Tip-In,-76.0,-6.0,2,REGULAR,1083,117,2014-12-06 19:41:20,2,2,"Evgeni Malkin (14) Tip-In, assists: Brandon Sutter (6), Olli Maatta (8)",76.0,6.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20142015
19048,2016020661_151,2016020661,151,5.0,15.0,Goal,Slap Shot,-64.0,13.0,2,REGULAR,388,812,2017-01-17 01:14:31,3,1,"Evgeni Malkin (19) Slap Shot, assists: Trevor Daley (10), Justin Schultz (20)",64.0,-13.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
19049,2016020661_197,2016020661,197,5.0,15.0,Goal,Tip-In,-83.0,7.0,2,REGULAR,877,323,2017-01-17 01:32:23,3,5,"Evgeni Malkin (20) Tip-In, assists: Jake Guentzel (2), Justin Schultz (22)",83.0,-7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
19050,2016020661_213,2016020661,213,5.0,15.0,Goal,Wrist Shot,-80.0,3.0,2,REGULAR,1039,161,2017-01-17 01:41:16,5,6,"Evgeni Malkin (21) Wrist Shot, assists: Patric Hornqvist (14), Sidney Crosby (22)",80.0,-3.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
19135,2016020622_277,2016020622,277,5.0,15.0,Goal,Slap Shot,75.0,-19.0,3,REGULAR,466,734,2017-01-12 03:25:42,1,3,"Evgeni Malkin (17) Slap Shot, assists: Justin Schultz (19), Phil Kessel (27)",75.0,-19.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
20256,2015030221_207,2015030221,207,5.0,15.0,Goal,Backhand,-83.0,14.0,2,REGULAR,697,503,2016-04-29 01:31:03,2,1,"Evgeni Malkin (3) Backhand, assists: Chris Kunitz (1), Kris Letang (5)",83.0,-14.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
20269,2016030226_311,2016030226,311,5.0,15.0,Goal,Wrist Shot,80.0,-1.0,3,REGULAR,1050,150,2017-05-09 02:09:12,5,2,"Evgeni Malkin (5) Wrist Shot, assists: Conor Sheary (3), Brian Dumoulin (2)",80.0,-1.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
20308,2017030224_209,2017030224,209,5.0,15.0,Goal,Wrist Shot,-75.0,10.0,2,REGULAR,1051,149,2018-05-04 00:42:48,1,2,"Evgeni Malkin (4) Wrist Shot, assists: Patric Hornqvist (6), Phil Kessel (6)",75.0,-10.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20172018
20369,2015020720_41,2015020720,41,5.0,15.0,Goal,Wrist Shot,82.0,5.0,1,REGULAR,374,826,2016-03-02 00:50:32,1,0,"Evgeni Malkin (24) Wrist Shot, assists: Carl Hagelin (16), Brian Dumoulin (13)",82.0,5.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
20498,2016020007_207,2016020007,207,5.0,15.0,Goal,Backhand,-82.0,7.0,2,REGULAR,1132,68,2016-10-14 01:54:47,1,2,"Evgeni Malkin (1) Backhand, assists: Conor Sheary (1)",82.0,-7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
20499,2016020007_359,2016020007,359,5.0,15.0,Goal,Wrist Shot,74.0,2.0,5,SHOOTOUT,0,300,2016-10-14 03:07:57,2,2,Evgeni Malkin - Wrist Shot,74.0,2.0,,8471215,Evgeni,Malkin,C,1986-07-31,20162017
20599,2015020449_81,2015020449,81,5.0,15.0,Goal,Tip-In,79.0,-3.0,1,REGULAR,839,361,2015-12-15 00:32:59,2,1,"Evgeni Malkin (14) Tip-In, assists: Ben Lovejoy (4), Phil Kessel (9)",79.0,-3.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
21250,2015020429_361,2015020429,361,5.0,26.0,Goal,Backhand,83.0,-6.0,3,REGULAR,1130,70,2015-12-12 02:42:24,2,2,"Evgeni Malkin (13) Backhand, assists: Chris Kunitz (7), David Perron (7)",83.0,-6.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
21344,2015020321_302,2015020321,302,5.0,19.0,Goal,Backhand,-79.0,8.0,4,OVERTIME,63,237,2015-11-26 02:33:52,3,4,"Evgeni Malkin (8) Backhand, assists: Phil Kessel (8), Ben Lovejoy (3)",79.0,-8.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
21565,2015020981_45,2015020981,45,5.0,1.0,Goal,Slap Shot,-62.0,23.0,1,REGULAR,554,646,2016-03-06 22:26:12,1,0,"Evgeni Malkin (26) Slap Shot, assists: Sidney Crosby (36), Kris Letang (39)",62.0,-23.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
21566,2015020981_155,2015020981,155,5.0,1.0,Goal,Wrist Shot,49.0,0.0,2,REGULAR,923,277,2016-03-06 23:33:17,4,1,"Evgeni Malkin (27) Wrist Shot, assists: Phil Kessel (23)",49.0,0.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20152016
21577,2016030411_79,2016030411,79,5.0,18.0,Goal,Slap Shot,48.0,-5.0,1,REGULAR,932,268,2017-05-30 00:57:05,0,1,"Evgeni Malkin (8) Slap Shot, assists: Trevor Daley (3), Sidney Crosby (14)",48.0,-5.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
21847,2016020483_147,2016020483,147,5.0,3.0,Goal,Snap Shot,-58.0,13.0,2,REGULAR,283,917,2016-12-21 01:07:53,1,2,"Evgeni Malkin (14) Snap Shot, assists: Chris Kunitz (11), Phil Kessel (22)",58.0,-13.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20162017
22034,2017020671_28,2017020671,28,5.0,17.0,Goal,Snap Shot,71.0,2.0,1,REGULAR,181,1019,2018-01-13 18:13:44,0,1,"Evgeni Malkin (18) Snap Shot, assists: Carl Hagelin (6), Olli Maatta (14)",71.0,2.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20172018
22035,2017020671_133,2017020671,133,5.0,17.0,Goal,Snap Shot,-61.0,3.0,2,REGULAR,128,1072,2018-01-13 19:08:59,1,3,"Evgeni Malkin (19) Snap Shot, assists: Phil Kessel (30)",61.0,-3.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20172018
22869,2016030316_184,2016030316,184,5.0,9.0,Goal,Backhand,85.0,-6.0,2,REGULAR,291,909,2017-05-24 01:26:38,1,0,"Evgeni Malkin (7) Backhand, assists: Ian Cole (7), Scott Wilson (3)",85.0,-6.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20162017
23145,2012020583_286,2012020583,286,5.0,12.0,Goal,Wrist Shot,85.0,9.0,3,REGULAR,602,598,2013-04-10 01:14:06,4,3,"Evgeni Malkin (7) Wrist Shot, assists: Jarome Iginla (14)",85.0,9.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20122013
23193,2015020270_152,2015020270,152,5.0,30.0,Goal,Slap Shot,-55.0,13.0,2,REGULAR,495,705,2015-11-18 01:49:39,1,3,"Evgeni Malkin (5) Slap Shot, assists: Kris Letang (9)",55.0,-13.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
23194,2015020270_169,2015020270,169,5.0,30.0,Goal,Wrist Shot,-67.0,-7.0,2,REGULAR,671,529,2015-11-18 02:02:22,1,4,"Evgeni Malkin (6) Wrist Shot, assists: Phil Kessel (6), Adam Clendening (1)",67.0,7.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20152016
23219,2012020145_115,2012020145,115,5.0,15.0,Goal,Snap Shot,-73.0,-13.0,2,REGULAR,419,781,2013-02-08 01:10:34,1,1,"Evgeni Malkin (3) Snap Shot, assists: Sidney Crosby (11), Paul Martin (5)",73.0,13.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20122013
23240,2013020060_41,2013020060,41,5.0,13.0,Goal,Snap Shot,60.0,4.0,1,REGULAR,338,862,2013-10-11 23:55:56,1,1,"Evgeni Malkin (1) Snap Shot, assists: Beau Bennett (2)",60.0,4.0,left,8471215,Evgeni,Malkin,C,1986-07-31,20132014
23272,2014020113_174,2014020113,174,5.0,18.0,Goal,Tip-In,-76.0,-9.0,3,REGULAR,123,1077,2014-10-26 01:52:29,2,0,"Evgeni Malkin (3) Tip-In, assists: Sidney Crosby (6), Marc-Andre Fleury (1)",76.0,9.0,right,8471215,Evgeni,Malkin,C,1986-07-31,20142015
