,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
10751,2015021143_280,2015021143,280,8.0,17.0,Goal,Wrist Shot,-85.0,10.0,3,REGULAR,678,522,2016-03-30 01:53:13,3,4,"Max Pacioretty (27) Wrist Shot, assists: Alex Galchenyuk (25), Paul Byron (6)",85.0,-10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
10955,2013021164_143,2013021164,143,8.0,17.0,Goal,Wrist Shot,74.0,4.0,2,REGULAR,532,668,2014-04-06 00:26:23,0,2,"Max Pacioretty (39) Wrist Shot, assists: Mike Weaver (12), Jarred Tinordi (1)",74.0,4.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
11319,2016020907_160,2016020907,160,8.0,10.0,Goal,Snap Shot,-64.0,10.0,2,REGULAR,449,751,2017-02-26 01:20:51,1,1,"Max Pacioretty (29) Snap Shot, assists: Alex Galchenyuk (19), Andrew Shaw (13)",64.0,-10.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
11392,2017020251_324,2017020251,324,8.0,7.0,Goal,Backhand,82.0,-5.0,4,OVERTIME,188,112,2017-11-12 02:48:33,1,2,"Max Pacioretty (7) Backhand, assists: Phillip Danault (8)",82.0,-5.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20172018
11402,2017020382_268,2017020382,268,8.0,17.0,Goal,Wrist Shot,81.0,-3.0,3,REGULAR,959,241,2017-12-01 03:00:09,6,2,"Max Pacioretty (8) Wrist Shot, assists: Jeff Petry (6), Phillip Danault (11)",81.0,-3.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20172018
11410,2017020206_327,2017020206,327,8.0,52.0,Goal,Snap Shot,-69.0,5.0,4,OVERTIME,187,113,2017-11-05 01:53:24,5,4,"Max Pacioretty (5) Snap Shot, assists: Alex Galchenyuk (1), Shea Weber (8)",69.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
11435,2016020300_215,2016020300,215,8.0,12.0,Goal,Backhand,-87.0,6.0,3,REGULAR,14,1186,2016-11-25 02:24:20,1,2,"Max Pacioretty (5) Backhand, assists: Tomas Plekanec (5), Brendan Gallagher (7)",87.0,-6.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
11468,2016020377_19,2016020377,19,8.0,26.0,Goal,Wrist Shot,83.0,-17.0,1,REGULAR,150,1050,2016-12-04 20:13:23,1,0,"Max Pacioretty (6) Wrist Shot, assists: Andrei Markov (16), Alexander Radulov (15)",83.0,-17.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
11469,2016020377_142,2016020377,142,8.0,26.0,Goal,Slap Shot,-36.0,-29.0,2,REGULAR,312,888,2016-12-04 21:14:47,2,2,"Max Pacioretty (7) Slap Shot, assists: Alexander Radulov (16), David Desharnais (5)",36.0,29.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
11479,2016020212_230,2016020212,230,8.0,17.0,Goal,Backhand,95.0,-15.0,2,REGULAR,1009,191,2016-11-13 01:57:58,0,5,"Max Pacioretty (3) Backhand, assists: Andrew Shaw (4), Phillip Danault (4)",95.0,-15.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
12745,2014021005_32,2014021005,32,8.0,9.0,Goal,Tip-In,-75.0,0.0,1,REGULAR,403,797,2015-03-12 23:46:57,0,1,"Max Pacioretty (32) Tip-In, assists: P.K. Subban (38), Andrei Markov (33)",75.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
12746,2014021005_45,2014021005,45,8.0,9.0,Goal,Backhand,-82.0,4.0,1,REGULAR,534,666,2015-03-12 23:53:02,0,2,"Max Pacioretty (33) Backhand, assists: Lars Eller (9)",82.0,-4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
12767,2014020647_83,2014020647,83,8.0,9.0,Goal,Snap Shot,-54.0,-15.0,1,REGULAR,875,325,2015-01-16 01:05:20,1,1,"Max Pacioretty (21) Snap Shot, assists: Brendan Gallagher (13), Tomas Plekanec (17)",54.0,15.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
12864,2013020712_92,2013020712,92,8.0,9.0,Goal,Wrist Shot,-63.0,-12.0,1,REGULAR,845,355,2014-01-17 01:07:23,2,0,"Max Pacioretty (21) Wrist Shot, assists: David Desharnais (16), Andrei Markov (20)",63.0,12.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13218,2013020407_176,2013020407,176,8.0,1.0,Goal,Wrist Shot,70.0,-21.0,2,REGULAR,1009,191,2013-12-03 02:04:17,1,2,"Max Pacioretty (10) Wrist Shot, assists: Andrei Markov (16), David Desharnais (7)",70.0,-21.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13236,2013021060_42,2013021060,42,8.0,10.0,Goal,Wrist Shot,52.0,9.0,1,REGULAR,347,853,2014-03-22 23:23:52,1,0,"Max Pacioretty (31) Wrist Shot, assists: David Desharnais (31)",52.0,9.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13263,2012020700_265,2012020700,265,8.0,52.0,Goal,Wrist Shot,72.0,6.0,3,REGULAR,650,550,2013-04-26 02:16:55,4,2,"Max Pacioretty (15) Wrist Shot, assists: P.K. Subban (27)",72.0,6.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20122013
13346,2014030214_52,2014030214,52,8.0,14.0,Goal,Wrist Shot,-66.0,7.0,1,REGULAR,523,677,2015-05-07 23:30:13,2,0,"Max Pacioretty (4) Wrist Shot, assists: Tom Gilbert (3)",66.0,-7.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13355,2013020937_87,2013020937,87,8.0,24.0,Goal,Wrist Shot,-73.0,5.0,1,REGULAR,756,444,2014-03-06 03:35:19,2,0,"Max Pacioretty (30) Wrist Shot, assists: David Desharnais (26), Brendan Gallagher (19)",73.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13396,2014020205_241,2014020205,241,8.0,30.0,Goal,Wrist Shot,-76.0,2.0,3,REGULAR,364,836,2014-11-09 02:45:25,1,4,"Max Pacioretty (6) Wrist Shot, assists: PA Parenteau (4), David Desharnais (6)",76.0,-2.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13407,2014020963_253,2014020963,253,8.0,26.0,Goal,Tip-In,85.0,2.0,3,REGULAR,432,768,2015-03-06 05:36:20,3,2,"Max Pacioretty (31) Tip-In, assists: David Desharnais (30), Dale Weise (16)",85.0,2.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13408,2014020963_343,2014020963,343,8.0,26.0,Goal,Wrist Shot,84.0,12.0,5,SHOOTOUT,0,300,2015-03-06 06:17:25,3,3,Max Pacioretty - Wrist Shot,84.0,12.0,,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13430,2013030124_328,2013030124,328,8.0,14.0,Goal,Wrist Shot,-81.0,0.0,3,REGULAR,1157,43,2014-04-23 01:41:19,3,4,"Max Pacioretty (1) Wrist Shot, assists: Thomas Vanek (2), P.K. Subban (5)",81.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13468,2014020345_307,2014020345,307,8.0,7.0,Goal,Wrist Shot,-83.0,5.0,3,REGULAR,795,405,2014-11-30 02:39:05,2,3,"Max Pacioretty (11) Wrist Shot, assists: Dale Weise (6), P.K. Subban (9)",83.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13475,2014020413_279,2014020413,279,8.0,23.0,Goal,Wrist Shot,-31.0,-37.0,3,REGULAR,1199,1,2014-12-10 03:07:14,1,3,"Max Pacioretty (13) Wrist Shot, assists: P.K. Subban (12)",31.0,37.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13523,2012020626_81,2012020626,81,8.0,4.0,Goal,Tip-In,-72.0,5.0,1,REGULAR,1142,58,2013-04-16 00:15:10,2,1,"Max Pacioretty (12) Tip-In, assists: Tomas Plekanec (17), P.K. Subban (24)",72.0,-5.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
13556,2013020800_114,2013020800,114,8.0,12.0,Goal,Wrist Shot,74.0,1.0,2,REGULAR,101,1099,2014-01-29 01:39:02,0,3,"Max Pacioretty (22) Wrist Shot, assists: Andrei Markov (22), Brendan Gallagher (12)",74.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
13560,2012020284_141,2012020284,141,8.0,10.0,Goal,Snap Shot,-78.0,4.0,2,REGULAR,257,943,2013-02-28 01:41:53,2,1,"Max Pacioretty (5) Snap Shot, assists: P.K. Subban (6), Andrei Markov (7)",78.0,-4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
13561,2012020284_312,2012020284,312,8.0,10.0,Goal,Wrist Shot,60.0,-30.0,3,REGULAR,866,334,2013-02-28 02:59:51,4,2,"Max Pacioretty (6) Wrist Shot, assists: David Desharnais (8)",60.0,-30.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20122013
13614,2014021054_277,2014021054,277,8.0,12.0,Goal,Wrist Shot,-93.0,14.0,3,REGULAR,886,314,2015-03-20 01:48:32,0,4,"Max Pacioretty (35) Wrist Shot, assists: Tomas Plekanec (29)",93.0,-14.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
13642,2016021144_255,2016021144,255,8.0,13.0,Goal,Wrist Shot,-75.0,14.0,3,REGULAR,232,968,2017-03-31 01:45:45,1,4,"Max Pacioretty (35) Wrist Shot, assists: Alexander Radulov (34)",75.0,-14.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
13658,2017020648_354,2017020648,354,8.0,23.0,Goal,Wrist Shot,-43.0,-27.0,3,REGULAR,1141,59,2018-01-08 02:41:18,2,5,"Max Pacioretty (10) Wrist Shot, assists: Phillip Danault (15), Jeff Petry (12)",43.0,27.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
13715,2017020749_273,2017020749,273,8.0,12.0,Goal,Tip-In,-67.0,-1.0,3,REGULAR,571,629,2018-01-26 02:48:33,5,5,"Max Pacioretty (16) Tip-In, assists: Jeff Petry (17), Jonathan Drouin (19)",67.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
13742,2015020108_213,2015020108,213,8.0,10.0,Goal,Wrist Shot,60.0,24.0,2,REGULAR,930,270,2015-10-25 00:44:37,2,4,"Max Pacioretty (7) Wrist Shot, assists: none",60.0,24.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
13766,2016021132_247,2016021132,247,8.0,25.0,Goal,Backhand,75.0,-12.0,2,REGULAR,949,251,2017-03-29 01:04:14,1,1,"Max Pacioretty (34) Backhand, assists: Phillip Danault (25)",75.0,-12.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20162017
13780,2017020173_48,2017020173,48,8.0,9.0,Goal,Wrist Shot,-79.0,6.0,1,REGULAR,440,760,2017-10-30 23:52:26,2,1,"Max Pacioretty (4) Wrist Shot, assists: none",79.0,-6.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
13806,2016020536_152,2016020536,152,8.0,13.0,Goal,Snap Shot,-64.0,12.0,2,REGULAR,345,855,2016-12-30 01:48:51,1,1,"Max Pacioretty (15) Snap Shot, assists: Alexander Radulov (18), Nathan Beaulieu (8)",64.0,-12.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
13841,2017020130_292,2017020130,292,8.0,13.0,Goal,Wrist Shot,-83.0,-8.0,3,REGULAR,666,534,2017-10-25 01:47:13,1,5,"Max Pacioretty (2) Wrist Shot, assists: Phillip Danault (2), Jordie Benn (2)",83.0,8.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20172018
13856,2015020100_266,2015020100,266,8.0,7.0,Goal,Wrist Shot,-63.0,0.0,3,REGULAR,671,529,2015-10-24 01:20:01,6,2,"Max Pacioretty (6) Wrist Shot, assists: Andrei Markov (7), Tomas Plekanec (4)",63.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
13879,2017020229_124,2017020229,124,8.0,54.0,Goal,Tip-In,82.0,-2.0,2,REGULAR,211,989,2017-11-08 01:38:14,1,3,"Max Pacioretty (6) Tip-In, assists: Jeff Petry (3), Andrew Shaw (5)",82.0,-2.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20172018
14547,2013020860_78,2013020860,78,8.0,23.0,Goal,Tip-In,-71.0,1.0,1,REGULAR,899,301,2014-02-07 01:08:51,0,1,"Max Pacioretty (24) Tip-In, assists: P.K. Subban (31), Andrei Markov (25)",71.0,-1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
14548,2013020860_243,2013020860,243,8.0,23.0,Goal,Snap Shot,-82.0,7.0,3,REGULAR,285,915,2014-02-07 02:42:26,1,3,"Max Pacioretty (25) Snap Shot, assists: David Desharnais (20), Brendan Gallagher (15)",82.0,-7.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
14549,2013020860_336,2013020860,336,8.0,23.0,Goal,Wrist Shot,-12.0,-38.0,3,REGULAR,1132,68,2014-02-07 03:16:21,2,5,"Max Pacioretty (26) Wrist Shot, assists: Brendan Gallagher (16), Alexei Emelin (7)",12.0,38.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
14712,2014020853_179,2014020853,179,8.0,9.0,Goal,Wrist Shot,68.0,3.0,2,REGULAR,694,506,2015-02-19 01:27:28,1,1,"Max Pacioretty (27) Wrist Shot, assists: Andrei Markov (26), David Desharnais (24)",68.0,3.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
14936,2014020559_142,2014020559,142,8.0,1.0,Goal,Snap Shot,73.0,-12.0,2,REGULAR,1149,51,2015-01-03 01:31:43,2,0,"Max Pacioretty (15) Snap Shot, assists: P.K. Subban (16), Alex Galchenyuk (16)",73.0,-12.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15200,2015020437_130,2015020437,130,8.0,9.0,Goal,Wrist Shot,-67.0,20.0,1,REGULAR,1167,33,2015-12-13 00:51:22,0,2,"Max Pacioretty (14) Wrist Shot, assists: Tomas Plekanec (20), Dale Weise (7)",67.0,-20.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
15641,2014030112_183,2014030112,183,8.0,9.0,Goal,Wrist Shot,65.0,-19.0,2,REGULAR,438,762,2015-04-18 00:19:39,1,1,"Max Pacioretty (1) Wrist Shot, assists: David Desharnais (1), Andrei Markov (1)",65.0,-19.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15707,2014020001_41,2014020001,41,8.0,10.0,Goal,Wrist Shot,82.0,-15.0,1,REGULAR,282,918,2014-10-08 23:32:35,1,0,"Max Pacioretty (1) Wrist Shot, assists: PA Parenteau (1), Alexei Emelin (1)",82.0,-15.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15727,2014021136_137,2014021136,137,8.0,14.0,Goal,Snap Shot,58.0,-16.0,2,REGULAR,264,936,2015-03-31 00:41:05,1,1,"Max Pacioretty (37) Snap Shot, assists: Tomas Plekanec (32), Andrei Markov (36)",58.0,-16.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15750,2013020548_75,2013020548,75,8.0,18.0,Goal,Backhand,-79.0,0.0,1,REGULAR,800,400,2013-12-22 00:38:16,2,0,"Max Pacioretty (15) Backhand, assists: Brendan Gallagher (8), Alexei Emelin (4)",79.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
15757,2013020909_81,2013020909,81,8.0,10.0,Goal,Backhand,-59.0,4.0,1,REGULAR,842,358,2014-03-02 00:45:04,0,2,"Max Pacioretty (28) Backhand, assists: Josh Gorges (12)",59.0,-4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
15786,2013020603_48,2013020603,48,8.0,12.0,Goal,Tip-In,80.0,-1.0,1,REGULAR,466,734,2014-01-01 00:23:11,2,0,"Max Pacioretty (16) Tip-In, assists: David Desharnais (12), Andrei Markov (18)",80.0,-1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
15787,2013020603_215,2013020603,215,8.0,12.0,Goal,Snap Shot,-76.0,0.0,2,REGULAR,864,336,2014-01-01 01:34:28,3,0,"Max Pacioretty (17) Snap Shot, assists: P.K. Subban (23), David Desharnais (13)",76.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20132014
15800,2014020359_280,2014020359,280,8.0,21.0,Goal,Wrist Shot,55.0,17.0,3,REGULAR,834,366,2014-12-02 04:25:19,4,3,"Max Pacioretty (12) Wrist Shot, assists: David Desharnais (11), P.K. Subban (10)",55.0,17.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15863,2015020665_177,2015020665,177,8.0,19.0,Goal,Wrist Shot,79.0,9.0,2,REGULAR,624,576,2016-01-17 01:37:22,2,1,"Max Pacioretty (18) Wrist Shot, assists: Nathan Beaulieu (11), Tomas Plekanec (25)",79.0,9.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20152016
15937,2014021122_344,2014021122,344,8.0,13.0,Goal,Wrist Shot,84.0,4.0,4,OVERTIME,179,121,2015-03-29 00:00:00,2,3,"Max Pacioretty (36) Wrist Shot, assists: David Desharnais (32), P.K. Subban (40)",84.0,4.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
15979,2016020812_8,2016020812,8,8.0,53.0,Goal,Wrist Shot,-78.0,-4.0,1,REGULAR,57,1143,2017-02-10 02:09:25,1,0,"Max Pacioretty (26) Wrist Shot, assists: Phillip Danault (19), Jeff Petry (17)",78.0,4.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
15980,2016020812_244,2016020812,244,8.0,53.0,Goal,Wrist Shot,-68.0,-3.0,3,REGULAR,172,1028,2017-02-10 04:10:05,3,3,"Max Pacioretty (27) Wrist Shot, assists: Andrei Markov (21), Jeff Petry (18)",68.0,3.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
15990,2015020997_102,2015020997,102,8.0,25.0,Goal,Tip-In,-77.0,0.0,1,REGULAR,860,340,2016-03-09 01:07:48,1,1,"Max Pacioretty (24) Tip-In, assists: Andrei Markov (34), Alex Galchenyuk (21)",77.0,0.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20152016
16002,2016020102_247,2016020102,247,8.0,14.0,Goal,Wrist Shot,-54.0,19.0,3,REGULAR,623,577,2016-10-28 01:46:46,1,2,"Max Pacioretty (2) Wrist Shot, assists: Greg Pateryn (2), Andrew Shaw (1)",54.0,-19.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20162017
16009,2012020227_204,2012020227,204,8.0,3.0,Goal,Slap Shot,-62.0,-1.0,2,REGULAR,1125,75,2013-02-20 01:37:13,1,1,"Max Pacioretty (2) Slap Shot, assists: Josh Gorges (2), David Desharnais (4)",62.0,1.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20122013
16032,2013020315_111,2013020315,111,8.0,30.0,Goal,Tip-In,73.0,0.0,2,REGULAR,177,1023,2013-11-20 01:40:22,0,1,"Max Pacioretty (3) Tip-In, assists: David Desharnais (2), P.K. Subban (15)",73.0,0.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
16033,2013020315_160,2013020315,160,8.0,30.0,Goal,Wrist Shot,71.0,4.0,2,REGULAR,606,594,2013-11-20 01:55:03,0,2,"Max Pacioretty (4) Wrist Shot, assists: David Desharnais (3), Brendan Gallagher (5)",71.0,4.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
16034,2013020315_170,2013020315,170,8.0,30.0,Goal,Tip-In,79.0,5.0,2,REGULAR,816,384,2013-11-20 02:01:57,0,3,"Max Pacioretty (5) Tip-In, assists: Brendan Gallagher (6), P.K. Subban (16)",79.0,5.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20132014
16051,2014020811_256,2014020811,256,8.0,22.0,Goal,Wrist Shot,-63.0,21.0,3,REGULAR,557,643,2015-02-13 02:42:16,2,3,"Max Pacioretty (25) Wrist Shot, assists: P.K. Subban (27), Andrei Markov (25)",63.0,-21.0,right,8474157,Max,Pacioretty,LW,1988-11-20,20142015
16067,2014020147_285,2014020147,285,8.0,23.0,Goal,Wrist Shot,72.0,1.0,3,REGULAR,1047,153,2014-10-31 04:30:53,2,2,"Max Pacioretty (4) Wrist Shot, assists: Dale Weise (3), David Desharnais (5)",72.0,1.0,left,8474157,Max,Pacioretty,LW,1988-11-20,20142015
