,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate,season
12385,2016020886_212,2016020886,212,2.0,17.0,Goal,Snap Shot,78.0,-6.0,3,REGULAR,222,978,2017-02-22 02:34:52,3,1,"John Tavares (22) Snap Shot, assists: Josh Bailey (29)",78.0,-6.0,left,8475166,John,Tavares,C,1990-09-20,20162017
12519,2016020767_193,2016020767,193,2.0,17.0,Goal,Snap Shot,-78.0,-18.0,2,REGULAR,1031,169,2017-02-04 02:06:36,3,3,"John Tavares (20) Snap Shot, assists: Ryan Strome (9), Anders Lee (10)",78.0,18.0,right,8475166,John,Tavares,C,1990-09-20,20162017
12603,2017021260_322,2017021260,322,2.0,17.0,Goal,Wrist Shot,-78.0,-16.0,4,OVERTIME,196,104,2018-04-08 01:36:17,4,3,"John Tavares (37) Wrist Shot, assists: Ryan Pulock (22)",78.0,16.0,right,8475166,John,Tavares,C,1990-09-20,20172018
12829,2015020706_270,2015020706,270,2.0,9.0,Goal,Backhand,-83.0,6.0,3,REGULAR,423,777,2016-01-23 02:41:20,4,2,"John Tavares (16) Backhand, assists: Travis Hamonic (7)",83.0,-6.0,right,8475166,John,Tavares,C,1990-09-20,20152016
15823,2014020662_353,2014020662,353,2.0,8.0,Goal,Wrist Shot,67.0,4.0,3,REGULAR,1046,154,2015-01-18 02:39:29,4,6,"John Tavares (20) Wrist Shot, assists: Frans Nielsen (15), Kyle Okposo (29)",67.0,4.0,left,8475166,John,Tavares,C,1990-09-20,20142015
16174,2015020306_109,2015020306,109,2.0,8.0,Goal,Wrist Shot,80.0,-4.0,1,REGULAR,1121,79,2015-11-23 00:42:11,1,0,"John Tavares (10) Wrist Shot, assists: Kyle Okposo (14), Travis Hamonic (4)",80.0,-4.0,left,8475166,John,Tavares,C,1990-09-20,20152016
16304,2013020194_181,2013020194,181,2.0,9.0,Goal,Backhand,81.0,-5.0,2,REGULAR,547,653,2013-11-02 00:47:02,1,2,"John Tavares (5) Backhand, assists: Thomas Vanek (6), Kyle Okposo (9)",81.0,-5.0,left,8475166,John,Tavares,C,1990-09-20,20132014
16742,2013020592_144,2013020592,144,2.0,30.0,Goal,Wrist Shot,-82.0,-5.0,2,REGULAR,525,675,2013-12-30 02:19:33,1,3,"John Tavares (14) Wrist Shot, assists: Thomas Vanek (15), Kyle Okposo (23)",82.0,5.0,right,8475166,John,Tavares,C,1990-09-20,20132014
16749,2013020729_47,2013020729,47,2.0,4.0,Goal,Wrist Shot,6.0,4.0,1,REGULAR,463,737,2014-01-19 00:21:24,1,0,"John Tavares (22) Wrist Shot, assists: Thomas Vanek (25), Kyle Okposo (28)",6.0,4.0,left,8475166,John,Tavares,C,1990-09-20,20132014
16843,2015020345_274,2015020345,274,2.0,14.0,Goal,Backhand,-71.0,2.0,3,REGULAR,984,216,2015-11-29 02:27:03,3,2,"John Tavares (11) Backhand, assists: Frans Nielsen (9), Nick Leddy (6)",71.0,-2.0,right,8475166,John,Tavares,C,1990-09-20,20152016
16853,2017020618_242,2017020618,242,2.0,4.0,Goal,Wrist Shot,61.0,-27.0,3,REGULAR,362,838,2018-01-05 02:09:50,3,5,"John Tavares (22) Wrist Shot, assists: Nick Leddy (22), Mathew Barzal (24)",61.0,-27.0,left,8475166,John,Tavares,C,1990-09-20,20172018
16873,2017020170_190,2017020170,190,2.0,54.0,Goal,Tip-In,-80.0,0.0,2,REGULAR,890,310,2017-10-31 00:29:58,2,2,"John Tavares (10) Tip-In, assists: Nick Leddy (6), Josh Bailey (9)",80.0,0.0,right,8475166,John,Tavares,C,1990-09-20,20172018
16874,2017020170_290,2017020170,290,2.0,54.0,Goal,Wrist Shot,72.0,1.0,3,REGULAR,758,442,2017-10-31 01:23:40,2,6,"John Tavares (11) Wrist Shot, assists: Josh Bailey (11), Anders Lee (6)",72.0,1.0,left,8475166,John,Tavares,C,1990-09-20,20172018
18230,2014020427_195,2014020427,195,2.0,19.0,Goal,Wrist Shot,61.0,6.0,2,REGULAR,963,237,2014-12-12 02:33:36,1,2,"John Tavares (12) Wrist Shot, assists: Kyle Okposo (20)",61.0,6.0,left,8475166,John,Tavares,C,1990-09-20,20142015
18702,2015020111_188,2015020111,188,2.0,19.0,Goal,Wrist Shot,76.0,-11.0,2,REGULAR,1121,79,2015-10-25 01:35:49,2,0,"John Tavares (5) Wrist Shot, assists: Nikolay Kulemin (3), Josh Bailey (2)",76.0,-11.0,left,8475166,John,Tavares,C,1990-09-20,20152016
20540,2017021092_299,2017021092,299,2.0,15.0,Goal,Wrist Shot,74.0,12.0,3,REGULAR,974,226,2018-03-17 01:48:23,3,5,"John Tavares (32) Wrist Shot, assists: Mathew Barzal (53), Ryan Pulock (18)",74.0,12.0,left,8475166,John,Tavares,C,1990-09-20,20172018
20851,2016020695_394,2016020695,394,2.0,26.0,Goal,Wrist Shot,70.0,-5.0,3,REGULAR,1156,44,2017-01-22 02:45:19,2,4,"John Tavares (19) Wrist Shot, assists: Nikolay Kulemin (8), Thomas Hickey (9)",70.0,-5.0,left,8475166,John,Tavares,C,1990-09-20,20162017
21265,2017020499_256,2017020499,256,2.0,26.0,Goal,Slap Shot,60.0,-25.0,3,REGULAR,255,945,2017-12-17 02:08:10,2,2,"John Tavares (19) Slap Shot, assists: Anders Lee (15), Josh Bailey (31)",60.0,-25.0,left,8475166,John,Tavares,C,1990-09-20,20172018
21506,2015020898_219,2015020898,219,2.0,30.0,Goal,Wrist Shot,82.0,-11.0,3,REGULAR,162,1038,2016-02-24 03:06:00,3,1,"John Tavares (23) Wrist Shot, assists: Anders Lee (17), Kyle Okposo (31)",82.0,-11.0,left,8475166,John,Tavares,C,1990-09-20,20152016
22192,2013020457_62,2013020457,62,2.0,24.0,Goal,Wrist Shot,-75.0,0.0,1,REGULAR,557,643,2013-12-10 03:25:42,1,0,"John Tavares (12) Wrist Shot, assists: Thomas Vanek (11), Frans Nielsen (14)",75.0,0.0,right,8475166,John,Tavares,C,1990-09-20,20132014
22733,2016020873_258,2016020873,258,2.0,1.0,Goal,Tip-In,63.0,-13.0,3,REGULAR,26,1174,2017-02-20 01:06:23,3,5,"John Tavares (21) Tip-In, assists: Ryan Strome (14), Anders Lee (14)",63.0,-13.0,left,8475166,John,Tavares,C,1990-09-20,20162017
23046,2014020186_29,2014020186,29,2.0,24.0,Goal,Wrist Shot,-81.0,8.0,1,REGULAR,218,982,2014-11-06 03:45:02,1,0,"John Tavares (5) Wrist Shot, assists: Calvin de Haan (2), Travis Hamonic (1)",81.0,-8.0,right,8475166,John,Tavares,C,1990-09-20,20142015
23047,2014020186_401,2014020186,401,2.0,24.0,Goal,Wrist Shot,62.0,3.0,4,OVERTIME,138,162,2014-11-06 06:24:42,3,2,"John Tavares (6) Wrist Shot, assists: Lubomir Visnovsky (2), Kyle Okposo (9)",62.0,3.0,left,8475166,John,Tavares,C,1990-09-20,20142015
23263,2012020083_202,2012020083,202,2.0,5.0,Goal,Snap Shot,71.0,-17.0,2,REGULAR,922,278,2013-01-30 02:04:39,3,0,"John Tavares (2) Snap Shot, assists: Matt Moulson (3), Frans Nielsen (4)",71.0,-17.0,left,8475166,John,Tavares,C,1990-09-20,20122013
24078,2015020574_216,2015020574,216,2.0,5.0,Goal,Snap Shot,73.0,0.0,2,REGULAR,919,281,2016-01-03 01:35:57,1,5,"John Tavares (15) Snap Shot, assists: Calvin de Haan (6), Josh Bailey (12)",73.0,0.0,left,8475166,John,Tavares,C,1990-09-20,20152016
24252,2012020644_121,2012020644,121,2.0,10.0,Goal,Wrist Shot,61.0,15.0,1,REGULAR,1044,156,2013-04-18 23:45:25,3,2,"John Tavares (25) Wrist Shot, assists: Matt Moulson (27), Andrew MacDonald (8)",61.0,15.0,left,8475166,John,Tavares,C,1990-09-20,20122013
24253,2012020644_246,2012020644,246,2.0,10.0,Goal,Wrist Shot,-58.0,9.0,2,REGULAR,880,320,2013-04-19 00:35:13,4,2,"John Tavares (26) Wrist Shot, assists: Brad Boyes (25), Mark Streit (20)",58.0,-9.0,right,8475166,John,Tavares,C,1990-09-20,20122013
24299,2012020070_230,2012020070,230,2.0,52.0,Goal,Wrist Shot,69.0,0.0,3,REGULAR,22,1178,2013-01-28 02:54:02,2,2,"John Tavares (1) Wrist Shot, assists: Kyle Okposo (2), Matt Moulson (2)",69.0,0.0,left,8475166,John,Tavares,C,1990-09-20,20122013
24482,2012020493_219,2012020493,219,2.0,4.0,Goal,Backhand,-60.0,11.0,2,REGULAR,1140,60,2013-03-29 00:34:07,1,2,"John Tavares (21) Backhand, assists: Matt Moulson (24), Mark Streit (12)",60.0,-11.0,right,8475166,John,Tavares,C,1990-09-20,20122013
24490,2012020254_228,2012020254,228,2.0,7.0,Goal,Wrist Shot,-80.0,5.0,3,REGULAR,264,936,2013-02-24 02:01:16,3,0,"John Tavares (12) Wrist Shot, assists: Matt Moulson (12), Brad Boyes (10)",80.0,-5.0,right,8475166,John,Tavares,C,1990-09-20,20122013
24516,2012020661_365,2012020661,365,2.0,52.0,Goal,Wrist Shot,78.0,-1.0,5,SHOOTOUT,0,300,2013-04-20 21:54:31,4,4,John Tavares - Wrist Shot,78.0,-1.0,,8475166,John,Tavares,C,1990-09-20,20122013
24595,2015020828_159,2015020828,159,2.0,12.0,Goal,Wrist Shot,-79.0,3.0,2,REGULAR,826,374,2016-02-14 01:33:37,1,4,"John Tavares (21) Wrist Shot, assists: Kyle Okposo (29)",79.0,-3.0,right,8475166,John,Tavares,C,1990-09-20,20152016
24621,2015030111_244,2015030111,244,2.0,13.0,Goal,Wrist Shot,-84.0,-13.0,2,REGULAR,1178,22,2016-04-15 01:48:39,3,3,"John Tavares (1) Wrist Shot, assists: Kyle Okposo (1), Frans Nielsen (1)",84.0,13.0,right,8475166,John,Tavares,C,1990-09-20,20152016
24653,2014020246_184,2014020246,184,2.0,13.0,Goal,Snap Shot,-74.0,8.0,2,REGULAR,789,411,2014-11-15 01:53:13,1,1,"John Tavares (7) Snap Shot, assists: Kyle Okposo (10), Josh Bailey (3)",74.0,-8.0,right,8475166,John,Tavares,C,1990-09-20,20142015
24695,2013020218_36,2013020218,36,2.0,15.0,Goal,Wrist Shot,72.0,-11.0,1,REGULAR,358,842,2013-11-06 00:16:51,1,0,"John Tavares (7) Wrist Shot, assists: Frans Nielsen (9), Kyle Okposo (14)",72.0,-11.0,left,8475166,John,Tavares,C,1990-09-20,20132014
24730,2013020481_168,2013020481,168,2.0,27.0,Goal,Wrist Shot,79.0,-2.0,2,REGULAR,702,498,2013-12-13 03:21:04,2,4,"John Tavares (13) Wrist Shot, assists: Thomas Vanek (12), Aaron Ness (2)",79.0,-2.0,,8475166,John,Tavares,C,1990-09-20,20132014
24750,2013020686_326,2013020686,326,2.0,25.0,Goal,Wrist Shot,82.0,-6.0,3,REGULAR,1116,84,2014-01-13 01:28:05,3,2,"John Tavares (21) Wrist Shot, assists: Calvin de Haan (5), Thomas Vanek (24)",82.0,-6.0,left,8475166,John,Tavares,C,1990-09-20,20132014
24833,2015020339_292,2015020339,292,2.0,13.0,Goal,Snap Shot,84.0,4.0,5,SHOOTOUT,0,300,2015-11-28 03:11:26,2,2,John Tavares - Snap Shot,84.0,4.0,,8475166,John,Tavares,C,1990-09-20,20152016
24913,2017020020_8,2017020020,8,2.0,7.0,Goal,Wrist Shot,78.0,10.0,1,REGULAR,110,1090,2017-10-07 23:13:26,0,1,"John Tavares (1) Wrist Shot, assists: Jordan Eberle (1)",78.0,10.0,left,8475166,John,Tavares,C,1990-09-20,20172018
24914,2017020020_140,2017020020,140,2.0,7.0,Goal,Wrist Shot,-81.0,-1.0,2,REGULAR,313,887,2017-10-08 00:15:26,0,2,"John Tavares (2) Wrist Shot, assists: none",81.0,1.0,right,8475166,John,Tavares,C,1990-09-20,20172018
24921,2015021204_300,2015021204,300,2.0,3.0,Goal,Wrist Shot,14.0,-37.0,3,REGULAR,1168,32,2016-04-08 01:30:20,4,1,"John Tavares (32) Wrist Shot, assists: Kyle Okposo (42)",14.0,-37.0,left,8475166,John,Tavares,C,1990-09-20,20152016
24931,2014020986_380,2014020986,380,2.0,10.0,Goal,Snap Shot,-73.0,1.0,4,OVERTIME,278,22,2015-03-10 02:18:21,4,3,"John Tavares (33) Snap Shot, assists: Tyler Kennedy (6), Travis Hamonic (23)",73.0,-1.0,right,8475166,John,Tavares,C,1990-09-20,20142015
24962,2014021214_235,2014021214,235,2.0,5.0,Goal,Wrist Shot,-83.0,12.0,3,REGULAR,166,1034,2015-04-11 00:59:26,2,1,"John Tavares (37) Wrist Shot, assists: Kyle Okposo (32), Brian Strait (5)",83.0,-12.0,right,8475166,John,Tavares,C,1990-09-20,20142015
24970,2017020809_31,2017020809,31,2.0,18.0,Goal,Tip-In,78.0,-1.0,1,REGULAR,295,905,2018-02-06 00:16:08,0,1,"John Tavares (27) Tip-In, assists: Josh Bailey (44), Anders Lee (16)",78.0,-1.0,left,8475166,John,Tavares,C,1990-09-20,20172018
24997,2017020257_20,2017020257,20,2.0,19.0,Goal,Wrist Shot,-71.0,7.0,1,REGULAR,201,999,2017-11-12 01:17:42,1,0,"John Tavares (13) Wrist Shot, assists: Anders Lee (8)",71.0,-7.0,right,8475166,John,Tavares,C,1990-09-20,20172018
25341,2015030112_329,2015030112,329,2.0,13.0,Goal,Wrist Shot,75.0,4.0,3,REGULAR,987,213,2016-04-16 02:09:04,1,2,"John Tavares (2) Wrist Shot, assists: Nick Leddy (2), Kyle Okposo (2)",75.0,4.0,left,8475166,John,Tavares,C,1990-09-20,20152016
25351,2014020973_132,2014020973,132,2.0,13.0,Goal,Backhand,-78.0,4.0,2,REGULAR,279,921,2015-03-08 01:08:40,1,1,"John Tavares (32) Backhand, assists: Anders Lee (14)",78.0,-4.0,right,8475166,John,Tavares,C,1990-09-20,20142015
25358,2013020071_172,2013020071,172,2.0,18.0,Goal,Wrist Shot,91.0,10.0,2,REGULAR,928,272,2013-10-13 01:24:32,2,1,"John Tavares (3) Wrist Shot, assists: Kyle Okposo (3), Brian Strait (1)",91.0,10.0,left,8475166,John,Tavares,C,1990-09-20,20132014
25363,2012020481_280,2012020481,280,2.0,15.0,Goal,Snap Shot,65.0,-4.0,3,REGULAR,882,318,2013-03-27 01:19:37,3,2,"John Tavares (20) Snap Shot, assists: Matt Moulson (23)",65.0,-4.0,left,8475166,John,Tavares,C,1990-09-20,20122013
25380,2014020961_69,2014020961,69,2.0,18.0,Goal,Wrap-around,-87.0,10.0,1,REGULAR,684,516,2015-03-06 01:29:02,1,0,"John Tavares (31) Wrap-around, assists: Josh Bailey (20), Lubomir Visnovsky (10)",87.0,-10.0,right,8475166,John,Tavares,C,1990-09-20,20142015
25387,2014020514_151,2014020514,151,2.0,7.0,Goal,Backhand,80.0,6.0,2,REGULAR,716,484,2014-12-28 01:19:28,2,0,"John Tavares (14) Backhand, assists: none",80.0,6.0,left,8475166,John,Tavares,C,1990-09-20,20142015
25394,2014020608_276,2014020608,276,2.0,1.0,Goal,Wrist Shot,-82.0,-18.0,3,REGULAR,827,373,2015-01-10 02:22:12,2,2,"John Tavares (18) Wrist Shot, assists: Kyle Okposo (28), Johnny Boychuk (15)",82.0,18.0,right,8475166,John,Tavares,C,1990-09-20,20142015
25395,2014020608_312,2014020608,312,2.0,1.0,Goal,Snap Shot,78.0,-17.0,4,OVERTIME,185,115,2015-01-10 02:37:23,3,2,"John Tavares (19) Snap Shot, assists: none",78.0,-17.0,left,8475166,John,Tavares,C,1990-09-20,20142015
25407,2015021001_40,2015021001,40,2.0,10.0,Goal,Wrist Shot,79.0,1.0,1,REGULAR,488,712,2016-03-10 00:23:11,1,0,"John Tavares (25) Wrist Shot, assists: none",79.0,1.0,left,8475166,John,Tavares,C,1990-09-20,20152016
25414,2017020531_232,2017020531,232,2.0,24.0,Goal,Tip-In,-79.0,-5.0,2,REGULAR,1019,181,2017-12-22 01:40:37,3,2,"John Tavares (20) Tip-In, assists: Josh Bailey (34), Mathew Barzal (23)",79.0,5.0,right,8475166,John,Tavares,C,1990-09-20,20172018
25415,2017020531_277,2017020531,277,2.0,24.0,Goal,Wrist Shot,72.0,-12.0,3,REGULAR,344,856,2017-12-22 02:13:19,3,3,"John Tavares (21) Wrist Shot, assists: Josh Bailey (35), Nick Leddy (19)",72.0,-12.0,left,8475166,John,Tavares,C,1990-09-20,20172018
25423,2016021111_48,2016021111,48,2.0,6.0,Goal,Snap Shot,66.0,0.0,1,REGULAR,605,595,2017-03-25 00:00:00,0,1,"John Tavares (28) Snap Shot, assists: Josh Bailey (39), Brock Nelson (23)",66.0,0.0,left,8475166,John,Tavares,C,1990-09-20,20162017
25426,2012020683_307,2012020683,307,2.0,12.0,Goal,Tip-In,81.0,-1.0,3,REGULAR,1139,61,2013-04-24 01:22:59,3,3,"John Tavares (27) Tip-In, assists: Matt Moulson (29), Kyle Okposo (20)",81.0,-1.0,left,8475166,John,Tavares,C,1990-09-20,20122013
25434,2012020094_50,2012020094,50,2.0,1.0,Goal,Wrist Shot,-82.0,10.0,1,REGULAR,871,329,2013-02-01 00:32:17,1,0,"John Tavares (3) Wrist Shot, assists: Brad Boyes (4), Frans Nielsen (6)",82.0,-10.0,right,8475166,John,Tavares,C,1990-09-20,20122013
25435,2012020094_108,2012020094,108,2.0,1.0,Goal,Wrist Shot,73.0,6.0,2,REGULAR,451,749,2013-02-01 01:13:24,3,2,"John Tavares (4) Wrist Shot, assists: Matt Moulson (4), Evgeni Nabokov (2)",73.0,6.0,left,8475166,John,Tavares,C,1990-09-20,20122013
25448,2012020522_233,2012020522,233,2.0,1.0,Goal,Wrist Shot,-70.0,14.0,3,REGULAR,553,647,2013-04-02 01:06:39,3,1,"John Tavares (22) Wrist Shot, assists: Lubomir Visnovsky (7), Mark Streit (13)",70.0,-14.0,right,8475166,John,Tavares,C,1990-09-20,20122013
25452,2012020395_152,2012020395,152,2.0,14.0,Goal,Backhand,79.0,8.0,2,REGULAR,622,578,2013-03-15 00:50:33,1,0,"John Tavares (17) Backhand, assists: Matt Moulson (17), Brad Boyes (16)",79.0,8.0,left,8475166,John,Tavares,C,1990-09-20,20122013
25454,2013020346_200,2013020346,200,2.0,4.0,Goal,Tip-In,-75.0,-12.0,2,REGULAR,844,356,2013-11-24 01:29:56,1,3,"John Tavares (10) Tip-In, assists: Thomas Vanek (8), Matt Donovan (4)",75.0,12.0,right,8475166,John,Tavares,C,1990-09-20,20132014
25461,2012020694_107,2012020694,107,2.0,4.0,Goal,Tip-In,-81.0,-1.0,2,REGULAR,97,1103,2013-04-26 00:00:05,1,1,"John Tavares (28) Tip-In, assists: Matt Carkner (2)",81.0,1.0,right,8475166,John,Tavares,C,1990-09-20,20122013
25496,2014020335_103,2014020335,103,2.0,15.0,Goal,Wrist Shot,81.0,-7.0,1,REGULAR,1138,62,2014-11-28 22:45:37,1,2,"John Tavares (10) Wrist Shot, assists: Nick Leddy (5), Kyle Okposo (15)",81.0,-7.0,left,8475166,John,Tavares,C,1990-09-20,20142015
25512,2014020324_390,2014020324,390,2.0,15.0,Goal,Wrist Shot,-51.0,-1.0,4,OVERTIME,276,24,2014-11-27 02:42:49,2,3,"John Tavares (9) Wrist Shot, assists: Ryan Strome (13), Johnny Boychuk (12)",51.0,1.0,right,8475166,John,Tavares,C,1990-09-20,20142015
25538,2016020396_69,2016020396,69,2.0,19.0,Goal,Wrist Shot,67.0,-2.0,1,REGULAR,571,629,2016-12-09 00:29:56,1,2,"John Tavares (8) Wrist Shot, assists: Travis Hamonic (5)",67.0,-2.0,left,8475166,John,Tavares,C,1990-09-20,20162017
25543,2017020096_365,2017020096,365,2.0,3.0,Goal,Backhand,84.0,-7.0,5,SHOOTOUT,0,300,2017-10-20 01:54:40,3,3,John Tavares - Backhand,84.0,-7.0,,8475166,John,Tavares,C,1990-09-20,20172018
25552,2017020826_134,2017020826,134,2.0,7.0,Goal,Wrist Shot,81.0,-1.0,2,REGULAR,786,414,2018-02-09 01:20:18,1,3,"John Tavares (28) Wrist Shot, assists: Brock Nelson (10), Thomas Hickey (10)",81.0,-1.0,left,8475166,John,Tavares,C,1990-09-20,20172018
25559,2017020126_134,2017020126,134,2.0,53.0,Goal,Tip-In,-72.0,3.0,2,REGULAR,221,979,2017-10-25 00:10:08,1,1,"John Tavares (4) Tip-In, assists: Jordan Eberle (5)",72.0,-3.0,right,8475166,John,Tavares,C,1990-09-20,20172018
25560,2017020126_179,2017020126,179,2.0,53.0,Goal,Tip-In,-81.0,-7.0,2,REGULAR,865,335,2017-10-25 00:29:57,1,2,"John Tavares (5) Tip-In, assists: Adam Pelech (2), Jordan Eberle (6)",81.0,7.0,right,8475166,John,Tavares,C,1990-09-20,20172018
25561,2017020126_288,2017020126,288,2.0,53.0,Goal,Tip-In,66.0,7.0,3,REGULAR,761,439,2017-10-25 01:25:35,3,4,"John Tavares (6) Tip-In, assists: Adam Pelech (4), Calvin de Haan (5)",66.0,7.0,left,8475166,John,Tavares,C,1990-09-20,20172018
25567,2017021019_110,2017021019,110,2.0,23.0,Goal,Wrist Shot,-78.0,20.0,2,REGULAR,179,1021,2018-03-06 04:06:01,2,0,"John Tavares (31) Wrist Shot, assists: Thomas Hickey (16), Mathew Barzal (50)",78.0,-20.0,right,8475166,John,Tavares,C,1990-09-20,20172018
25574,2016020417_149,2016020417,149,2.0,29.0,Goal,Wrist Shot,85.0,7.0,2,REGULAR,752,448,2016-12-11 01:30:55,2,2,"John Tavares (9) Wrist Shot, assists: Anders Lee (3), Travis Hamonic (6)",85.0,7.0,left,8475166,John,Tavares,C,1990-09-20,20162017
25588,2016020895_332,2016020895,332,2.0,8.0,Goal,Wrist Shot,69.0,-39.0,3,REGULAR,1141,59,2017-02-24 03:03:41,3,0,"John Tavares (23) Wrist Shot, assists: Josh Bailey (31), Brock Nelson (21)",69.0,-39.0,left,8475166,John,Tavares,C,1990-09-20,20162017
